RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_light,Clust name_light,ClustID_ox,Clust name_ox,LLLO-CC-M061814.14_AV,MLLO-CC-M061814.13_AV,HLLO-CC-TS040514.18_AV,Average_light_Conditions
N/A,tll0888,Unknown function,General,None,hypothetical protein,,1,D,1,E,962.4507778,2158.293984,3196.998783,2105.914515
N/A,tll0889,Unknown function,General,None,hypothetical protein,,1,D,3,G,2462.471067,5845.332931,9561.301799,5956.368599
N/A,tll0891,Unknown function,General,None,protein of unknown function DUF2214,,1,D,3,G,331.3926838,449.8462026,705.8345733,495.6911532
N/A,tll0893,Defense and invasion systems,Detoxification and inactivation,oxidative stress,alkylhydroperoxidase AhpD family,,4,C,3,G,898.5407333,339.3169035,477.1800354,571.679224
N/A,tll0895,Translation,tRNA and rRNA base modification,queuosine (Q-tRNA) biosynthesis from preQ0,queuosine biosynthesis radical SAM protein QueE ,queE,4,C,4,H,3705.591028,1709.832518,1427.648443,2281.023996
N/A,tll0899,Signal transduction,Two-component systems,circadian clock input_ redox state ETS,class II cyanobacteriochrome controlling circadium rythym CikA,cikA,4,C,4,H,781.7357918,264.8279742,270.8734203,439.1457287
N/A,tll0901,Transport and binding proteins,Cofactors and prosthetic groups,biotin uptake system BioYNM and biotin uptake system BioY-EcfA12T,ECF-type biotin uptake system substrate-binding component BioY,bioY,4,C,4,H,501.2132489,182.0214472,128.2889518,270.5078826
N/A,tll0902,Unknown function,General,None,FHA domain protein,,1,D,4,H,3169.403333,4355.361093,3944.984872,3823.249766
N/A,tll0912,Unknown function,General,None,hypothetical protein,,4,C,2,F,7242.590003,3514.750945,3184.654551,4647.331833
N/A,tll0913,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,common component sulfur relay systems,cysteine desulfurase IscS2,iscS2,4,C,4,H,16028.05363,8251.125878,5819.89023,10033.02325
N/A,tll0914,Unknown function,General,None,hypothetical protein,,4,C,4,H,2634.074095,998.8077425,1217.74744,1616.876426
N/A,tll0915,Nucleic acid metabolism,RNA degradation,3' processing factors,ribonuclease Z RnZ,rnz,4,C,4,H,2780.136047,1264.410149,1161.977629,1735.507941
N/A,tll0916,Unknown function,General,None,protein of unknown function DUF3386,,1,D,3,G,12466.60727,18022.37415,24998.48989,18495.82377
N/A,tll0918,Unknown function,Enzymes of unknown specificity,None,alpha/beta hydrolase fold protein,,4,C,4,H,508.9765778,480.8144106,428.2252566,472.6720817
N/A,tll0920,Unknown function,Enzymes of unknown specificity,None,carbon-nitrogen hydrolase family protein,,2,B,3,G,3047.400611,1502.217498,2860.86424,2470.160783
N/A,tll0922,Translation,tRNA and rRNA base modification,queuosine (Q-tRNA) biosynthesis from preQ0,S-adenosylmethionine:tRNA ribosyltransferase-isomerase QueA,queA,4,C,3,G,1165.625505,464.730696,568.5464053,732.9675353
N/A,tll0923,Regulatory functions,Protein interactions,None,phosphoprotein phosphatase,,4,C,4,H,4245.832456,2425.472018,1503.102132,2724.802202
N/A,tll0925,Signal transduction,Two-component systems,phosphate signalling cascade PhoBRU-PstABCS,two component signal transduction system controlling phosphate regulon histidine kinase SphS,sphS,4,C,4,H,735.5210549,436.8582569,510.6605997,561.0133038
N/A,tll0931,Unknown function,Enzymes of unknown specificity,None,short-chain dehydrogenase/reductase family,,1,D,3,G,667.1391827,1579.890249,1978.661007,1408.56348
N/A,tll0932,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,None,D-alanyl-D-alanine carboxypeptidase VanY,vanY,2,B,3,G,1104.606807,1005.540968,1631.724636,1247.290804
N/A,tll0933,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan recycling,soluble lytic transglycosylase Slt,slt,4,C,0,,371.3547099,173.5489111,189.3263091,244.74331
N/A,tll0941,Unknown function,General,None,protein of unknown function DUF1400,,4,C,3,G,10533.40342,9311.599862,8700.198664,9515.067316
N/A,tll0943,Cell structure_ growth_ and death,Microcompartments,B-carboxysome,carboxysome structural protein CcmN,ccmN,4,C,4,H,3915.272149,2885.126554,2960.232202,3253.543635
N/A,tll0944,Cell structure_ growth_ and death,Microcompartments,carbon concentration mechanism - carboxysome,carboxysome structural protein CcmM,ccmM,1,D,3,G,14391.84356,31265.1412,36497.58389,27384.85622
N/A,tll0945,Cell structure_ growth_ and death,Microcompartments,B-carboxysome,carboxysome minor structural protein CcmL,ccmL,1,D,1,E,16233.69682,26322.66036,21510.70938,21355.68886
N/A,tll0946,Cell structure_ growth_ and death,Microcompartments,B-carboxysome,carboxysome major structural protein CcmK1,ccmK1,1,D,1,E,46955.14994,98186.45865,82372.38895,75837.99918
N/A,tll0947,Cell structure_ growth_ and death,Microcompartments,B-carboxysome,carboxysome major structural protein CcmK2,ccmK2,1,D,3,G,20664.06708,61031.01629,59328.79551,47007.95963
N/A,tll0948,Unknown function,General,None,hypothetical protein,,4,C,2,F,1036.587588,430.9097574,719.7799576,729.0924345
N/A,tll0950,Unknown function,Enzymes of unknown specificity,None,ABC1 family kinase-like protein,,1,D,4,H,994.8966864,2031.226716,2611.285669,1879.136357
N/A,tll0952,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Nucleotide excision repair,transcription-repair coupling factor Mfd,mfd,1,D,4,H,1761.446502,1900.66251,1899.174728,1853.761247
N/A,tll0956,Energy metabolism,Photosynthesis - antenna proteins,allophycocyanin biosynthesis,allophycocyanin beta subunit ApcB,apcB,3,A,3,G,973366.4893,1260634.126,1040958.187,1091652.934
N/A,tll0957,Energy metabolism,Photosynthesis - antenna proteins,allophycocyanin biosynthesis,allophycocyanin alpha subunit ApcA,apcA,1,D,3,G,822419.3103,1187710.688,983972.4559,998034.1514
N/A,tll0958,Unknown function,General,None,protein of unknown function DUF3067,,2,B,0,,418.0227749,314.6975296,379.254164,370.6581562
N/A,tll0964,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,0,,2,F,257.5724079,251.9257382,223.5586026,244.3522496
N/A,tll0970,Carbohydrate metabolism,Fructose and mannose metabolism,sugar alcohol (iditol_ glucitol_ xylitol_ galctitol) degradation,NAD-dependent L-iditol 2-dehydrogenase GutB,gutB,1,D,3,G,1384.036309,2898.946575,2429.215099,2237.399328
N/A,tll0971,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,phospho-N-acetylmuramoyl-pentapeptide-transferase MraY,mraY,3,A,1,E,2584.088225,2795.289774,2493.310596,2624.229531
N/A,tll0978,Amino acid metabolism,Cysteine and methionine metabolism,methionine degradation,S-adenosylmethionine synthetase MetK,metK,1,D,3,G,2266.014105,7860.723919,10082.60235,6736.446791
N/A,tll0980,Prosthetic groups_ cofactors_ and carriers,One carbon pool by folate,6S RNA (eubacterial RNA polymerase regulator),5-formyltetrahydrofolate cyclo-ligase YgfA,ygfA,2,B,2,F,215.8404389,201.3996195,278.1452204,231.7950929
N/A,tll0985,Transport and binding proteins,Unknown substrate,None,transporter with N-terminal DUF21 domain_ CBS_ and CorC domains,,4,C,4,H,3476.481165,998.327376,898.6504334,1791.152992
N/A,tll0986,Terpenoids and polyketides metabolism,General,hopanoid biosynthesis,hopene-associated glycosyltransferase HpnB,hpnB,2,B,3,G,1389.998552,1027.180661,1231.296826,1216.15868
N/A,tll0987,Translation,Ribosomal proteins: synthesis and modification,Ribosome biogeneses GTPases,ribosome biogenesis GTPase RsgA,rsgA,4,C,4,H,1808.873516,741.2653249,555.1012049,1035.080015
N/A,tll0989,Unknown function,Enzymes of unknown specificity,None,carboxylesterase YvaK,ybaK,2,B,3,G,232.8760489,232.1817099,414.5794419,293.2124002
N/A,tll0990,Carbohydrate metabolism,Pyruvate metabolism,pyruvate formate-lyase system,formate C-acetyltransferase PflD,pflD,4,C,4,H,14269.49687,4184.221338,1530.26707,6661.328427
N/A,tll0991,Translation,tRNA and rRNA base modification,tRNA modification,tRNA dihydrouridine synthase DusB,dusB,1,D,3,G,683.7124533,2581.938656,3121.987722,2129.212944
N/A,tll0992,Unknown function,Enzymes of unknown specificity,polysaccharide biosynthesis,glycosyl transferase family 2,,4,C,3,G,1296.415846,1203.864143,1185.406343,1228.562111
N/A,tll0993,Unknown function,Enzymes of unknown specificity,None,glycosyl transferase family 2,,4,C,3,G,342.6654079,211.2032375,227.4932081,260.4539512
N/A,tll0994,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,polysaccharide biosynthesis,alpha-1_2-fucosyltransferase,,4,C,4,H,309.4414545,133.8806926,176.7754122,206.6991864
N/A,tll0995,Unknown function,Enzymes of unknown specificity,None,glycosyl transferase family 2,,4,C,3,G,1150.078208,683.9389151,541.0294895,791.6822041
N/A,tll1003,Translation,Aminoacyl-tRNA biosynthesis,GatABC aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase complex,bifunctional aspartyl-tRNA / glutamyl-tRNA amidotransferase subunit A GatA,gatA,1,D,3,G,1039.092466,4671.897466,7835.959025,4515.649652
N/A,tll1008,Unknown function,Enzymes of unknown specificity,None,acetyltransferase,,4,C,4,H,15656.98646,10006.58927,5661.149506,10441.57508
N/A,tll1010,Unknown function,Enzymes of unknown specificity,None,glycosyl transferase family 41,,2,B,2,F,1320.78954,1131.48545,1484.67822,1312.317737
N/A,tll1011,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus major pilin protein PilA,pilA,2,B,1,E,300687.7423,304769.4611,477623.2358,361026.8131
N/A,tll1015,Unknown function,Enzymes of unknown specificity,None,glycosly transferase family 2,,4,C,4,H,5945.356034,2948.601683,1710.896699,3534.951472
N/A,tll1019,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus minor pilin protein,,1,D,1,E,3441.983668,5649.843452,6406.919321,5166.248814
N/A,tll1020,Unknown function,General,None,hypothetical protein,,4,C,1,E,3340.196819,3141.528738,2864.039025,3115.254861
N/A,tll1021,Signal transduction,Taxis,T2bSS twitching motility chemosensory response system ChpABC/pilGHJK,chemotaxis signal transduction system histidine kinase PilL,pilL,4,C,4,H,7585.022686,4051.421191,3205.063488,4947.169122
N/A,tll1022,Signal transduction,Taxis,T2bSS twitching motility chemosensory response system ChpABC/pilGHJK,chemotaxis signal transduction system methyl-accepting receptor,,4,C,4,H,8020.381093,5906.293834,5998.263342,6641.64609
N/A,tll1023,Signal transduction,Taxis,T2bSS twitching motility Pil-Chp system,chemotaxis adaptor protein CheW,cheW,1,D,4,H,4137.132391,4466.826857,4643.470984,4415.810078
N/A,tll1024,Signal transduction,Taxis,T2bSS type IVa pili ChpA-ChpB/PilGH chemosensory system,chemotaxis signal transduction system response regulator CheY,cheY,1,D,2,F,3940.960795,9652.369901,8580.594077,7391.308258
N/A,tll1025,Signal transduction,Taxis,T2bSS type IVa pili ChpA-ChpB/PilGH chemosensory system,chemotaxis signal transduction system response regulator PatA,patA,1,D,3,G,9825.206701,20491.27233,21779.02862,17365.16922
N/A,tll1027,Amino acid metabolism,Cysteine and methionine metabolism,methionine biosynthesis from homoserine,B12-dependent 5-methyltetrahydrofolate--homocysteine methyltransferase MetH,metH,1,D,4,H,2810.956115,2955.050692,2942.398573,2902.801793
N/A,tll1028,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan bioysnthesis and recycling,peptidoglycan lytic transglycolase,,4,C,4,H,2620.831787,1860.612182,811.6643882,1764.369452
N/A,tll1029,Unknown function,Enzymes of unknown specificity,outer membrane biogenesis,NAD-dependent epimerase/dehydratase family protein Ycf39,ycf39,1,D,3,G,4518.45499,5263.749741,6333.894738,5372.033157
N/A,tll1030,Unknown function,General,None,hypothetical protein,,4,C,4,H,1417.439322,982.4106956,670.9298342,1023.593284
N/A,tll1031,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,plastoquinone 9 biosynthesis,3-octaprenyl-4-hydroxybenzoate carboxy-lyase UbiX,ubiX,1,D,3,G,281.6080943,523.2264923,820.6461935,541.8269267
N/A,tll1033,Cell structure_ growth_ and death,General,programmed cell death,polysaccharide deacetylase caspase activity,,3,A,4,H,1347.880078,1550.066562,697.0197317,1198.322124
N/A,tll1034,Translation,Transfer RNA biogenesis,tRNA aminoacylation,glycyl-tRNA synthetase alpha subunit GlyQ,glyQ,3,A,2,F,3685.960491,5291.472593,4215.934158,4397.78908
N/A,tll1035,Energy metabolism,Sulfur metabolism,sulfate reduction to sulfide_ assimilatory,phosphoadenosine phosphosulfate reductase CysH,cysH,1,D,3,G,4214.436299,13909.33965,18405.78275,12176.51956
N/A,tll1037,Cell structure_ growth_ and death,Cell division,None,cell division protein YlmE,ylmE,2,B,0,,307.0340506,243.045731,308.9364287,286.3387368
N/A,tll1039,Unknown function,General,None,hypothetical protein,,1,D,3,G,346.4679735,377.2903634,571.8977936,431.8853768
N/A,tll1042,Translation,tRNA and rRNA base modification,23S rRNA modification,23S rRNA (guanosine2251-2'-O)-methyltransferase RlmB,rlmB,1,D,3,G,463.401762,941.4299085,1722.295748,1042.375806
N/A,tll1043,Carbohydrate metabolism,Starch and sucrose metabolism,cellulose degradation,beta-glucosidase BglX,bglX,1,D,3,G,1303.197668,1607.056182,1924.154794,1611.469548
N/A,tll1044,Energy metabolism,Sulfur metabolism,assimilatory and dissimilatory sulfate reduction,sulfate adenylyltransferase Met3,met3,1,D,3,G,1615.815296,10595.53431,13590.51936,8600.622988
N/A,tll1048,Signal transduction,Two-component systems,None,two component signal transduction system response regulator LuxR family,,4,C,4,H,6327.181473,1915.135519,925.0611714,3055.792721
N/A,tll1049,Signal transduction,Two-component systems,None,two component signal transduction system response regulator with GGDEF sensory domain,,2,B,0,,879.787503,599.1732708,896.7235581,791.8947773
N/A,tll1052,Unknown function,General,None,protein of unknown function DUF3318,,4,C,4,H,8181.993177,4857.487076,3821.300509,5620.260254
N/A,tll1057,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,branched chain amino acid biosynthesis,dihydroxy-acid dehydratase IlvD,ilvD,1,D,3,G,9290.932366,14895.05799,13115.48465,12433.825
N/A,tll1058,Unknown function,General,None,hypothetical protein,,4,C,2,F,1289.523074,689.4641022,662.261595,880.4162571
N/A,tll1059,Unknown function,General,None,hypothetical protein,,4,C,4,H,2383.475894,571.5668499,475.0210051,1143.354583
N/A,tll1061,Amino acid metabolism,Cysteine and methionine metabolism,methionine salvage pathway,methylthioribose-1-phosphate isomerase MtnA,mtnA,1,D,3,G,1331.72316,2537.826522,3064.149946,2311.233209
N/A,tll1062,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,aspartate biosynthesis,L-asparaginase II AnsA2,ansA2,1,D,3,G,2842.601948,4235.511208,5046.171463,4041.428206
N/A,tll1063,Unknown function,General,None,protein of unknown function DUF1230 YCF36,ycf36,4,C,1,E,5800.017429,4652.630821,4404.461164,4952.369805
N/A,tll1077,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Base excision repair,A/G-specific adenine glycosylase MutY,mutY,3,A,4,H,735.3083495,717.7867541,432.1847991,628.4266342
N/A,tll1078,Unknown function,General,None,protein of unknown function DUF760,,1,D,4,H,23102.02582,45583.05262,39950.43538,36211.83794
N/A,tll1080,Intracellular trafficking_ assembly_ and processing,Peptidases,DNA gyrase modulation,TldE/TldD proteolytic complex component TldE,tldE,1,D,4,H,1932.886763,4672.217703,4410.923096,3672.009188
N/A,tll1084,Unknown function,General,None,hypothetical protein,,4,C,4,H,825.8597987,516.516946,473.9335732,605.4367726
N/A,tll1085,Unknown function,General,None,hypothetical protein,,4,C,4,H,2602.865077,1363.596469,1167.508167,1711.323238
N/A,tll1086,Unknown function,General,None,protein of unknown function DUF2237,,4,C,4,H,6549.117707,3814.982925,2846.699972,4403.600201
N/A,tll1089,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,iron-sulfur cluster assembly SUF system,FeS cluster assembly sulfur acceptor protein SufE,sufE,4,C,4,H,609.5309983,442.6615179,475.1869392,509.1264851
N/A,tll1092,Unknown function,General,None,protein of unknown function DUF2518 Ycf51,ycf51,1,D,4,H,1031.269638,3874.111706,4508.52611,3137.969152
N/A,tll1093,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,iron-sulfur cluster assembly SUF system,Fe-S cluster assembly scaffold IscU,iscU,3,A,4,H,1300.054414,1823.135264,1412.721934,1511.970537
N/A,tll1094,Unknown function,General,None,MAPEG family membrane protein,,1,D,4,H,1306.51788,3452.52229,3407.598303,2722.212825
N/A,tll1095,Translation,tRNA and rRNA base modification,queuosine (Q-tRNA) biosynthesis from preQ0,bifunctional 6-pyruvoyltetrahydropterin / 6-carboxytetrahydropterin synthase QueD,queD,1,D,4,H,2934.842952,4466.755124,4312.966938,3904.855005
N/A,tll1096,Terpenoids and polyketides metabolism,Biosynthesis of steroids and steroid-like compounds,hopanoid biosynthesis,farnesyl-diphosphate farnesyltransferase FdfT1,fdfT1,1,D,3,G,1449.905076,2894.351167,3627.549042,2657.268428
N/A,tll1099,Unknown function,Enzymes of unknown specificity,None,acetyltransferase,,4,C,4,H,3217.005398,2090.228654,895.9411563,2067.725069
N/A,tll1104,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis from cob(II)yrinate diamide,bifunctional adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase CobP,cobP,4,C,0,,274.2366519,162.4056123,155.8209819,197.4877487
N/A,tll1105,Transport and binding proteins,Amino acids_ peptides and amines,None,ABC-type nickel transport system permease component NikC,nikC,3,A,4,H,1134.984642,1316.812541,1190.608171,1214.135118
N/A,tll1106,Amino acid metabolism,Arginine and proline metabolism,arginine biosynthesis from ornithine_ carbamoyl-p_ and aspartate (urea cycle),ornithine carbamoyltransferase ArgF,argF,1,D,3,G,3409.379092,5630.336682,6407.848834,5149.188203
N/A,tll1107,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,1-acylglycerol-3-phosphate biosynthesis_ PlsX/Y pathway,acyl-phosphate glycerol 3-phosphate acyltransferase PlsY,plsY,3,A,4,H,2651.506025,2917.986619,2341.019407,2636.83735
N/A,tll1108,Unknown function,General,None,protein of unknown function DUF3086,,4,C,1,E,3594.642695,2650.739353,1999.778943,2748.386997
N/A,tll1109,Unknown function,General,None,protein of unknown function DUF3119,,1,D,1,E,2593.443384,4777.792038,3462.073782,3611.103068
N/A,tll1110,Unknown function,General,None,proline-rich protein,,1,D,1,E,3267.329767,13435.88139,14098.39405,10267.20174
N/A,tll1111,Prosthetic groups_ cofactors_ and carriers,Biotin and lipoate metabolism,biotin biosynthesis,bifunctional biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase BirA,birA,0,,0,,37.49293661,35.48792396,43.52809569,38.83631876
N/A,tll1112,None,None,None,None,None,4,C,2,F,219.7278245,112.5120208,90.60078398,140.9468764
N/A,tll1114,None,None,None,None,None,0,,0,,23.44612363,17.21194949,20.7421754,20.4667495
N/A,tll1116,Unknown function,General,None,protein of unknown function DUF88,,4,C,4,H,663.2398306,52.32143644,25.03110149,246.8641228
N/A,tll1117,Transport and binding proteins,Unknown substrate,None,ABC-type transport system permease component,,4,C,4,H,3285.115681,843.3032185,889.3097262,1672.576208
N/A,tll1125,Transport and binding proteins,Accesory functions,TonB energy transduction system,proton channel MotA/TolQ/ExbB family,,1,D,1,E,447.955204,1381.137319,1475.482166,1101.524896
N/A,tll1126,Transport and binding proteins,Anions,None,BASS family bile acid:Na+ symporter,,0,,0,,121.7362393,97.42819781,67.88260351,95.68234687
N/A,tll1133,Unknown function,General,None,DUF309 domain protein YpuF,ypuF,0,,0,,105.5561684,58.62323892,69.58411905,77.92117547
N/A,tll1141,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel2 transposase OrfB TnpB_ISTel2,tnpB_ISTel2,1,D,3,G,558.7817793,1056.030632,1640.996412,1085.269608
N/A,tll1144,Translation,Transfer RNA biogenesis,tRNA aminoacylation,aspartyl-tRNA synthetase AspS,aspS,1,D,3,G,756.2488483,2749.670057,4739.05906,2748.325989
N/A,tll1148,Cell structure_ growth_ and death,Microcompartments,B-carboxysome,carboxysome structural protein CcmO,ccmO,4,C,4,H,15621.39453,7302.795132,4252.777263,9058.988976
N/A,tll1149,Prosthetic groups_ cofactors_ and carriers,Pantothenate and CoA biosynthesis,coenzyme A biosynthesis from pantothenate,type III pantothenate kinase CoaX,coaX,4,C,4,H,3866.182831,1210.442667,756.1941288,1944.273209
N/A,tll1150,Regulatory functions,DNA interactions,None,transcriptional repressor CalA,calA,4,C,3,G,4991.366068,2653.134498,2370.863574,3338.454714
N/A,tll1152,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,4,C,4,H,411.2094339,52.32933792,40.70803143,168.0822678
N/A,tll1155,Unknown function,Enzymes of unknown specificity,None,metallo-beta lactamase domain protein,,4,C,4,H,1259.442046,685.7169385,563.2653516,836.1414453
N/A,tll1156,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,None,thymidylate synthase complementing protein,thy1,1,D,3,G,432.2696895,999.9524322,1536.431337,989.5511528
N/A,tll1164,Unknown function,General,None,hypothetical protein,,4,C,0,,7373.998432,353.6622259,248.7223289,2658.794329
N/A,tll1167,Unknown function,General,None,protein containing domains DUF403,,4,C,3,G,918.2771774,589.5273483,714.5715619,740.7920292
N/A,tll1175,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel2 transposase OrfB TnpB_ISTel2,tnpB_ISTel2,1,D,2,F,967.1338319,2181.642649,3166.736198,2105.170893
N/A,tll1181,Intracellular trafficking_ assembly_ and processing,Peptidases,None,oligopeptidase A PrlC,prlC,1,D,1,E,4027.869902,7008.422201,8009.639943,6348.644015
N/A,tll1182,Intracellular trafficking_ assembly_ and processing,Peptidases,None,peptidase M23B,,1,D,1,E,3159.835955,12912.74364,16686.07357,10919.55106
N/A,tll1183,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,MreBCD system,cell elongation-specific transpeptidase MrdA,mrdA,1,D,3,G,928.8691704,1261.261884,1719.75672,1303.295925
N/A,tll1186,Unknown function,Enzymes of unknown specificity,None,phosphoketolase,,4,C,1,E,7345.369496,1999.669453,1096.774568,3480.604506
N/A,tll1187,Nucleic acid metabolism,DNA degradation,None,putative deoxyribonuclease YcfH,ycfH,1,D,3,G,1197.912696,1359.610053,2141.892721,1566.471823
N/A,tll1189,Signal transduction,General,circadian clock,circadian phase modifier CpmA-like,,4,C,4,H,2684.668792,1540.515026,1057.870734,1761.018184
N/A,tll1190,Intracellular trafficking_ assembly_ and processing,Peptidases,membrane protease,intramembrane metalloprotease,,3,A,1,E,9443.945489,10814.57139,7457.833317,9238.783399
N/A,tll1191,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,heat shock,molecular chaperone HtpG,htpG,1,D,1,E,13542.15746,19117.24486,16504.49159,16387.96464
N/A,tll1192,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,protoporphyrin IX biosynthesis from uroporphyrinogen III,coproporphyrinogen III oxidase HemN-like,,4,C,4,H,472.5254128,281.6488538,260.2446487,338.1396384
N/A,tll1193,Unknown function,General,None,UPF0182 family membrane protein,,4,C,4,H,1568.417542,481.1289049,414.9305819,821.4923429
N/A,tll1195,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,Chlorophyll biosynthesis | thylakoid membrane formation,photosynthetic pigment/protein complex formation Pitt,pitT,1,D,3,G,2146.959182,2764.196932,6068.483189,3659.879767
N/A,tll1199,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,UDP-sugar metabolism,bifunctional polysaccharide chain length determinant / protein tyrosine autokinase,wzc,4,C,2,F,4369.38099,3681.842031,3909.674659,3986.965893
N/A,tll1200,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,UDP-sugar metabolism,NAD-dependent epimerase/dehydratase family protein,,1,D,3,G,3820.89337,5232.555909,4749.789165,4601.079481
N/A,tll1201,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,Lipopolysaccharide biosynthesis unusual sugar,UDP-N-acetyl-D-galactosamine dehydrogenase WbpO,wbpO,1,D,3,G,3336.425646,5625.524503,5469.816584,4810.588911
N/A,tll1202,Unknown function,Enzymes of unknown specificity,UDP-sugar metabolism,glycosyl transferase family 4,,1,D,3,G,1518.521495,2073.576118,2829.75293,2140.616848
N/A,tll1203,Unknown function,General,None,membrane protein,,2,B,3,G,386.4583518,207.1166464,405.5425047,333.0391676
N/A,tll1205,Regulatory functions,Protein interactions,serine/threonine protein kinases,serine/threonine protein kinase,,3,A,4,H,1799.730496,2230.250104,1901.016005,1976.998868
N/A,tll1213,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,phylloquinone biosynthesis via SEPHCHC,menaquinone-specific isochorismate synthase MenF,menF,2,B,3,G,541.1827966,583.8836414,1175.155864,766.7407672
N/A,tll1221,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,phylloquinone biosynthesis via SEPHCHC,O-succinylbenzoic acid--CoA ligase MenE,menE,4,C,0,,910.5048857,224.4276661,246.7034154,460.5453224
N/A,tll1225,Amino acid metabolism,Glycine_ serine and threonine metabolism,threonine biosynthesis from aspartate semialdehyde,threonine synthase ThrC,thrC,4,C,4,H,371.7296822,267.9097778,116.8046319,252.1480306
N/A,tll1227,Amino acid metabolism,Glycine_ serine and threonine metabolism,threonine biosynthesis from homoserine,threonine synthase ThrC,thrC,4,C,3,G,9799.624139,6434.376548,7819.411711,8017.804132
N/A,tll1230,Unknown function,General,None,hypothetical protein,,4,C,4,H,3006.586921,1331.4946,853.1549912,1730.412171
N/A,tll1231,Unknown function,General,None,membrane protein RDD family,,4,C,4,H,1870.203276,582.695603,312.5102391,921.8030393
N/A,tll1237,Intracellular trafficking_ assembly_ and processing,Peptidases,UDP-N-acetylglucosamine biosynthesis from fructose-6-phosphate,glutamine--fructose-6-phosphate transaminase (isomerizing) GlmS,glmS,1,D,3,G,6059.429255,12197.94129,11075.47009,9777.613543
N/A,tll1238,Unknown function,General,None,hypothetical protein,,2,B,3,G,4564.910298,3375.83517,5201.772309,4380.839259
N/A,tll1241,Unknown function,Enzymes of unknown specificity,None,TIGR00268 family adenine nucleotide alpha hydrolase,,1,D,4,H,661.5909578,1517.494492,1348.044135,1175.709862
N/A,tll1243,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA repair_ single strand breaks,single-stranded-DNA-specific exonuclease RecJ,recJ,4,C,0,,806.7186592,622.8807593,565.5323982,665.0439389
N/A,tll1251,Unknown function,General,None,hypothetical protein,,1,D,3,G,100.5372716,203.9558211,155.6569959,153.3833629
N/A,tll1264,Unknown function,General,None,hypothetical protein,,2,B,3,G,328.0418504,258.279985,458.1431488,348.1549947
N/A,tll1268,Terpenoids and polyketides metabolism,Carotenoid metabolism,phycobilisome,orange carotenoid binding protein beta subunit OcpB,ocpB,1,D,4,H,59.74323024,249.7564595,218.9025822,176.1340906
N/A,tll1269,Terpenoids and polyketides metabolism,Carotenoid metabolism,phycobilisome,orange carotenoid binding protein alpha subunit OcpA,ocpA,1,D,4,H,692.0945435,3290.732028,3116.878113,2366.568228
N/A,tll1273,Energy metabolism,Carbon fixation in prokaryotes,Calvin-Benson cycle_ Pentose phosphate pathway,ribose 5-phosphate isomerase RpiA,rpiA,1,D,3,G,923.3968923,11267.90413,17216.41354,9802.571519
