Locus_Tag,Main Role,Subrole,Subsystem,Product,Gene,Locus_Tag,T8A_Low_Light_AX,T8B_Low_Light_AX,T9A_Mid_Light_AX,T9B_Mid_Light_AX,T10A_High_Light_AX,T10B_High_Light_AX,M14A_Low_Light_CC,M14B_Low_Light_CC,M13A_Mid_Light_CC,M13B_Mid_Light_CC,T18A_High_Light_CC,T18B_High_Light_CC,T10A_Low_Oxygen_AX,T10B_Low_Oxygen_AX,T15A_Mid_Oxygen_AX,T15B_Mid_Oxygen_AX,T16A_High_Oxygen_AX,T16B_High_Oxygen_AX,T18A_Low_Oxygen_CC,T18B_Low_Oxygen_CC,T19A_Mid_Oxygen_CC,T19B_Mid_Oxygen_CC,T20A_High_Oxygen_CC,T20B_High_Oxygen_CC
tll2357,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,aspartate-oxaloacetate interconversion,aspartate aminotransferase AspB,aspB,tll2357,5.881754689,5.406706972,6.227099654,6.513751175,6.546583736,6.441719325,6.073956812,6.097920829,6.107464853,6.289960497,6.329797987,6.300385235,6.546583736,6.441719325,6.513469211,5.973613112,5.825240969,6.283698043,6.329797987,6.300385235,6.247876661,6.56033219,6.436287489,6.344530506
tll2359,Translation,Translation factors,translation elongation,elongation factor G FusA,fusA,tll2359,9.990315608,9.473772304,7.105964946,7.830844712,5.393858734,5.758322649,8.655294748,9.23564641,6.534067283,6.459205753,5.872330057,6.097346707,5.393858734,5.758322649,6.348427702,6.463427716,5.420383354,5.867763871,5.872330057,6.097346707,5.97118984,5.843938281,5.666583152,5.883817942
tll2361,Unknown function,General,None,hypothetical protein,,tll2361,7.989869679,7.445159017,7.421237687,7.738341852,8.000343708,7.719509736,7.900408119,7.818718275,7.55870013,7.373601669,7.715265238,7.518036427,8.000343708,7.719509736,7.146616105,7.444805531,7.606859581,7.0495237,7.715265238,7.518036427,7.310811599,7.77556735,7.187511635,7.398504096
tll2362,Unknown function,General,None,protein of unknown function DUF39,,tll2362,6.178994288,6.542225058,5.802257426,5.755484742,6.359763445,6.197469563,6.772255949,6.779731385,5.86183011,6.459205753,5.458747732,5.944052167,6.359763445,6.197469563,6.239470698,6.239290832,5.581178662,6.048832051,5.458747732,5.944052167,5.628050607,5.669833042,5.832268433,5.68428967
tll2363,Unknown function,General,None,hypothetical protein,,tll2363,7.333985988,7.378407867,6.732582331,7.282487302,6.44281663,6.417877375,7.215249744,7.549920968,6.707729426,6.680741902,6.588102728,6.83824238,6.44281663,6.417877375,6.465914104,6.791888998,6.608554317,6.97702046,6.588102728,6.83824238,6.791508959,6.492377097,6.844949401,7.144451949
tll2364,Signal transduction,Two-component systems,circadian timing response system RpaAB-SasA,two component signal transduction system response regulator of photosystem I RpaB,rpaB,tll2364,7.297416547,7.191061856,7.343674314,7.050280262,7.326208369,7.392972183,7.163481704,7.261513797,7.297448887,7.169386757,7.575613836,7.490679611,7.326208369,7.392972183,7.621574356,7.421279487,7.588150627,7.209954331,7.575613836,7.490679611,7.583934382,7.412083152,7.464081521,7.268201586
tll2365,Energy metabolism,Photosynthesis - antenna proteins,allophycocyanin biosynthesis,phycobilisome core-membrane linker phycobiliprotein ApcE,apcE,tll2365,12.52782348,11.93128001,12.18542196,12.19926357,11.54205519,11.76602975,11.36117811,11.63322274,12.034858,11.90605648,12.00274652,12.08688108,11.54205519,11.76602975,11.95912203,11.8493633,11.58841608,11.51495776,12.00274652,12.08688108,11.85523172,11.84411478,11.66100199,11.63071933
tll2366,Prosthetic groups_ cofactors_ and carriers,Thiamine metabolism,thiamine: TPP from HMP-PP and HET-P,thiamine-monophosphate kinase ThiL,thiL,tll2366,6.038055822,6.316059754,6.042694256,5.571935802,6.199115578,6.169168468,6.207981146,6.097920829,5.940034673,6.267332239,5.872330057,6.048045685,6.199115578,6.169168468,6.141904249,5.940812859,6.114548457,6.803373586,5.872330057,6.048045685,6.21606852,6.183026306,6.765450883,6.214992093
tll2367,Unknown function,General,None,protein of unknown function DUF2396,,tll2367,5.629617859,5.059526869,4.289824496,3.762021974,4.208840368,4.239619416,4.693611028,4.624812688,4.852849922,4.611970812,3.968758995,4.474963747,4.208840368,4.239619416,4.905526147,4.616692286,4.719262995,5.622796189,3.968758995,4.474963747,4.506317821,4.805383839,5.396704357,5.149452501
tll2369,Carbohydrate metabolism,Pentose and glucuronate interconversions,pentose interconversion,ribulose-phosphate 3-epimerase Rpe,rpe,tll2369,7.041396096,6.643237365,7.733977395,7.482423654,7.345501636,7.565465579,6.97361139,7.100102709,7.631012178,7.485504456,7.803986541,7.811275727,7.345501636,7.565465579,7.643090614,7.720119376,7.991993231,7.47501265,7.803986541,7.811275727,7.855293745,8.012095226,7.932633184,7.590912557
tll2371,Translation,tRNA and rRNA base modification,tRNA modification factors - methylthiotransferases,tRNA-(MS[2]IO[6]A)-hydroxylase MiaE,miaE,tll2371,6.008128318,6.071941355,5.322994028,5.684865788,5.448717392,5.060607812,5.689621878,5.600077969,5.53184519,5.047912707,5.096565409,5.542037144,5.448717392,5.060607812,5.695500268,5.427589942,5.086151874,5.622796189,5.096565409,5.542037144,4.506317821,5.322193616,5.396704357,5.49371411
tll2372,Defense and invasion systems,General,None,universal stress protein,,tll2372,6.282565189,6.071941355,6.091062652,6.294709753,5.892358962,5.758322649,5.471789882,5.746655183,5.779110629,6.072203422,6.06789755,5.772389121,5.892358962,5.758322649,6.121569774,5.51955778,6.153321771,5.178589817,6.06789755,5.772389121,5.628050607,5.9236494,6.140781719,6.202615709
tll2373,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,phylloquinone biosynthesis via SEPHCHC,2-heptaprenyl-1_4-naphthoquinone methyltransferase MenG,menG,tll2373,4.290051355,4.847712809,4.450347307,4.673456734,5.484151206,5.029201552,5.080259503,4.790385317,4.549960586,4.815569665,4.533347651,4.028568543,5.484151206,5.029201552,4.582668271,4.616692286,4.269151533,4.527593441,4.533347651,4.028568543,3.823766706,4.488195527,4.200599743,4.619901024
tll2374,Regulatory functions,Small molecule interactions,None,PAS domain sensory protein,,tll2374,6.57538463,6.047545204,5.548310811,5.97837992,6.26148136,5.868183685,6.645843799,7.003792184,5.565195407,5.64995704,5.872330057,5.430681749,6.26148136,5.868183685,5.085749526,5.427589942,5.825240969,5.125470254,5.872330057,5.430681749,5.302847158,5.398831266,5.263321066,5.753934249
tll2375,Unknown function,General,None,protein of unknown function DUF490,,tll2375,5.977563322,6.210206371,5.886962668,5.113922432,5.649218299,5.868183685,5.878624276,5.643512161,5.807217845,5.846314078,6.144188126,5.944052167,5.649218299,5.868183685,6.294981282,6.184353007,6.005722195,6.104443622,6.144188126,5.944052167,6.21606852,5.949264493,6.190389411,6.072607367
tll2382,Cell structure_ growth_ and death,Cell division,cytoskeleton protein,cell division tubulin protein FtsZ,ftsZ,tll2382,7.345972497,7.134387769,6.996161145,6.823339924,7.71535291,7.510229546,7.227906337,7.387703111,6.990398995,7.217333747,6.868196749,7.250847146,7.71535291,7.510229546,7.156627016,6.980842948,6.997069687,6.991815936,6.868196749,7.250847146,6.747730385,7.24678032,6.920288398,6.883059824
tll2383,Transport and binding proteins,Cations and iron carrying compounds,manganese uptake system MntABC,ABC-type Mn uptake system permease component MntB,mntB,tll2383,7.259895101,7.944263906,8.628049854,8.486962471,8.125566776,8.274518756,7.371702998,7.068709082,8.37853259,8.623437624,8.468961385,8.127676626,8.125566776,8.274518756,7.547442191,7.786064303,7.818278284,7.777743782,8.468961385,8.127676626,7.60860325,7.664285687,7.60768084,7.927570807
tll2385,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel5 transposase TnpA_ISTel5,tnpA_ISTel5,tll2385,1.739332835,1.739332835,1.739332835,1.739332835,2.315629231,1.739332835,1.739332835,2.411448644,1.739332835,1.739332835,1.739332835,1.739332835,2.315629231,1.739332835,1.739332835,1.739332835,2.360083005,1.739332835,1.739332835,1.739332835,1.739332835,1.739332835,1.739332835,1.739332835
tll2390,Amino acid metabolism,Cysteine and methionine metabolism,methionine degradation,adenosylhomocysteinase AhcY,ahcY,tll2390,6.783733939,7.191061856,8.975174146,8.471373891,8.857782822,9.112821962,7.868441114,8.100549424,8.930212653,9.156406642,8.940271522,9.030469964,8.857782822,9.112821962,8.909772578,8.876668163,9.063925953,8.702946413,8.940271522,9.030469964,9.065886111,8.731760338,8.728418096,8.657118026
tll2391,Unknown function,General,None,hypothetical protein,,tll2391,4.647900574,6.210206371,5.281715579,5.571935802,4.961369199,5.439901587,7.054008734,7.261513797,5.273611843,5.846314078,5.498168889,5.831924415,4.961369199,5.439901587,5.423000233,4.69862249,5.542645912,5.229791576,5.498168889,5.831924415,4.705867896,5.015802743,5.4385263,5.513957355
tll2392,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,light-independent protochlorophyllide reductase,light-independent protochlorophyllide reductase subunit ChlB,chlB,tll2392,8.562282701,8.070422227,8.44987569,8.969944277,6.912899637,7.088016228,9.062625068,9.127507899,7.946485833,7.67766256,7.304132815,7.472149018,6.912899637,7.088016228,7.271628793,7.501993904,6.532235763,7.006461012,7.304132815,7.472149018,7.295697109,6.963008046,7.175264305,7.262260067
tll2395,Defense and invasion systems,Protein_ prosthetic group_ membrane repair,nicotinamide nucleotide repair,bifunctional NAD(P)H-hydrate epimerase / ADP-dependent NAD(P)H-hydrate dehydratase NnrE-nnr,nnrE-nnr,tll2395,5.589677433,6.210206371,5.680912117,5.53221822,5.633543701,5.486687693,5.16236845,5.252207775,5.72118485,5.684611425,5.645794705,5.970765709,5.633543701,5.486687693,6.037223682,5.973613112,5.164692408,5.660465066,5.645794705,5.970765709,5.72184624,5.198889973,5.63101306,5.736838231
tll2396,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan recycling,anhydro-N-acetylmuramic acid kinase AnmK,anmK,tll2396,4.388608714,4.847712809,5.363108547,4.813992183,5.105503885,4.824486168,4.730225151,4.534005897,5.146768195,4.536906457,4.67952678,4.549084346,5.105503885,4.824486168,4.316379772,4.529629045,4.53259093,4.825032514,4.67952678,4.549084346,5.107335402,5.110303637,4.765755516,4.984371149
tll2397,Transport and binding proteins,Unknown substrate,None,ABC-type transport system permease component,,tll2397,4.932240163,4.847712809,6.501927957,5.85528326,6.340637191,6.393633538,4.800697178,4.973142355,5.965182955,6.355783554,6.759377901,6.213666815,6.340637191,6.393633538,6.220480257,6.156075682,6.153321771,5.930694223,6.759377901,6.213666815,6.21606852,5.669833042,6.036109135,6.298764906
tll2398,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel2 transposase OrfB TnpB_ISTel2,tnpB_ISTel2,tll2398,1.739332835,1.739332835,1.739332835,1.739332835,2.315629231,1.739332835,1.739332835,2.681628282,1.739332835,1.739332835,1.739332835,1.739332835,2.315629231,1.739332835,1.739332835,1.739332835,1.739332835,1.739332835,1.739332835,1.739332835,1.739332835,1.739332835,1.739332835,2.362766822
tll2406,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,None,photosystem I assembly related protein Ycf37,ycf37,tll2406,4.995162745,5.009480355,5.281715579,5.113922432,4.682537889,4.584693737,5.614196402,5.252207775,4.330355719,4.084010808,3.710948459,4.130422382,4.682537889,4.584693737,4.316379772,4.337070081,4.269151533,3.77050593,3.710948459,4.130422382,3.404153038,4.415017905,3.861092693,4.177369533
tll2407,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,intermembrane phospholipid trafficking MlaACDEF,outer membrane lipid asymmetry maintenance protein MlaD,mlaD,tll2407,4.647900574,4.847712809,4.372436599,4.673456734,4.986436433,5.121402721,5.956930683,6.050408149,5.146768195,4.611970812,5.096565409,4.686404468,4.986436433,5.121402721,4.952785921,4.849341263,4.719262995,5.584107769,5.096565409,4.686404468,4.506317821,5.540752086,5.008714005,4.984371149
tll2408,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis from L-aspartate and DHAP,L-aspartate oxidase NadB,nadB,tll2408,9.162694487,9.183963105,8.822783581,8.890124711,8.288897555,8.358215983,8.988358665,8.862946444,8.695648458,8.919838718,8.696654725,8.528201112,8.288897555,8.358215983,8.615472246,8.42913239,8.184857492,8.31916598,8.696654725,8.528201112,8.620866177,8.61293993,8.308305688,8.284779785
tll2409,Energy metabolism,Photosynthesis,photosystem II other subunits in cyanobacteria,photosystem II protein PsbU,psbU,tll2409,9.089751233,8.51849186,9.286185209,9.319584609,8.840894763,8.780814108,7.538450004,8.084950011,9.001638255,9.180784171,9.023232579,8.945731103,8.840894763,8.780814108,8.50624251,8.337866654,8.691440344,8.215894409,9.023232579,8.945731103,8.674414822,8.914662123,8.685905146,8.410936286
tll2410,Regulatory functions,Small molecule interactions,None,adenylate cyclase,,tll2410,7.597283688,7.61215397,7.094169655,7.270523004,6.651147984,6.629851692,7.548573426,7.99600013,6.737171015,6.536902662,6.329797987,6.362154733,6.651147984,6.629851692,6.703110821,6.914964572,6.645247774,7.158436722,6.329797987,6.362154733,7.201522337,6.474874723,7.370513121,6.727807884
tll2416,Unknown function,General,None,outer membrane protein,,tll2416,7.208296964,8.106213796,7.539003644,7.592223337,8.288897555,7.897933135,7.47085615,7.254556095,7.654332137,7.589343576,7.089806704,7.272429629,8.288897555,7.897933135,7.444994641,7.490736273,7.079781067,7.495914087,7.089806704,7.272429629,7.029446374,7.236440115,7.23548598,7.387629553
tll2417,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,transposase OrfB,,tll2417,4.647900574,4.903725959,5.005122357,5.218086754,5.356076514,5.486687693,3.77790283,3.723825735,5.462712156,5.337517887,5.096565409,5.645333091,5.356076514,5.486687693,6.161954843,6.31794989,5.309821099,5.835231385,5.096565409,5.645333091,6.116187047,5.198889973,4.892474424,5.45234506
tll2418,Nucleic acid metabolism,Purine metabolism,guanine ribonucleotide biosynthesis from IMP,glutamate hydrolyzing GMP synthase GuaA,guaA,tll2418,10.237053,10.01867829,9.19254446,9.697757864,8.993868679,8.987009429,9.358490497,9.767243237,9.092631998,9.257280966,9.082465181,9.122434576,8.993868679,8.987009429,9.082413908,9.238074348,8.852929315,9.206093338,9.082465181,9.122434576,9.422989037,9.362447397,9.466408844,9.487427988
tll2421,Regulatory functions,Protein interactions,None,serine/threonine protein phosphatase PppA,pppA,tll2421,4.932240163,5.481709226,5.440099089,5.405968824,5.448717392,5.121402721,5.214579044,5.509035755,4.906289748,4.815569665,4.873563645,4.980227309,5.448717392,5.121402721,4.905526147,5.3792813,4.719262995,5.326970296,4.873563645,4.980227309,4.705867896,5.361028029,5.008714005,4.893979055
tll2422,Unknown function,General,None,protein of unknown function DUF3370,,tll2422,9.131883589,9.150075591,6.428615306,6.318177609,6.906416335,6.608953167,7.981098253,7.905648366,6.355653256,6.714563009,6.285594124,6.653104794,6.906416335,6.608953167,6.756769322,6.440180478,6.409585521,6.752141675,6.285594124,6.653104794,6.247876661,6.225536335,6.351656077,6.251494232
tll2424,Unknown function,General,None,DUF88 domain protein,,tll2424,6.008128318,6.336326164,5.85928019,5.315127504,7.18875262,6.690786249,6.182158086,6.082257335,6.615610001,6.312238055,6.307865951,6.514971544,7.18875262,6.690786249,6.220480257,6.097794009,6.608554317,6.234723191,6.307865951,6.514971544,6.368505309,6.161290103,5.952269656,6.321829806
tll2425,Translation,tRNA and rRNA base modification,23S rRNA modification,23S rRNA m2A2503 methyltransferase RlmN,rlmN,tll2425,4.79726977,5.286235859,5.831052464,5.53221822,5.412380569,5.150848575,5.725893809,5.805152059,5.146768195,5.906208421,5.458747732,5.645333091,5.412380569,5.150848575,5.695500268,5.605957226,5.420383354,5.867763871,5.458747732,5.645333091,5.628050607,5.241191407,4.83054469,5.387950011
tll2427,Unknown function,Enzymes of unknown specificity,None,glycosyl transferase family 2,,tll2427,1.739332835,4.598153563,3.645333153,4.517144409,3.209751139,3.604400202,5.614196402,5.706285747,3.466113682,2.935765398,3.559406397,3.918236788,3.209751139,3.604400202,4.240854517,3.843165394,3.088411199,3.61548485,3.559406397,3.918236788,3.121832,1.739332835,3.194488065,3.419797387
tll2429,Energy metabolism,Photosynthesis,photosystem I,cytochrome CytM,cytM,tll2429,3.466095597,3.332212691,3.132489918,3.430902459,3.614229474,4.122541394,3.344961128,3.050193165,3.466113682,3.56206471,2.933900283,3.14754039,3.614229474,4.122541394,4.455951203,3.50175473,4.11548637,4.147964759,2.933900283,3.14754039,3.990981031,4.168584494,3.725077481,4.371822942
tll2430,Unknown function,General,None,protein of unknown function DUF1537,,tll2430,6.067372015,5.367671837,6.227099654,5.113922432,5.892358962,5.920109209,4.693611028,4.332239271,6.257394735,5.963700739,6.239987642,6.048045685,5.892358962,5.920109209,6.100943227,5.907244866,5.977175541,5.990978729,6.239987642,6.048045685,6.183540275,5.97443014,5.263321066,5.592176748
tll2431,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,tll2431,4.79726977,4.957594607,4.201870952,3.762021974,4.071440954,4.182350917,4.577617292,4.385526188,4.549960586,4.536906457,3.710948459,3.918236788,4.071440954,4.182350917,4.753392244,3.684006715,3.878504622,4.684228781,3.710948459,3.918236788,3.823766706,4.075340391,4.200599743,4.068529365
tll2435,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tyrosine biosynthesis from prephanate,arogenate dehydrogenase (NADP+) TyrAa,tyrAa,tll2435,3.466095597,4.205591806,3.645333153,3.899848066,4.519029032,4.059937712,3.702566793,3.634688206,3.86011382,3.388910638,2.933900283,3.515950242,4.519029032,4.059937712,4.160870603,4.229576809,3.811904622,3.77050593,2.933900283,3.515950242,3.823766706,4.337721162,3.194488065,4.124053773
tll2438,Signal transduction,Two-component systems,None,two component signal transduction system response regulator,,tll2438,6.067372015,5.481709226,6.701809487,6.408396444,6.627683203,6.577025166,6.129076219,5.824131875,6.822047561,6.872689064,6.641658201,6.550767583,6.627683203,6.577025166,6.015339363,5.973613112,6.741583151,6.283698043,6.641658201,6.550767583,6.21606852,6.346005549,6.61025863,6.399762155
tll2439,Transport and binding proteins,Cations and iron carrying compounds,cobalt uptake system CbiOMNQ and nickel uptake system CbiKLMNOQ,ECF-type cobalt transport system ATPase component CbiO,cbiO,tll2439,1.739332835,2.892789361,2.56401692,2.967713436,3.388474663,2.665084539,2.978268573,2.681628282,2.868750126,3.185675432,2.595728008,3.14754039,3.388474663,2.665084539,3.238970033,3.684006715,1.739332835,3.438296833,2.595728008,3.14754039,1.739332835,3.110992792,2.943234246,3.510816133
tll2440,Transport and binding proteins,Cations and iron carrying compounds,cobalt uptake system CbiOMNQ and nickel uptake system CbiKLMNOQ,ECF-type cobalt transport system permease component CbiQ,cbiQ,tll2440,4.79726977,4.111415253,4.724331721,4.517144409,4.208840368,4.239619416,4.494527524,4.21897851,3.968404394,4.283565388,4.45403635,4.619439081,4.208840368,4.239619416,4.998512388,4.529629045,4.944704523,4.442091078,4.45403635,4.619439081,4.705867896,4.914521507,5.479156291,5.096537207
tll2441,Transport and binding proteins,Cations and iron carrying compounds,cobalt uptake system CbiOMNQ and nickel uptake system CbiKLMNOQ,ECF-type cobalt transport system substrate-binding component CbiN,cbiN,tll2441,2.994568156,3.900396446,3.777337174,4.431829759,3.971296959,3.692465816,2.820107547,3.634688206,3.300392954,3.388910638,4.873563645,4.225083686,3.971296959,3.692465816,4.455951203,3.984864125,4.610291937,4.350921553,4.873563645,4.225083686,4.88042155,5.361028029,5.4385263,4.924758742
tll2442,Transport and binding proteins,Cofactors and prosthetic groups,cobalt uptake system CbiOMNQ and nickel uptake system CbiKLMNOQ,ECF-type cobalt transport system substrate-binding component CbiM,cbiM,tll2442,5.222102292,5.864064884,5.005122357,4.673456734,5.150460058,5.23568615,4.962795341,5.38640278,4.906289748,5.200091323,5.930979306,5.611723927,5.150460058,5.23568615,5.993116131,5.907244866,6.263732231,5.660465066,5.930979306,5.611723927,6.895464699,6.609272164,6.554572984,6.851737113
tll2444,Nucleic acid metabolism,DNA replication_ recombination_ and repair,recFOR recombination pathway,DNA replication and repair protein RecF,recF,tll2444,2.994568156,3.500635461,2.56401692,2.620638279,3.302595956,3.169085575,3.23577855,3.193511794,3.300392954,2.597100669,3.559406397,2.57336173,3.302595956,3.169085575,3.238970033,3.287036601,2.954216793,3.438296833,3.559406397,2.57336173,1.739332835,1.739332835,2.602599088,3.093934998
tll2445,Unknown function,General,None,protein of unknown function DUF427,,tll2445,4.724580141,3.648441546,2.890752673,3.607491666,3.681117342,3.604400202,4.100267835,4.790385317,3.741951499,3.71377358,3.183474198,2.903479535,3.681117342,3.604400202,3.887436229,4.229576809,3.503913699,3.77050593,3.183474198,2.903479535,3.631572908,3.74813723,4.626410647,3.749273712
tll2446,Signal transduction,Two-component systems,None,two component signal transduction system response regulator,,tll2446,4.647900574,4.789372428,4.450347307,5.166960875,5.236309681,5.486687693,4.99309004,4.668083699,5.055426973,4.936526235,4.747238416,5.267227133,5.236309681,5.486687693,5.319227213,4.985439192,5.058972641,5.279211208,4.747238416,5.267227133,5.035674346,5.198889973,5.166895027,5.648153424
tll2447,Intracellular trafficking_ assembly_ and processing,Peptidases,Protease:Arg/Pro metabolism,N-acyl-L-amino acid amidohydrolase Ama,ama,tll2447,6.178994288,5.777622409,6.290574362,5.789529382,6.340637191,6.38135662,5.987094072,6.548829419,6.173645238,6.517868233,6.676285953,6.362154733,6.340637191,6.38135662,6.015339363,6.265991681,6.645247774,6.354167072,6.676285953,6.362154733,6.425225285,6.116805302,6.53552176,6.727807884
tll2449,Unknown function,General,None,hypothetical protein,,tll2449,5.168683936,5.406706972,4.785162832,4.879304822,4.619423984,4.059937712,3.916498149,3.723825735,4.330355719,3.971844755,4.45403635,4.474963747,4.619423984,4.059937712,4.240854517,4.69862249,3.74167229,4.442091078,4.45403635,4.474963747,4.139369361,4.337721162,3.572702951,3.749273712
tll2450,Prosthetic groups_ cofactors_ and carriers,Pantothenate and CoA biosynthesis,pantothenate biosynthesis from aspartate and 2-oxoisovalerate,bifunctional pantoate ligase / cytidylate kinase PanC-cmk,panC-cmk,tll2450,4.290051355,4.728497013,5.648896962,5.001482712,6.666581335,6.841695654,4.31161308,3.959119391,5.940034673,6.018977303,6.822563072,6.382168629,6.666581335,6.841695654,6.449706543,6.440180478,6.502539479,6.209595322,6.822563072,6.382168629,6.791508959,6.576831119,6.26173008,6.09956766
tll2453,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,heat shock proteins,protein complex disaggregase ClpB2,clpB2,tll2453,7.113301209,7.500012935,7.045998572,6.823339924,7.335887281,7.405136518,7.701568715,7.685410539,6.978124828,7.028661701,7.010643391,7.149514938,7.335887281,7.405136518,6.930238099,7.012685838,7.018196911,7.235038617,7.010643391,7.149514938,6.973544166,7.139879974,7.199655763,7.360078787
tll2454,Unknown function,General,None,hypothetical protein,,tll2454,6.491463731,6.675391976,5.281715579,5.058819918,4.856386314,4.669286777,6.399390001,6.900579314,5.31349505,5.337517887,4.747238416,4.75030175,4.856386314,4.669286777,4.753392244,4.337070081,4.407182283,4.147964759,4.747238416,4.75030175,4.394601242,4.623860543,4.471529957,4.619901024
tll2455,Unknown function,General,None,hypothetical protein,,tll2455,5.371269994,5.891757852,4.899437011,5.001482712,5.011066105,4.122541394,6.233348286,5.933016786,4.739449564,4.877348378,4.608358616,4.396631563,5.011066105,4.122541394,4.160870603,4.616692286,4.450265764,4.442091078,4.608358616,4.396631563,3.631572908,4.168584494,4.697821454,4.416394829
tll2456,Transport and binding proteins,Cations and iron carrying compounds,potassium homeostasis,potassium voltage-gated channel,,tll2456,7.221370708,7.328762179,6.390508443,6.430093731,5.501543446,5.531988195,7.259069942,7.437699134,5.86183011,6.098094251,5.610293455,5.611723927,5.501543446,5.531988195,5.610314384,5.872872095,5.286639268,5.835231385,5.610293455,5.611723927,5.474697071,5.606749353,5.479156291,5.592176748
tll2458,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,phylloquinone biosynthesis via SEPHCHC,naphthoate synthase MenB,menB,tll2458,5.462683162,5.997472488,6.0178848,5.948582127,6.554902452,6.453493726,6.342265653,6.287377489,5.691318469,6.123526483,5.811178239,5.860789296,6.554902452,6.453493726,6.121569774,6.037046198,5.792821072,5.697167201,5.811178239,5.860789296,5.419685161,5.843938281,5.166895027,5.629737009
tll2463,Intracellular trafficking_ assembly_ and processing,Peptidases,cytoplasmic protease,D-alanyl-D-alanine carboxypeptidase family protein DdpX,ddpX,tll2463,6.534035886,7.897365274,6.311124607,6.823339924,7.018872915,6.894444611,7.465522954,7.153447736,6.500110872,6.517868233,5.842080334,6.341858339,7.018872915,6.894444611,7.126383206,6.574342521,6.355224763,7.105008945,5.842080334,6.341858339,5.419685161,5.816351324,5.768276339,6.09956766
tll2464,Energy metabolism,Photosynthesis,photosystem II other common subunits,photosystem II reaction center protein Psb27,psb27,tll2464,5.779080754,5.620833061,6.904568796,6.685893882,5.011066105,5.463486473,6.073956812,6.097920829,5.691318469,6.018977303,5.714257938,5.802466056,5.011066105,5.463486473,5.389242457,6.184353007,5.441502148,5.660465066,5.714257938,5.802466056,5.17554345,5.540752086,5.518661107,5.175187158
tll2466,Nucleic acid metabolism,DNA replication_ recombination_ and repair,mismatch excision repair,DNA mismatch repair protein MutL,mutL,tll2466,5.168683936,5.327536378,4.372436599,4.243418368,4.742918857,4.669286777,6.142531726,6.430230597,4.480578401,3.971844755,4.369876534,4.028568543,4.742918857,4.669286777,4.582668271,4.337070081,4.11548637,4.89046301,4.369876534,4.028568543,3.990981031,4.337721162,5.309185696,4.371822942
tll2467,Prosthetic groups_ cofactors_ and carriers,Pantothenate and CoA biosynthesis,coenzyme A biosynthesis from pantothenate,bifunctional phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase CoaB-CoaC,coaB-coaC,tll2467,6.818577334,6.559560497,5.992638877,6.703809456,5.695236955,5.391527901,6.912187317,7.219254672,5.629647339,5.247392397,5.645794705,5.30988428,5.695236955,5.391527901,6.080016055,6.037046198,5.263073175,5.461326661,5.645794705,5.30988428,5.766534898,5.759530512,5.768276339,6.227262785
tll2470,Cell structure_ growth_ and death,Chromosome and assoicated proteins,nucleoid associated proteins,Dps family DNA-binding stress response protein,,tll2470,7.943301204,7.628657754,7.240455212,7.183870973,6.812445764,6.823674449,6.872423206,7.240539111,7.27755905,7.308692537,7.441233064,7.077771904,6.812445764,6.823674449,7.75271707,7.479390044,8.272408317,7.961753108,7.441233064,7.077771904,8.272940287,7.918208756,8.628696263,8.293542314
tll2474,Transport and binding proteins,Cations and iron carrying compounds,None,Na+/H+ antiporter NhaS5,nhaS5,tll2474,7.52532678,6.936419885,7.22971481,7.450967807,7.204689052,6.823674449,7.271349133,7.456009487,6.902199104,6.931378764,7.076911178,6.989291118,7.204689052,6.823674449,6.95339806,7.118900488,7.093116203,6.962071459,7.076911178,6.989291118,7.152022067,6.924870333,7.513554271,7.238245995
tll2475,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tryptophan biosynthesis from chorismate,tryptophan synthase beta subunit TrpB,trpB,tll2475,6.57538463,6.752770275,7.353601058,7.105211412,7.406478921,7.429161518,6.673882127,6.379910666,7.326778313,7.415305511,7.519548472,7.508975044,7.406478921,7.429161518,7.547442191,7.433090499,7.423771536,7.495914087,7.519548472,7.508975044,7.494109613,7.492480973,7.247234138,7.232179435
