RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions,resolved_locus_tag,resolution_method
fig.6666666.52381.peg.2039,SY28_RS10245,Prosthetic groups_ cofactors_ and carriers,Thiamine metabolism,thiamine: hydroxyethylthiazole from 1-deoxy-D-xylulose-5-phosphate_ cysteine_ either Tyr or Gly,phosphomethylpyrimidine synthase ThiC,thiC,0,,1.81465737,14.13767415,32.97300948,16.308447,SY28_10255,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2040,SY28_RS10250,Prosthetic groups_ cofactors_ and carriers,Thiamine metabolism,thiamine: hydroxyethylthiazole from 1-deoxy-D-xylulose-5-phosphate_ cysteine_ either Tyr or Gly,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase ThiD,thiD,0,,5.987912229,26.07783649,40.63537807,24.23370893,SY28_10260,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2041,SY28_RS10255,Prosthetic groups_ cofactors_ and carriers,Pantothenate and CoA biosynthesis,coenzyme A biosynthesis from pantothenate,bifunctional phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase CoaB-CoaC,coaB-coaC,0,,25.80639293,21.27808805,24.05885831,23.71444643,SY28_10265,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2042,SY28_RS10260,Prosthetic groups_ cofactors_ and carriers,Pantothenate and CoA biosynthesis,coenzyme A biosynthesis from pantothenate,type III pantothenate kinase CoaX,coaX,3,G,54.67399054,62.73644287,13.80854014,43.73965785,SY28_10270,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2043,SY28_RS10265,Unknown function,General,,hypothetical protein,,4,H,3.751007739,24.5039079,106.2604781,44.83846458,SY28_10275,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2044,SY28_RS10270,Amino acid metabolism,Glycine_ serine_ and threoine metabolism,threonine biosynthesis from homoserine,homoserine kinase ThrB1,thrB1,0,,17.17812396,31.62124572,32.77759632,27.192322,SY28_10280,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2046,SY28_RS10280,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,nucleotide sugar biosynthesis,phosphoglucomutase Pgm,pgm,0,,26.14916749,57.01511605,26.43306819,36.53245057,SY28_10290,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2047,SY28_RS10285,Unknown function,Enzymes of unknown specificity,,FAD-dependent oxidoreductase,,0,,50.44411264,33.03297154,33.89237204,39.12315207,SY28_10295,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2048,SY28_RS10290,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,glycerol degradation,small conductance mechanosensitive channel MscS,mscS,0,,3.766161525,5.175825128,14.93074401,7.957576888,SY28_10300,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2049,SY28_RS10295,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,glycerol degradation,glycerol-3-phosphate acyltransferase PlsX,plsX,0,,44.494466,18.78331961,33.3466596,32.2081484,SY28_10305,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2050,SY28_RS10300,Regulatory functions,DNA interactions,,LacI family transcriptional regulator GalR,galR,0,,30.46244969,12.64544014,20.405657,21.17118228,SY28_10310,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2052,SY28_RS10310,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,sorbitol/mannitol uptake system SmoEFGK,ABC-type sorbitol/mannitol uptake system substrate-binding component SmoE,smoE,0,,79.63018766,62.51861487,33.22840936,58.45907063,SY28_10320,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2053,SY28_RS10325,Regulatory functions,DNA interactions,,TetR family transcriptional regulator,,2,F,514.988501,477.0542535,648.3440052,546.7955865,SY28_10335,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2054,SY28_RS10330,Unknown function,Enzymes of unknown specificity,,hydrolase,,1,E,6.816846697,66.90068569,7.537016649,27.08484968,SY28_10340,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2056,SY28_RS10340,Transport and binding proteins,Unknown substrate,,MFS transporter,,0,,28.23653662,14.22901054,38.03520875,26.8335853,SY28_10350,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2062,SY28_RS10370,Transport and binding proteins,Cofactors and prosthetic groups,thiamine/TPP uptake system ThiBPQ,ABC-type thiamine uptake system substrate-binding compoent ThiB,thiB,4,H,23.30704182,94.88445107,119.6088607,79.26678454,SY28_10380,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2063,SY28_RS10375,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase IspE,ispE,0,,9.085343475,15.81062286,8.008390562,10.96811897,SY28_10385,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2064,SY28_RS10380,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase IspD,ispD,0,,25.84710827,37.91981199,15.71900078,26.49530701,SY28_10390,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2065,SY28_RS10385,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,undecaprenyl-diphosphatase UppP,uppP,1,E,59.376012,106.6828603,56.75882372,74.27256534,SY28_10395,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2066,SY28_RS10390,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,menaquinone biosynthesis via futalosine,3-octaprenyl-4-hydroxybenzoate carboxy-lyase UbiX,ubiX,0,,25.90841886,36.91503753,36.80468731,33.20938123,SY28_10400,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2067,SY28_RS10395,Transport and binding proteins,Amino acids_ peptides and amines,,alanine glycine permease,yaaJ,0,,24.52015384,9.502460106,10.07354227,14.69871874,SY28_10405,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2068,SY28_RS10400,Unknown function,General,,hypothetical protein,,0,,8.075417936,6.936265013,13.43913971,9.483607551,SY28_10410,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2069,SY28_RS10405,Cell structure_ growth_ and death,Cell division,cell division export system FtsEX,ABC-type septal ring translocating system permease component FtsX,ftsX,0,,23.4459721,49.40194688,64.47067054,45.77286317,SY28_10415,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2070,SY28_RS10410,Intracellular trafficking_ assembly_ and processing,Peptidases,,peptidase M23,,0,,24.49457983,44.59482822,67.7182159,45.60254132,SY28_10420,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2071,SY28_RS10425,Unknown function,General,,hypothetical protein,,0,,49.71498176,34.49969685,17.47477307,33.89648389,SY28_10435,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2072,SY28_RS10430,Unknown function,General,,hypothetical protein,,2,F,873.4532715,444.8173792,919.0226515,745.7644341,SY28_10440,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2075,SY28_RS14745,Unknown function,General,,hypothetical protein,,0,,12.94988439,14.15661794,7.28531665,11.46393966,SY28_RS14745,locus_tag:NCBI Locus Tag
fig.6666666.52381.peg.2078,SY28_RS10455,Intracellular trafficking_ assembly_ and processing,Peptidases,,peptidase,,1,E,311.5920009,382.6534283,191.4725101,295.2393131,SY28_10465,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2079,SY28_RS10460,Unknown function,General,,hypothetical protein,,0,,120.4120447,148.4154011,101.7967334,123.541393,SY28_10470,tier1:NCBI Locus Tag
fig.6666666.52381.peg.208,SY28_RS01035,Mobile and extrachromosomal element functions,Bacteriophage and virus functions,,Mu-like phage hypothetical protein,,0,,65.50298579,25.32543272,49.06848683,46.63230178,SY28_01035,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2080,SY28_RS10465,Unknown function,General,,hypothetical protein,,0,,97.21798094,83.94244125,49.73863789,76.96635336,SY28_10475,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2081,SY28_RS10470,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system permease component DppC,dppC,3,G,103.6288858,31.12379373,34.89893967,56.55053975,SY28_10480,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2082,SY28_RS10475,Transport and binding proteins,Amino acids_ peptides and amines,,ABC-type transport system permease component,,0,,109.5385361,68.89979751,84.66491609,87.70108322,SY28_10485,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2083,SY28_RS10480,Transport and binding proteins,Amino acids_ peptides and amines,,ABC-type transport system substrate-binding component,,3,G,194.3120414,197.4320332,144.7530156,178.8323634,SY28_10490,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2094,SY28_RS10545,Transcription,Transcription factors,,ECF subfamily RNA polymerase sigma-70 factor,,4,H,65.85367346,224.1832201,171.3854188,153.8074375,SY28_10555,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2095,SY28_RS10550,Regulatory functions,Protein interactions,anti-sigma factors,anti-sigma E factor,,1,E,12.796685,128.8920269,51.29525771,64.32798987,SY28_10560,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2099,SY28_RS10570,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Embden-Meyerhof pathway,phosphoglycerate kinase Pgk,pgk,3,G,194.4168422,184.4858624,131.883286,170.2619969,SY28_10580,tier1:NCBI Locus Tag
fig.6666666.52381.peg.21,SY28_RS00105,Unknown function,Enzymes of unknown specificity,,family 1 carbohydrate esterase,,3,G,91.63852301,37.12777702,18.45727697,49.07452567,SY28_00105,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2100,SY28_RS10575,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Embden-Meyerhof pathway,glyceraldehyde 3-phosphate dehydrogenase GapA,gapA,3,G,786.0852823,807.2413228,806.147417,799.824674,SY28_10585,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2103,SY28_RS10590,Unknown function,Enzymes of unknown specificity,,HAD superfamily (subfamily IIIA) phosphatase,,3,G,115.9413692,109.5260816,116.9556491,114.1410333,SY28_10600,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2104,SY28_RS10595,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus assembly protein PilB,pilB,3,G,47.84506537,97.58560179,70.91814944,72.1162722,SY28_10605,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2105,SY28_RS10600,Intracellular trafficking_ assembly_ and processing,Peptidases,,M20 family peptidase,,2,F,249.8109731,211.7976165,285.8391944,249.1492613,SY28_10610,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2106,SY28_RS10605,Unknown function,General,,PEGA domain-containing protein,,4,H,81.03186952,135.6250433,129.7611899,115.4727009,SY28_10615,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2108,SY28_RS10615,Regulatory functions,DNA interactions,oxidative stress,hydrogen peroxide-responsive transcriptional regulator OxyR,oxyR,3,G,7.646021806,31.65800776,15.58289596,18.29564184,SY28_10625,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2109,SY28_RS10620,Translation,tRNA and rRNA base modification,23S rRNA modification factors,23S rRNA (cytosine1962-C5)-methyltransferase RlmI,rlmI,3,G,3.282418788,7.05214147,13.94808366,8.094214639,SY28_10630,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2110,SY28_RS10630,Unknown function,General,,hypothetical protein,,3,G,138.150714,106.7378376,139.2262805,128.0382773,SY28_10640,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2113,SY28_RS10645,Unknown function,Enzymes of unknown specificity,chloride homeostasis,short form Mg-chelase associated protein with vWA domain,,4,H,70.91862486,139.2972928,145.1062243,118.440714,SY28_10655,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2114,SY28_RS10650,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,chlorophyllide a biosynthesis from protoporphyrin IX,magnesium chelatase subunit BchI,bchI,4,H,110.9076661,183.2486439,225.921071,173.359127,SY28_10660,tier1:NCBI Locus Tag
fig.6666666.52381.peg.212,SY28_RS01055,Mobile and extrachromosomal element functions,Selfish genetic elements,insertion sequence,IS1341 group transposase,,4,H,166.115691,187.4356512,244.3936131,199.3149851,SY28_01055,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2120,SY28_RS10675,Transport and binding proteins,Cations and iron carrying compounds,iron complex uptake system fhuABCD,ABC-type transport system substrate-binding component,,4,H,14.6024847,41.03154322,3.463880227,19.69930271,SY28_10685,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2128,SY28_RS10715,Transport and binding proteins,Cations and iron carrying compounds,iron complex uptake system fhuABCD,ABC-type transport system substrate-binding component,,4,H,5.084922256,54.74883567,22.56625598,27.4666713,SY28_10725,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2130,SY28_RS10725,Unknown function,General,,hypothetical protein,,3,G,191.8680718,154.82246,144.5167763,163.7357694,SY28_10735,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2131,SY28_RS10730,Amino acid metabolism,Phenylalanine metabolism,phenylacetate degradation to succinyl-CoA,ring-1_2-phenylacetyl-CoA epoxidase subunit PaaD,paaD,1,E,220.9004677,310.6720691,134.7609613,222.111166,SY28_10740,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2132,SY28_RS10735,Intracellular trafficking_ assembly_ and processing,Peptidases,,family P01 peptidase,,3,G,28.47950644,66.79860094,33.20748985,42.82853241,SY28_10745,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2133,SY28_RS10740,Amino acid metabolism,Lysine biosynthesis,lysine biosynthesis via diaminopimelate (DAP)_ succinylated branch,succinyl-diaminopimelate desuccinylase DapE,dapE,3,G,43.36701157,12.79198168,14.91029324,23.68976217,SY28_10750,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2134,SY28_RS10745,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system substrate-binding component DppA,dppA,2,F,317.2899786,169.3395436,396.8358279,294.4884501,SY28_10755,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2135,SY28_RS10750,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system permease component DppB,dppB,3,G,52.29539103,5.749702254,22.93005862,26.9917173,SY28_10760,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2136,SY28_RS10755,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system permease component DppC,dppC,3,G,14.79393951,47.02476695,59.56617709,40.46162785,SY28_10765,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2137,SY28_RS10760,Unknown function,Enzymes of unknown specificity,,short-chain dehydrogenase/reductase,,3,G,26.31745493,49.1169797,51.6985329,42.37765584,SY28_10770,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2138,SY28_RS10765,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,sn-glycerol-phosphate uptake system UgpABCE,ABC-type sn-glycerol 3-phosphate utptake system substrate-binidng component UgpB,ugpB,3,G,51.58795072,45.10512372,47.42609702,48.03972382,SY28_10775,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2139,SY28_RS10770,Unknown function,Enzymes of unknown specificity,,alpha/beta hydrolase,,4,H,81.55668162,136.515142,166.4363427,128.1693888,SY28_10780,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2140,SY28_RS10775,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,,peptidylprolyl isomerase,ppiA,3,G,68.8470984,61.98382987,45.91969727,58.91687518,SY28_10785,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2141,SY28_RS10780,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,biosynthesis of UDP-N-acetyl-D-mannosamine (UDP-mannAc),UDP-N-acetylglucosamine 2-epimerase WecB,wecB,3,G,108.789509,128.7253042,89.84918292,109.121332,SY28_10790,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2143,SY28_RS10790,Defense and invasion systems,Detoxification and inactivation,,alkaline-shock protein,,2,F,258.7305599,136.2109662,185.7955354,193.5790205,SY28_10800,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2144,SY28_RS10795,Unknown function,General,,DAK2 domain fusion protein YloV,,3,G,115.5255925,111.8175804,128.5152053,118.6194594,SY28_10805,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2145,SY28_RS10800,Unknown function,General,,COG3584 family protein,,1,E,818.1474454,1007.546104,834.0803873,886.5913121,SY28_10810,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2146,SY28_RS10805,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,lipoprotein outer membrane localization system lolABCDE,ABC-type lipoprotein export system permease component,lolC_ lolE,3,G,120.9702928,161.4741096,123.8754973,135.4399665,SY28_10815,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2147,SY28_RS10810,Unknown function,General,,hypothetical protein,,3,G,208.5237838,148.0337084,46.15288498,134.2367924,SY28_10820,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2148,SY28_RS10815,Unknown function,General,,hypothetical protein,,3,G,178.3397352,178.1994563,198.7432496,185.094147,SY28_10825,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2150,SY28_RS10825,Unknown function,Enzymes of unknown specificity,,alcohol dehydrogenase,,3,G,52.02030113,47.66995361,63.36993827,54.35339767,SY28_10835,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2151,SY28_RS10830,Amino acid metabolism,Arginine and proline metabolism,ornithine biosynthesis from glutamate_ acetylated branch,acetylglutamate kinase ArgB,argB,3,G,4.722841927,10.14683121,25.29070771,13.38679361,SY28_10840,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2152,SY28_RS10840,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tryptophan biosynthesis,anthranilate phosphoribosyltransferase TrpD,trpD,3,G,26.08107209,59.51807557,29.44746638,38.34887135,SY28_10850,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2153,SY28_RS10845,Unknown function,Enzymes of unknown specificity,,glycosyl transferase family 2,,3,G,19.86275808,17.80727438,20.03811396,19.2360488,SY28_10855,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2155,SY28_RS10855,Unknown function,Enzymes of unknown specificity,,glycosyl transferase family 2,,3,G,30.3114569,6.656440141,12.89697392,16.62162365,SY28_10865,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2156,SY28_RS10860,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tryptophan biosynthesis,anthranilate synthase amidotransferase component TrpG,trpG,3,G,68.1552381,39.60424085,11.45837196,39.73928364,SY28_10870,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2158,SY28_RS10870,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tryptophan biosynthesis,anthranilate synthase aminase component TrpE,trpE,3,G,35.26905364,11.54410184,21.76605598,22.85973715,SY28_10880,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2159,SY28_RS10875,Unknown function,Enzymes of unknown specificity,,putative hydrolase of the HAD superfamily,,3,G,28.14684034,16.53019609,4.964330815,16.54712241,SY28_10885,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2160,SY28_RS10880,Unknown function,General,,DSBA oxidoreductase,,3,G,31.46254527,33.39645512,33.03892445,32.63264161,SY28_10890,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2161,SY28_RS10885,Amino acid metabolism,Arginine and proline metabolism,ornithine biosynthesis from glutamate_ acetylated branch,N-acetyl-gamma-glutamyl-phosphate reductase ArgC,argC,4,H,49.06153013,60.95396727,106.5296304,72.18170928,SY28_10895,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2162,SY28_RS10890,Unknown function,General,,hypothetical protein,,2,F,150.3528708,42.62802833,294.6850466,162.5553153,SY28_10900,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2163,SY28_RS10895,Amino acid metabolism,Arginine and proline metabolism,arginine biosynthesis from ornithine_ carbamoyl-p_ and aspartate (urea cycle),ornithine carbamoyltransferase ArgF,argF,2,F,207.2528594,112.3030295,158.2643759,159.2734216,SY28_10905,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2164,SY28_RS10900,Nucleic acid metabolism,General,deoxynucleoside degradation,purine-nucleoside phosphorylase DeoD,deoD,2,F,125.8268375,63.99874406,154.6683544,114.831312,SY28_10910,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2165,SY28_RS10905,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,twitching motility protein PilT,pilT,3,G,8.665772772,4.977118862,27.24243645,13.62844269,SY28_10915,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2167,SY28_RS10915,Translation,Ribosomal proteins: synthesis and modification,ribosomal protein modification factors,GNAT family acetyltransferase,,4,H,11.91804406,36.54340963,74.29485876,40.91877081,SY28_10925,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2168,SY28_RS10920,Unknown function,General,,hypothetical protein,,3,G,9.905004812,17.01552511,43.31623177,23.4122539,SY28_10930,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2169,SY28_RS10925,Metabolism of other amino acids and amines,D-Alanine metabolism,peptidoglycan biosynthesis,alanine racemase Alr,alr,3,G,11.04500053,11.9192207,48.85946047,23.94122723,SY28_10935,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2170,SY28_RS10930,Unknown function,General,,hypothetical protein,,1,E,30.53001135,120.1358869,42.45262679,64.37284167,SY28_10940,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2171,SY28_RS10935,Nucleic acid metabolism,Purine metabolism,,purine nucleosidase IunH,iunH,3,G,43.85283892,41.50383654,80.09769141,55.15145562,SY28_10945,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2172,SY28_RS10940,Carbohydrate metabolism,Pentose phosphate pathway,,ribokinase RbsK,rbsK,3,G,49.98116615,91.48005069,75.86270773,72.44130819,SY28_10950,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2173,SY28_RS10945,Unknown function,Enzymes of unknown specificity,,transglutaminase,,3,G,49.75500142,9.362474933,8.881294689,22.66625701,SY28_10955,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2175,SY28_RS10955,Transport and binding proteins,Cations and iron carrying compounds,,Cu+-exporting ATPase CopA,copA,3,G,95.41729829,108.8376511,46.57489658,83.60994866,SY28_10965,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2176,SY28_RS10960,Unknown function,General,,hypothetical protein,,1,E,360.1715972,424.6922175,226.7572852,337.2070333,SY28_10970,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2177,SY28_RS10965,Transport and binding proteins,Cofactors and prosthetic groups,,heavy metal transport/detoxification protein,,3,G,914.9723658,509.8113388,545.0968705,656.6268584,SY28_10975,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2178,SY28_RS10970,Unknown function,General,,hypothetical protein,,1,E,601.9973118,803.1052349,360.6295485,588.5773651,SY28_10980,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2179,SY28_RS10975,Transport and binding proteins,Cations and iron carrying compounds,copper homeostasis system CopRS/CopABCD,Cu2+ exporting ATPase CopB,copB,3,G,57.24822848,71.80838421,28.56423647,52.54028305,SY28_10985,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2183,SY28_RS10990,Unknown function,General,,hypothetical protein,,3,G,203.2596461,206.485418,66.48170008,158.7422547,SY28_11000,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2184,SY28_RS10995,Unknown function,General,,hypothetical protein,,1,E,618.2189956,1039.183967,308.3177088,655.2402238,SY28_11005,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2185,SY28_RS11000,Unknown function,General,,hypothetical protein,,3,G,694.526091,765.8437634,295.1334054,585.1677533,SY28_11010,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2186,SY28_RS11005,Unknown function,Enzymes of unknown specificity,,copper oxidase,,3,G,915.5017179,1011.991448,344.2851211,757.2594291,SY28_11015,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2187,SY28_RS11010,Unknown function,Enzymes of unknown specificity,,ferredoxin,,3,G,42.25996308,40.16008984,31.00093953,37.80699749,SY28_11020,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2188,SY28_RS11015,Unknown function,General,,hypothetical protein,,3,G,1230.533878,1319.889849,497.904967,1016.109564,SY28_11025,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2190,SY28_RS11025,Signal transduction,Two-component systems,,two component signal transduction system response regulator,,3,G,16.28533627,24.90076845,11.03392557,17.40667676,SY28_11035,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2191,SY28_RS11030,Unknown function,General,,hypothetical protein,,3,G,83.73744127,40.21027043,54.13505064,59.36092078,SY28_11040,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2192,SY28_RS11035,Unknown function,General,,hypothetical protein,,3,G,27.78336673,28.26107977,5.729185981,20.59121083,,unresolved
fig.6666666.52381.peg.2194,SY28_RS11045,Transport and binding proteins,Anions,,Cd2+/Zn2+-exporting ATPase ZntA,zntA,3,G,28.69636192,46.20067962,21.03634639,31.97779598,SY28_11055,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2195,SY28_RS11055,Translation,Transfer RNA biogenesis,tRNA aminoacylation,prolyl-tRNA synthetase ProS,proS,3,G,164.1029592,135.3161329,118.0572381,139.1587767,SY28_11065,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2197,SY28_RS11060,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Base excision repair,endonuclease III Nth,nth,3,G,71.32183536,25.73496482,31.034226,42.69700873,SY28_11070,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2198,SY28_RS11065,Unknown function,General,,hypothetical protein,,2,F,566.6882033,305.5859231,461.5489098,444.6076787,SY28_11075,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2199,SY28_RS11070,Regulatory functions,Protein interactions,,protein phosphatase,,3,G,71.12142472,44.49315075,26.99907585,47.53788377,SY28_11080,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2200,SY28_RS11075,Unknown function,General,,hemerythrin-like metal-binding protein,,1,E,210.6480627,277.7133386,155.1560194,214.5058069,SY28_11085,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2201,SY28_RS11080,Translation,tRNA and rRNA base modification,tRNA methyltransferase,tRNA (guanine-N(7)-)-methyltransferase TrmB,trmB,0,,54.65089002,50.93105694,54.40485872,53.32893523,SY28_11090,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2202,SY28_RS11085,Unknown function,General,,hypothetical protein,,0,,93.0375128,90.51339385,86.82693999,90.12594888,SY28_11095,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2203,SY28_RS11090,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase complex PdhABCD-AceE,pyruvate dehydrogenase E1 component AceA,aceE,0,,313.1542607,307.711611,292.9927025,304.6195247,SY28_11100,tier1:NCBI Locus Tag
fig.6666666.52381.peg.2204,SY28_RS11095,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase complex PdhABCD-AceE,pyruvate dehydrogenase E2 component PdhC,pdhC,1,E,149.0322979,165.8067212,103.1217431,139.3202541,SY28_11105,tier1:NCBI Locus Tag
