RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions,resolved_locus_tag,resolution_method
,tlr0547,Unknown function,General,,hypothetical protein,,3,G,85617.69663,79833.45641,73768.95088,79740.03464,tlr0547,locus_tag:NCBI Locus Tag
,tlr0548,Unknown function,General,,hypothetical protein,,3,G,19721.61228,18355.4469,16284.94054,18120.66657,tlr0548,locus_tag:NCBI Locus Tag
,tlr0550,Transport and binding proteins,Amino acids_ peptides and amines,branched-chain amino acid uptake system LivFGHKM,ABC-type branched-chain amino acid uptake system permease component LivM,livM,4,H,1175.466232,1257.901708,1461.825945,1298.397961,tlr0550,locus_tag:NCBI Locus Tag
,tlr0551,Regulatory functions,Protein interactions,anti-sigma factors,anti-sigma B factor RsbW,rsbW,2,F,879.0693755,827.9161007,1024.131786,910.3724207,tlr0551,locus_tag:NCBI Locus Tag
,tlr0556,Transport and binding proteins,Unknown substrate,,major facilitator family transporter,,4,H,602.5479774,669.2906747,817.2468666,696.3618395,,unresolved
,tlr0558,,,,,,0,,19.74135174,42.40796113,59.88595367,40.67842218,,unresolved
,tlr0560,Unknown function,General,,hypothetical protein,,4,H,1910.73849,2161.005228,2452.956272,2174.899997,tlr0560,locus_tag:NCBI Locus Tag
,tlr0563,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,precorrin-4 C11-methyltransferase CobM,cobM,3,G,1292.893237,1082.953566,904.6233205,1093.490041,tlr0563,locus_tag:NCBI Locus Tag
,tlr0575,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,chlorophyllide a biosynthesis from protoporphyrin IX,light-dependent protochlorophyllide oxidoreductase Por,por,1,E,12300.02509,14710.4602,11846.42636,12952.30389,tlr0575,locus_tag:NCBI Locus Tag
,tlr0576,Carbohydrate metabolism,Pentose phosphate pathway,pentose phosphate pathway_ oxidative phase,6-phosphogluconate dehydrogenase Gnd,gnd,4,H,1444.9685,1898.382851,2214.460663,1852.604004,tlr0576,locus_tag:NCBI Locus Tag
,tlr0577,Transport and binding proteins,Unknown substrate,Iron homeostasis,ABC-type export system hybrid permease / ATPase,,4,H,2897.253418,3353.21705,4049.578113,3433.349527,tlr0577,locus_tag:NCBI Locus Tag
,tlr0582,Carbohydrate metabolism,Starch and sucrose metabolism,sucrose degradation,sucrose phosphate synthase Sps,sps,3,G,816.404148,717.2896391,662.7410494,732.1449455,tlr0582,locus_tag:NCBI Locus Tag
,tlr0585,Unknown function,General,,hypothetical protein,,3,G,304.1083081,216.9371588,195.4935754,238.8463474,tlr0585,locus_tag:NCBI Locus Tag
,tlr0587,Translation,tRNA and rRNA base modification,queuosine (Q-tRNA) biosynthesis from preQ0,epoxyqueuosine (oQ) reductase QueG,queG,1,E,788.7486148,880.9084796,786.5582403,818.7384449,tlr0587,locus_tag:NCBI Locus Tag
,tlr0588,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,extracytoplasmic disulfide bond formation system,bifunctional protein disulfide isomerase / oxidoreductase DsbAB,dsbAB,1,E,41802.70082,46820.15507,43738.4656,44120.4405,tlr0588,locus_tag:NCBI Locus Tag
,tlr0589,Signal transduction,Two-component systems,phosphate signalling cascade PhoBRU-PstABCS,inorganic phosphate-responsive two component signal transduction system response regulator of phosphate metabolism SphR,sphR,4,H,5138.453838,6226.407546,5965.30605,5776.722478,tlr0589,locus_tag:NCBI Locus Tag
,tlr0592,Nucleic acid metabolism,RNA degradation,3' processing factors,ribonuclease PH Rph,rph,3,G,3815.519033,3150.500288,2643.028173,3203.015831,tlr0592,locus_tag:NCBI Locus Tag
,tlr0593,Unknown function,General,,hypothetical protein,,4,H,1780.358528,1701.752814,2142.402394,1874.837912,tlr0593,locus_tag:NCBI Locus Tag
,tlr0594,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,chlorophyll biosynthesis,competence membrane protein ComM,comM,4,H,1504.481007,1810.523005,2086.837486,1800.613833,tlr0594,locus_tag:NCBI Locus Tag
,tlr0595,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,multiple sugar uptake system,ABC-type multiple sugar uptake system substrate-binding component,,0,,838.9088622,870.9157493,885.0454066,864.9566727,tlr0595,locus_tag:NCBI Locus Tag
,tlr0597,Nucleic acid metabolism,RNA degradation,rRNA processing factors,ribonuclease E Rne,rne,3,G,11358.91466,10093.41767,9511.884294,10321.40554,tlr0597,locus_tag:NCBI Locus Tag
,tlr0598,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,glutamine degradation,glutaminase GlsA,glsA,3,G,1292.374618,1143.045713,1128.480609,1187.96698,tlr0598,locus_tag:NCBI Locus Tag
,tlr0603,Nucleic acid metabolism,DNA replication_ recombination_ and repair,nucleoid associated proteins,chromosomal replication initiator protein DnaA,dnaA,3,G,3168.808754,3183.792686,2906.208665,3086.270035,tlr0603,locus_tag:NCBI Locus Tag
,tlr0605,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase IspD,ispD,3,G,569.2747506,480.8029465,451.0697366,500.3824779,tlr0605,locus_tag:NCBI Locus Tag
,tlr0609,,,,,,0,,13.55839245,19.23876325,19.78016741,17.52577437,TLL_RS13470,multi:NCBI Locus Tag
,tlr0610,Unknown function,General,,conserved hypothetical protein,,3,G,8769.889995,6699.02137,6112.534389,7193.815251,tlr0610,locus_tag:NCBI Locus Tag
,tlr0611,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,nucleotide sugar biosynthesis,mannose-1-phosphate guanylyltransferase GmpP,gmpP,3,G,4314.806738,4087.323824,3630.709667,4010.946743,tlr0611,locus_tag:NCBI Locus Tag
,tlr0612,Transport and binding proteins,Anions,,ArsP family  organo-arsenical exporter,,3,G,2771.795014,2736.433204,2657.136374,2721.788197,tlr0612,locus_tag:NCBI Locus Tag
,tlr0613,Prosthetic groups_ cofactors_ and carriers,Biotin and lipoate metabolism,lipoic acid metabolism,lipoyl synthase LipA1,lipA1,3,G,3343.074593,3295.829085,3225.806515,3288.236731,tlr0613,locus_tag:NCBI Locus Tag
,tlr0615,Unknown function,General,,hypothetical protein,,2,F,3206.118374,2882.326069,3111.479684,3066.641376,tlr0615,locus_tag:NCBI Locus Tag
,tlr0620,Mobile and extrachromosomal element functions,Selfish genetic elements,group II intron,retron-type reverse transcriptase,,0,,96.09312446,80.87287164,98.35931405,91.77510339,tlr0620,locus_tag:NCBI Locus Tag
,tlr0622,Fatty acid and lipid metabolism,Biosynthesis,fatty acid biosynthesis from acetyl-CoA,3-oxoacyl-[acyl-carrier-protein] synthase II FabB,fabB,0,,78.9265861,69.84012256,78.75653668,75.84108178,tlr0622,locus_tag:NCBI Locus Tag
,tlr0626,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,polysaccharide biosynthesis,exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase,,0,,137.0641223,119.9875352,133.6055247,130.2190607,tlr0626,locus_tag:NCBI Locus Tag
,tlr0628,Intracellular trafficking_ assembly_ and processing,Peptidases,protease_ periplasmic,periplasmic processing metalloprotease YmxG,ymxG,3,G,755.5554409,590.3025819,483.8657618,609.9079282,tlr0628,locus_tag:NCBI Locus Tag
,tlr0630,Unknown function,General,,hypothetical protein,,4,H,189.4850812,315.6286006,369.9857936,291.6998251,tlr0630,locus_tag:NCBI Locus Tag
,tlr0631,Unknown function,General,,hypothetical protein,,4,H,376.5759468,542.1416952,877.892379,598.870007,tlr0631,locus_tag:NCBI Locus Tag
,tlr0636,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhS,ndhS,1,E,24312.75821,25055.84181,22215.67434,23861.42478,TLL_RS12675,tier1:gene
,tlr0637,Unknown function,General,,HAS barrel domain protein,,1,E,2874.157931,3426.079221,2686.316372,2995.517842,tlr0637,locus_tag:NCBI Locus Tag
,tlr0648,Translation,tRNA and rRNA base modification,tRNA modification factors,tRNA dimethylallyltransferase MiaA,miaA,4,H,127.6600765,141.8070878,186.0877688,151.8516444,tlr0648,locus_tag:NCBI Locus Tag
,tlr0651,Unknown function,General,,protein of unknown function UPF0081,,0,,99.52253793,72.81865181,102.3339744,91.55838803,tlr0651,locus_tag:NCBI Locus Tag
,tlr0652,Nucleic acid metabolism,RNA degradation,3' processing factors,exoribonuclease II Rnb,rnb,3,G,6793.388925,5990.582138,5692.441148,6158.80407,tlr0652,locus_tag:NCBI Locus Tag
,tlr0653,Unknown function,Enzymes of unknown specificity,,Fe-S cluster protein,,4,H,1046.809333,1118.727624,1143.189976,1102.908978,tlr0653,locus_tag:NCBI Locus Tag
,tlr0654,Unknown function,General,,uncharacterized protein,,4,H,1178.959256,1352.040163,1678.760518,1403.253312,tlr0654,locus_tag:NCBI Locus Tag
,tlr0655,Transport and binding proteins,Unknown substrate,,ABC-type export system hybrid permease / ATPase,,4,H,4894.514971,5214.157384,5834.423298,5314.365218,tlr0655,locus_tag:NCBI Locus Tag
,tlr0656,Translation,tRNA and rRNA base modification,16S rRNA modification,16S rRNA pseudouridylate 516 synthase RsuA,rsuA,4,H,1635.359206,1715.794656,1945.530042,1765.561301,tlr0656,locus_tag:NCBI Locus Tag
,tlr0658,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Embden-Meyerhof pathway,enolase Eno,eno,3,G,8315.025727,7106.900808,4902.339959,6774.755498,tlr0658,locus_tag:NCBI Locus Tag
,tlr0659,Translation,tRNA and rRNA base modification,16S rRNA modification,16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase RsmA,rsmA,1,E,1002.91413,1042.18894,863.0502294,969.3844334,tlr0659,locus_tag:NCBI Locus Tag
,tlr0667,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhA,ndhA,1,E,20799.51577,25805.75484,19904.82805,22170.03289,tlr0667,locus_tag:NCBI Locus Tag
,tlr0668,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhI,ndhI,1,E,36963.12453,43385.55333,38735.50751,39694.72846,tlr0668,locus_tag:NCBI Locus Tag
,tlr0669,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhG,ndhG,4,H,7592.72693,10648.81809,10657.42435,9632.98979,tlr0669,locus_tag:NCBI Locus Tag
,tlr0670,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase K subunit NdhE,ndhE,4,H,8768.356473,10844.1334,10491.70308,10034.73098,tlr0670,locus_tag:NCBI Locus Tag
,tlr0671,Intracellular trafficking_ assembly_ and processing,Peptidases,periplasmic stress response system,periplasmic stress-inducible serine peptidase HhoB,hhoB,4,H,11754.04128,11692.63559,13351.62242,12266.09976,tlr0671,locus_tag:NCBI Locus Tag
,tlr0672,Unknown function,General,,protein of unknown function DUF3326,,2,F,746.819304,707.7973121,888.3736497,780.9967553,tlr0672,locus_tag:NCBI Locus Tag
,tlr0673,Mobile and extrachromosomal element functions,Selfish genetic elements,insertion element,protein of unknown function DUF2887,,2,F,1253.319817,1199.612287,1356.478163,1269.803422,tlr0673,locus_tag:NCBI Locus Tag
,tlr0674,Mobile and extrachromosomal element functions,Selfish genetic elements,insertion element,protein of unknown function DUF2887,,4,H,734.8565236,928.4811102,1095.752584,919.6967392,tlr0674,locus_tag:NCBI Locus Tag
,tlr0675,Mobile and extrachromosomal element functions,Selfish genetic elements,insertion element,protein of unknown function DUF2887,,4,H,548.3538257,638.5828098,728.9905565,638.6423974,tlr0675,locus_tag:NCBI Locus Tag
,tlr0676,Mobile and extrachromosomal element functions,Selfish genetic elements,insertion element,protein of unknown function DUF2887,,4,H,466.6468064,500.5528211,588.0252689,518.4082988,tlr0676,locus_tag:NCBI Locus Tag
,tlr0677,Mobile and extrachromosomal element functions,Selfish genetic elements,insertion element,protein of unknown function DUF2887,,4,H,1373.871047,1518.026932,1765.998058,1552.632013,tlr0677,locus_tag:NCBI Locus Tag
,tlr0678,Unknown function,General,,hypothetical protein,,4,H,11279.70879,12345.86732,12338.64032,11988.07214,tlr0678,locus_tag:NCBI Locus Tag
,tlr0679,Unknown function,General,,hypothetical protein,,4,H,10015.50731,11146.83699,12107.97575,11090.10668,tlr0679,locus_tag:NCBI Locus Tag
,tlr0680,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus minor pilin protein,,4,H,8789.337763,9835.190901,10356.99127,9660.506644,tlr0680,locus_tag:NCBI Locus Tag
,tlr0681,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus minor pilin protein,,4,H,4262.225677,4747.753717,5590.429252,4866.802882,tlr0681,locus_tag:NCBI Locus Tag
,tlr0682,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus minor pilin protein,,4,H,13423.36641,13802.64898,15522.29545,14249.43695,tlr0682,locus_tag:NCBI Locus Tag
,tlr0690,Translation,Transfer RNA biogenesis,tRNA aminoacylation,phenylalanyl-tRNA synthetase alpha subunit PheS,pheS,3,G,3751.033362,3175.249188,2369.152073,3098.478207,tlr0690,locus_tag:NCBI Locus Tag
,tlr0691,Cell structure_ growth_ and death,Chromosome and assoicated proteins,,CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein,,4,H,2011.863412,2149.29496,2248.976388,2136.711587,tlr0691,locus_tag:NCBI Locus Tag
,tlr0693,Carbohydrate metabolism,Citrate cycle (TCA cycle),citrate cycle_ first carbon oxidation,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase AcnB,acnB,3,G,12453.10281,12747.32415,11025.84984,12075.4256,tlr0693,locus_tag:NCBI Locus Tag
,tlr0694,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis,NAD(P) transhydrogenase alpha chain part 1 PntA,pntA,4,H,1347.203654,1633.269481,1947.559567,1642.677567,tlr0694,locus_tag:NCBI Locus Tag
,tlr0696,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis common pathway,NAD(P) transhydrogenase beta subunit PntB,pntB,3,G,1216.72407,1164.757286,1173.933252,1185.138203,tlr0696,locus_tag:NCBI Locus Tag
,tlr0699,Unknown function,General,,hypothetical protein,,0,,255.5242997,234.5190042,252.6573238,247.5668759,tlr0699,locus_tag:NCBI Locus Tag
,tlr0700,,,,,,4,H,897.5418978,1507.945015,2983.424209,1796.303708,,unresolved
,tlr0701,,,,,,4,H,314.6636538,407.54871,641.5666233,454.5929957,,unresolved
,tlr0703,Signal transduction,Taxis,,chemotaxis signal transduction system methyl-accepting receptor,,3,G,3649.7918,3574.289152,3528.430345,3584.170433,tlr0703,locus_tag:NCBI Locus Tag
,tlr0704,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,aspartate biosynthesis,L-asparagine amidopeptidase AnsA1,ansA1,4,H,4491.416882,5288.66929,6404.867363,5394.984512,tlr0704,locus_tag:NCBI Locus Tag
,tlr0705,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhK,ndhK,4,H,22630.39886,35098.70809,42312.65525,33347.25407,tlr0705,locus_tag:NCBI Locus Tag
,tlr0707,Unknown function,General,,protein of unknown function DUF3007,,4,H,681.9630208,1464.261488,2030.296798,1392.173769,tlr0707,locus_tag:NCBI Locus Tag
,tlr0708,Carbohydrate metabolism,Starch and sucrose metabolism,maltose degradation,4-alpha-glucanotransferase MalQ,malQ,3,G,3017.307676,2366.334507,1767.049673,2383.563952,tlr0708,locus_tag:NCBI Locus Tag
,tlr0710,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,,pyridoxal-phosphate-dependent aminotransferase DegT/DnrJ/EryC1/StrS family,,3,G,1065.271833,890.211122,810.0748209,921.8525918,tlr0710,locus_tag:NCBI Locus Tag
,tlr0711,Carbohydrate metabolism,Pyruvate metabolism,lactate oxidation,fermentative lactate dehydrogenase LdhA,ldhA,0,,299.0507924,318.0428872,296.3106658,304.4681151,tlr0711,locus_tag:NCBI Locus Tag
,tlr0712,Amino acid metabolism,Arginine and proline metabolism,arginine biosynthesis from ornithine_ carbamoyl-p_ and aspartate (urea cycle),argininosuccinate synthase ArgG,argG,3,G,8040.473674,7252.586072,5327.440751,6873.500166,tlr0712,locus_tag:NCBI Locus Tag
,tlr0714,Unknown function,General,,pentapeptide repeat protein,,3,G,4465.056372,4407.074103,4167.876683,4346.669053,tlr0714,locus_tag:NCBI Locus Tag
,tlr0715,Translation,Transfer RNA biogenesis,CCA adding factors,CC-adding tRNA nucleotidyltransferase PcnB,pcnB,4,H,522.5104036,563.4744899,620.9399118,568.9749351,tlr0715,locus_tag:NCBI Locus Tag
,tlr0722,Unknown function,General,,protein of unknown function DUF500,,2,F,9891.559091,8970.788275,9909.218986,9590.522117,tlr0722,locus_tag:NCBI Locus Tag
,tlr0723,Unknown function,General,,DNA-binding protein YbaB/EbfC family,,3,G,21446.74963,17718.19355,13089.74788,17418.23036,tlr0723,locus_tag:NCBI Locus Tag
,tlr0724,Signal transduction,Two-component systems,osmoprotection,hyperosmotic stress-responsive two component signal transduction system response regulator LuxR subfamily,,4,H,1804.08433,2026.295078,2531.605818,2120.661742,tlr0724,locus_tag:NCBI Locus Tag
,tlr0725,Unknown function,General,,FHA domain protein,,4,H,87.82308283,154.1701216,190.6931404,144.2287816,tlr0725,locus_tag:NCBI Locus Tag
,tlr0728,,,,,,4,H,58.80225165,87.44139553,129.7054563,91.98303448,tlr0728,locus_tag:NCBI Locus Tag
,tlr0729,Unknown function,General,,hypothetical protein,,3,G,14639.93091,12049.19577,8467.744283,11718.95699,tlr0729,locus_tag:NCBI Locus Tag
,tlr0731,Energy metabolism,Photosynthesis,photosystem I main subunits,photosystem I P700 chlorophyll a apoprotein A1 PsaA,psaA,1,E,475701.8878,628558.5731,476036.0177,526765.4929,tlr0731,locus_tag:NCBI Locus Tag
,tlr0732,Energy metabolism,Photosynthesis,photosystem I main subunits,photosystem I P700 chlorophyll a apoprotein A2 PsaB,psaB,1,E,302468.6771,373591.0172,290605.6414,322221.7785,tlr0732,locus_tag:NCBI Locus Tag
,tlr0733,Unknown function,General,,membrane protein,,3,G,14242.05435,13784.07775,10549.93791,12858.69,tlr0733,locus_tag:NCBI Locus Tag
,tlr0737,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,biosynthesis of undecaprenyl phosphate (Und-P),undecaprenyl-diphosphatase UppP,uppP,3,G,1824.334415,1481.081844,997.4614678,1434.292575,tlr0737,locus_tag:NCBI Locus Tag
,tlr0738,Transcription,Transcription factors,RNA polymerase sigma factors,group 3 RNA polymerase sigma-70 subunit SigF,sigF,4,H,3421.610267,4256.795808,4864.033819,4180.813298,tlr0738,locus_tag:NCBI Locus Tag
,tlr0739,Signal transduction,General,circadian clock input_ redox state ETS,light-dependent circadian clock protein complex redox sensing component LdpA,ldpA,4,H,1379.352106,1871.901476,2544.844362,1932.032648,tlr0739,locus_tag:NCBI Locus Tag
,tlr0740,Unknown function,Enzymes of unknown specificity,,ATPase-like protein Ycf45,ycf45,4,H,2463.760148,2866.7316,3446.781683,2925.75781,tlr0740,locus_tag:NCBI Locus Tag
,tlr0741,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,protoporphyrin IX biosynthesis from uroporphyrinogen III,uroporphyrinogen decarboxylase HemE,hemE,3,G,13419.41544,11111.69248,7628.696464,10719.93479,tlr0741,locus_tag:NCBI Locus Tag
,tlr0742,Unknown function,Enzymes of unknown specificity,,NAD-dependent epimerase/dehydratase family protein,,1,E,2059.350632,2374.194579,2154.198685,2195.914632,tlr0742,locus_tag:NCBI Locus Tag
,tlr0743,Unknown function,General,,protein of unknown function DUF55,,4,H,785.2511723,1063.121043,1490.437993,1112.936736,tlr0743,locus_tag:NCBI Locus Tag
,tlr0749,Unknown function,General,,hypothetical cyanobacterial membrane protein in cluster with PxcA,,3,G,918.6424223,685.3756652,571.6046244,725.2075706,tlr0749,locus_tag:NCBI Locus Tag
,tlr0750,Translation,Transfer RNA biogenesis,tRNA aminoacylation,methionyl-tRNA synthetase MetG,metG,3,G,2874.484819,2441.201515,2014.204718,2443.297018,tlr0750,locus_tag:NCBI Locus Tag
,tlr0751,Unknown function,General,,protein of unknown function DUF88,,4,H,3492.976979,4049.503592,4978.460708,4173.647093,tlr0751,locus_tag:NCBI Locus Tag
,tlr0754,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,lipopolysaccharide export LptABCDFG,lipopolysaccharde export component LptC,lptC,4,H,1096.362908,1150.910593,1219.848053,1155.707185,tlr0754,locus_tag:NCBI Locus Tag
,tlr0755,Unknown function,Enzymes of unknown specificity,,2OG-Fe(II) oxygenase superfamily protein,,0,,340.2443253,336.8437626,363.0331489,346.707079,tlr0755,locus_tag:NCBI Locus Tag
,tlr0756,Unknown function,General,,hypothetical protein,,0,,605.57152,605.3080344,574.9113631,595.2636392,tlr0756,locus_tag:NCBI Locus Tag
,tlr0757,Unknown function,General,,hypothetical protein,,3,G,8295.978195,8611.585042,7057.028072,7988.197103,tlr0757,locus_tag:NCBI Locus Tag
,tlr0758,Cell structure_ growth_ and death,Cell division,,cell division protein ZipN,zipN,3,G,1983.770463,1654.692309,1693.753999,1777.40559,tlr0758,locus_tag:NCBI Locus Tag
,tlr0764,Amino acid metabolism,Arginine and proline metabolism,proline biosynthesis from glutamate,glutamate-5-semialdehyde dehydrogenase ProA,proA,3,G,6103.058103,5361.994992,4460.100602,5308.384566,tlr0764,locus_tag:NCBI Locus Tag
,tlr0765,Energy metabolism,Carbon fixation in prokaryotes,reductive citrate cycle (Arnon-Buchanan cycle) ,phosphoenolpyruvate synthase PpsA,ppsA,4,H,1685.79136,2109.501643,2681.860127,2159.051043,tlr0765,locus_tag:NCBI Locus Tag
,tlr0766,Energy metabolism,Photosynthesis - antenna proteins,phycobilisome turnover,phycocyanin alpha phycocyanobilin lyase related protein NblB,nblB,4,H,2001.266191,2753.392678,3277.946603,2677.535157,tlr0766,locus_tag:NCBI Locus Tag
,tlr0767,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,cobalt-precorrin-5B (C1)-methyltransferase CbiD,cbiD,2,F,436.3713428,390.4528298,437.7244294,421.5162007,tlr0767,locus_tag:NCBI Locus Tag
,tlr0773,Unknown function,General,,hypothetical protein,,4,H,226.5367368,263.1132324,432.5026892,307.3842195,tlr0773,locus_tag:NCBI Locus Tag
,tlr0776,,,,,,0,,122.2338442,127.571242,148.8576815,132.8875892,tlr0776,locus_tag:NCBI Locus Tag
,tlr0777,Translation,Transfer RNA biogenesis,tRNA aminoacylation,prolyl-tRNA synthetase ProS,proS,3,G,6359.733544,6038.001877,5547.218942,5981.651454,tlr0777,locus_tag:NCBI Locus Tag
,tlr0778,Unknown function,Enzymes of unknown specificity,,methyltransferase type 11,,4,H,1323.706398,1572.08228,1922.563788,1606.117489,tlr0778,locus_tag:NCBI Locus Tag
,tlr0779,Unknown function,General,,hypothetical protein,,4,H,257.637243,258.1800108,426.2464469,314.0212336,tlr0779,locus_tag:NCBI Locus Tag
,tlr0781,Unknown function,General,,hypothetical protein,,4,H,986.1019799,1123.562899,1124.139475,1077.934785,tlr0781,locus_tag:NCBI Locus Tag
,tlr0782,Carbohydrate metabolism,Starch and sucrose metabolism,glycogen metabolism,starch phosphorylase GlgP,glgP,3,G,19524.76669,17779.62834,14159.75945,17154.71816,tlr0782,locus_tag:NCBI Locus Tag
,tlr0783,Transport and binding proteins,Amino acids_ peptides and amines,murein amino sugar recycling,cell wall degradation product uptake permease AmpG,ampG,3,G,3458.646939,3191.615846,2402.112408,3017.458397,tlr0783,locus_tag:NCBI Locus Tag
,tlr0784,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,chorismate biosynthesis via shikimate,3-dehydroquinate synthase AroB,aroB,3,G,3286.459793,2750.877002,2588.049954,2875.128917,tlr0784,locus_tag:NCBI Locus Tag
,tlr0786,Unknown function,General,,hypothetical protein,,3,G,23337.55029,20275.74304,19156.90678,20923.40004,tlr0786,locus_tag:NCBI Locus Tag
,tlr0796,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),plastoquinol—plastocyanin reductase cytochrome cn subunit PetB,petB,1,E,104279.5621,115856.7433,94898.82975,105011.7117,tlr0796,locus_tag:NCBI Locus Tag
,tlr0797,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),cytochrome b6-f complex subunit IV PetD,petD,1,E,26875.37785,28917.70008,24580.5926,26791.22351,tlr0797,locus_tag:NCBI Locus Tag
,tlr0800,Nucleic acid metabolism,DNA replication_ recombination_ and repair,recFOR recombination pathway,ATP-dependent DNA helicase RecQ,recQ,3,G,238.7875158,173.1075833,186.998977,199.6313587,tlr0800,locus_tag:NCBI Locus Tag
,tlr0801,Unknown function,General,,hypothetical protein,,4,H,936.7168389,1138.376044,1475.361761,1183.484881,tlr0801,locus_tag:NCBI Locus Tag
,tlr0803,Unknown function,Enzymes of unknown specificity,,CbbY family protein,,3,G,2372.607875,2218.42455,1527.342518,2039.458314,tlr0803,locus_tag:NCBI Locus Tag
,tlr0805,Unknown function,General,,hypothetical protein,,3,G,15756.36744,12363.97313,12301.74952,13474.03003,tlr0805,locus_tag:NCBI Locus Tag
,tlr0806,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,,lysophosphatidic acid acyltransferase,,4,H,939.2654083,1061.214711,1436.915012,1145.798377,tlr0806,locus_tag:NCBI Locus Tag
,tlr0809,Nucleic acid metabolism,General,,nucleoside triphosphate pyrophosphohydrolase MazG,mazG,3,G,795.4375043,563.0463642,400.9831014,586.48899,tlr0809,locus_tag:NCBI Locus Tag
,tlr0816,Transport and binding proteins,Cations and iron carrying compounds,,cation transporting ATPase,,4,H,349.2750305,479.9405919,544.5679204,457.9278476,tlr0816,locus_tag:NCBI Locus Tag
,tlr0818,Unknown function,Enzymes of unknown specificity,,deoxyhypusine synthase,,3,G,26765.42134,24516.82402,18237.63093,23173.2921,tlr0818,locus_tag:NCBI Locus Tag
,tlr0821,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,,peptidyl-prolyl cis-trans isomerase PpiB,ppiB,3,G,14383.4309,14550.87275,11910.39436,13614.89934,tlr0821,locus_tag:NCBI Locus Tag
,tlr0822,Unknown function,General,,pentapeptide repeat protein,,1,E,2995.446617,3115.911849,2971.943364,3027.767277,tlr0822,locus_tag:NCBI Locus Tag
,tlr0823,Unknown function,Enzymes of unknown specificity,,GTP-binding domain protein,,4,H,532.1610439,696.6365731,779.6650126,669.4875432,tlr0823,locus_tag:NCBI Locus Tag
,tlr0828,Unknown function,General,,hypothetical protein,,3,G,1562.160221,1499.565054,1489.246715,1516.990663,tlr0828,locus_tag:NCBI Locus Tag
