baseMean,log2FoldChange (positive means more highly expressed in mitomycin C treatment),lfcSE,stat,pvalue,padj,gene
179.8348026,0.376178887,0.214373396,1.754783451,0.079296355,0.09291336,MIT0604_00134
806.0269814,2.480599261,0.137544112,18.03493608,1.04E-72,7.42E-72,MIT0604_00135
513.7830203,-1.099586239,0.155359455,-7.077691148,1.47E-12,2.95E-12,MIT0604_00136
592.2179867,-0.807916305,0.132896213,-6.079302694,1.21E-09,2.21E-09,MIT0604_00137
617.1324887,0.800176775,0.106558542,7.509269147,5.95E-14,1.25E-13,MIT0604_00138
1306.224335,0.979422043,0.173114161,5.657665645,1.53E-08,2.69E-08,MIT0604_00139
4142.217717,0.670196204,0.181630718,3.689883578,2.24E-04,3.20E-04,MIT0604_00140
688.1173064,-2.528033757,0.147088313,-17.18718299,3.31E-66,2.20E-65,MIT0604_00141
983.4409793,-1.911895644,0.13802861,-13.8514446,1.25E-43,5.56E-43,MIT0604_00142
629.8149905,0.710623719,0.093871133,7.570204991,3.73E-14,7.90E-14,MIT0604_00143
79.45605107,2.050818113,0.338023068,6.067095145,1.30E-09,2.38E-09,MIT0604_00144
509.069499,1.689083733,0.18756272,9.005434208,2.15E-19,5.53E-19,MIT0604_00145
300.2629442,-1.253405611,0.253658832,-4.941304833,7.76E-07,1.25E-06,MIT0604_00146
303.8446976,1.720512734,0.131080723,13.12559689,2.35E-39,9.56E-39,MIT0604_00147
671.51549,0.582201733,0.10214413,5.69980609,1.20E-08,2.11E-08,MIT0604_00148
942.3507357,-2.973269969,0.121788823,-24.41332387,1.23E-131,1.82E-130,MIT0604_00149
1119.298787,-1.376609485,0.085453639,-16.10943073,2.19E-58,1.29E-57,MIT0604_00150
82.33206328,1.838471699,0.247520729,7.427546409,1.11E-13,2.32E-13,MIT0604_00152
124.826758,1.796675756,0.24318552,7.388086901,1.49E-13,3.11E-13,MIT0604_00153
125.018022,2.153911957,0.241929711,8.903048537,5.43E-19,1.38E-18,MIT0604_00154
353.3912566,2.304738417,0.205013124,11.2419067,2.54E-29,8.17E-29,MIT0604_00155
115.8751588,-0.323519235,0.227662917,-1.421044936,0.155303696,0.176811272,MIT0604_00156
358.1751317,-2.206470022,0.199225862,-11.07521887,1.65E-28,5.24E-28,MIT0604_00157
735.5387065,3.231887987,0.178571447,18.09857083,3.27E-73,2.35E-72,MIT0604_00158
1414.86026,1.377149215,0.152948394,9.00401229,2.18E-19,5.60E-19,MIT0604_00159
720.4022938,1.495101147,0.196300131,7.61640424,2.61E-14,5.56E-14,MIT0604_00160
806.7911823,6.230932318,0.248698565,25.05415472,1.57E-138,2.52E-137,MIT0604_00161
27.06817573,0.950144039,0.382954072,2.481091359,0.01309808,0.016550475,MIT0604_00162
14983.00249,6.280828103,0.178773115,35.13295663,2.12E-270,1.03E-268,MIT0604_00163
3257.381212,5.633291535,0.179186699,31.43811209,6.10E-217,2.15E-215,MIT0604_00164
73.86381871,-1.099804702,0.326019674,-3.373430474,7.42E-04,0.001026096,MIT0604_00165
39.64598126,-0.291876253,0.318420003,-0.916639188,0.359331742,0.390835322,MIT0604_00166
173.9681532,-0.490301676,0.163579972,-2.997320934,0.002723638,0.003639221,MIT0604_00167
145.1665374,0.56826641,0.167417153,3.394314145,6.88E-04,9.55E-04,MIT0604_00168
1594.074679,-1.715794332,0.217362571,-7.893697251,2.93E-15,6.42E-15,MIT0604_00169
305.5799463,2.357221575,0.224191297,10.51433134,7.42E-26,2.24E-25,MIT0604_00170
939.3019058,0.898006783,0.097486507,9.211600767,3.21E-20,8.43E-20,MIT0604_00171
4199.668561,1.155613164,0.100165166,11.5370763,8.58E-31,2.88E-30,MIT0604_00172
1126.895359,-1.02616806,0.125053212,-8.205851318,2.29E-16,5.32E-16,MIT0604_00173
242.5179115,-1.091393332,0.168061256,-6.49402102,8.36E-11,1.58E-10,MIT0604_00174
4049.540257,-1.988215981,0.168658562,-11.7884082,4.48E-32,1.53E-31,MIT0604_00175
2221.261396,-0.708531347,0.106478547,-6.654216887,2.85E-11,5.46E-11,MIT0604_00176
1867.177855,-0.168993832,0.0838851,-2.014587011,0.04394794,0.052949636,MIT0604_00177
1478.975307,0.253273417,0.083079676,3.04856047,0.002299406,0.003088507,MIT0604_00178
780.598604,0.768786298,0.092202152,8.338051577,7.55E-17,1.79E-16,MIT0604_00179
722.1688827,-2.242200042,0.130752187,-17.1484706,6.45E-66,4.26E-65,MIT0604_00180
1050.966912,-3.453313152,0.166292662,-20.76647943,8.70E-96,8.60E-95,MIT0604_00181
358.1911984,0.782995192,0.195767348,3.999620974,6.34E-05,9.32E-05,MIT0604_00182
3446.328714,-2.520449496,0.196682301,-12.81482617,1.35E-37,5.30E-37,MIT0604_00183
1192.028068,-0.205151929,0.129718349,-1.581518197,0.113759602,0.131562658,MIT0604_00184
3326.738179,-1.087755701,0.20201116,-5.384631736,7.26E-08,1.24E-07,MIT0604_00185
1568.143969,-0.830754428,0.075600913,-10.98868242,4.33E-28,1.36E-27,MIT0604_00186
1884.699006,-0.556277414,0.08948876,-6.216170754,5.09E-10,9.40E-10,MIT0604_00187
1856.93111,0.811976438,0.142801844,5.686036097,1.30E-08,2.28E-08,MIT0604_00188
714.401101,0.690425655,0.098715545,6.994092549,2.67E-12,5.34E-12,MIT0604_00189
6409.696014,-0.375951448,0.133863127,-2.80847652,0.004977651,0.006523209,MIT0604_00190
4957.482423,-0.858383624,0.138000521,-6.220147717,4.97E-10,9.18E-10,MIT0604_00191
416.8114024,0.084965176,0.137809541,0.616540596,0.537537787,0.567478004,MIT0604_00192
1199.769678,0.069400347,0.125832247,0.551530696,0.58126993,0.609559194,MIT0604_00193
1332.859937,-0.059682562,0.151509446,-0.393919739,0.693640297,0.714945462,MIT0604_00194
3732.468047,-2.969081415,0.117703004,-25.22519663,2.12E-140,3.53E-139,MIT0604_00195
124.5987054,2.345655358,0.215258988,10.89689858,1.19E-27,3.70E-27,MIT0604_00196
278.4941822,2.683161121,0.180356889,14.87695392,4.65E-50,2.36E-49,MIT0604_00197
796.8734934,1.36624631,0.152037811,8.986227187,2.56E-19,6.57E-19,MIT0604_00198
822.8744518,0.881237631,0.13915907,6.332592123,2.41E-10,4.50E-10,MIT0604_00199
2049.193602,0.03552296,0.127892998,0.277755318,0.781200193,0.797166897,MIT0604_00200
2159.324864,0.157951423,0.129768459,1.217178848,0.223536176,0.250590664,MIT0604_00201
3627.020679,0.277266873,0.145877689,1.900680468,0.057343878,0.06808754,MIT0604_00202
1742.978607,0.384511727,0.179843879,2.138030659,0.032514255,0.039640667,MIT0604_00203
36.82026055,2.008919729,0.373255395,5.382158584,7.36E-08,1.25E-07,MIT0604_00204
173.8397933,-1.595438949,0.160918902,-9.914552775,3.60E-23,1.02E-22,MIT0604_00205
2993.866857,-0.63124047,0.177932057,-3.547648918,3.89E-04,5.48E-04,MIT0604_00206
83.80991494,0.328926957,0.240831306,1.365798169,0.172002321,0.194955012,MIT0604_00207
946.9709394,-1.621619196,0.109162032,-14.85515765,6.44E-50,3.24E-49,MIT0604_00208
144.4220179,-1.851201388,0.236302167,-7.834043231,4.72E-15,1.03E-14,MIT0604_00209
942.5614181,-1.712019512,0.113880622,-15.03345765,4.43E-51,2.29E-50,MIT0604_00210
763.9974153,-1.171416205,0.168049373,-6.97066693,3.15E-12,6.28E-12,MIT0604_00211
681.6235063,3.164471969,0.156616412,20.20523857,8.80E-91,8.15E-90,MIT0604_00212
263.2314717,-0.296686741,0.132382769,-2.241128075,0.02501778,0.030854758,MIT0604_00213
2862.785855,-1.520431972,0.159205813,-9.550103383,1.30E-21,3.51E-21,MIT0604_00214
636.3133551,-1.400252885,0.196952156,-7.10960934,1.16E-12,2.35E-12,MIT0604_00215
154.5606651,1.922321136,0.200737445,9.576295719,1.01E-21,2.73E-21,MIT0604_00216
154.6766167,0.351583072,0.214969064,1.635505433,0.101943137,0.11836506,MIT0604_00217
246.583878,-0.644001777,0.193826497,-3.32256832,8.92E-04,0.001227826,MIT0604_00218
297.7736137,-1.020471361,0.21691366,-4.704504822,2.54E-06,4.02E-06,MIT0604_00219
534.2789051,-0.734727444,0.121260187,-6.059098721,1.37E-09,2.50E-09,MIT0604_00220
228.2328112,-2.226899166,0.177039852,-12.57851915,2.77E-36,1.07E-35,MIT0604_00221
1120.332682,-1.736182436,0.116933578,-14.84759522,7.21E-50,3.61E-49,MIT0604_00222
243.0286588,-1.3652649,0.198499895,-6.877912457,6.07E-12,1.19E-11,MIT0604_00223
112.8599,0.447502806,0.262576418,1.704276452,0.088329452,0.103202277,MIT0604_00224
26.10616212,0.604821516,0.443573032,1.363521838,0.172718107,0.195549759,MIT0604_00225
488.3910113,1.90847503,0.153172509,12.45964466,1.24E-35,4.64E-35,MIT0604_00226
664.2999614,1.36392202,0.106152973,12.8486465,8.75E-38,3.45E-37,MIT0604_00227
520.8221272,1.135751169,0.240852476,4.715546991,2.41E-06,3.82E-06,MIT0604_00228
655.875898,1.659444837,0.121695625,13.63602703,2.45E-42,1.06E-41,MIT0604_00229
272.8734568,2.008123977,0.160147469,12.53921773,4.55E-36,1.74E-35,MIT0604_00230
790.1802477,1.131251351,0.10862698,10.41409187,2.14E-25,6.39E-25,MIT0604_00231
130.6084509,-0.968303463,0.180660548,-5.359794777,8.33E-08,1.41E-07,MIT0604_00232
1318.533402,0.595686825,0.118786145,5.014783702,5.31E-07,8.65E-07,MIT0604_00233
169.5497456,-0.07438956,0.156111133,-0.476516688,0.633706321,0.658809974,MIT0604_00234
533.2620849,2.173148019,0.188011776,11.55857397,6.68E-31,2.25E-30,MIT0604_00235
338.3180889,1.335348355,0.171777017,7.773731212,7.62E-15,1.65E-14,MIT0604_00236
1802.193102,-2.465838041,0.194272774,-12.69265885,6.49E-37,2.51E-36,MIT0604_00237
348.074427,2.147807189,0.225371459,9.530076265,1.57E-21,4.25E-21,MIT0604_00238
323.9308174,0.79104096,0.143628757,5.507538869,3.64E-08,6.28E-08,MIT0604_00239
777.6312108,4.137009146,0.157689778,26.23511303,1.06E-151,2.06E-150,MIT0604_00240
1271.194849,3.199034487,0.110318712,28.99811305,6.95E-185,1.95E-183,MIT0604_00241
2876.603971,0.288219372,0.117084287,2.461640076,0.013830338,0.017411256,MIT0604_00242
7027.219431,0.14488069,0.091855056,1.577275069,0.114732246,0.13241093,MIT0604_00243
16437.76807,-0.085066601,0.121762675,-0.698626247,0.484785636,0.516852186,MIT0604_00244
6165.624732,-0.425872854,0.152715162,-2.788674353,0.005292425,0.006904776,MIT0604_00245
5820.793936,-0.845148152,0.118103472,-7.155997534,8.31E-13,1.69E-12,MIT0604_00246
4519.131339,-0.609578331,0.088408563,-6.895014561,5.39E-12,1.05E-11,MIT0604_00247
4279.079885,-0.427086941,0.137230661,-3.112183086,0.001857093,0.002515863,MIT0604_00248
3852.13093,-0.854025186,0.078099677,-10.93506675,7.83E-28,2.44E-27,MIT0604_00249
5213.402567,-3.498977873,0.085535312,-40.90682285,0,0,MIT0604_00250
1618.58992,0.675072214,0.123021943,5.487413032,4.08E-08,7.02E-08,MIT0604_00251
260.5239869,0.393154965,0.201663888,1.94955561,0.051229109,0.061253496,MIT0604_00252
1526.150016,-3.212767169,0.117216492,-27.40883234,2.15E-165,4.90E-164,MIT0604_00253
857.57191,-2.691009852,0.161404897,-16.67241759,2.08E-62,1.30E-61,MIT0604_00254
3782.816901,-2.490862796,0.111417429,-22.35613233,1.05E-110,1.25E-109,MIT0604_00255
12508.93524,-3.345880617,0.139209584,-24.03484395,1.20E-127,1.69E-126,MIT0604_00256
1980.076486,-2.709044469,0.107913326,-25.1038918,4.51E-139,7.33E-138,MIT0604_00257
585.2246866,-1.936413337,0.109619907,-17.66479636,7.83E-70,5.43E-69,MIT0604_00258
587.4440257,1.126080568,0.116742381,9.645859161,5.12E-22,1.40E-21,MIT0604_00259
384.7742326,0.44662443,0.132132147,3.380134507,7.25E-04,0.001002744,MIT0604_00260
810.4838801,-2.225113881,0.187653546,-11.85756372,1.97E-32,6.80E-32,MIT0604_00261
8297.829528,-3.771027205,0.200880642,-18.77247684,1.27E-78,9.76E-78,MIT0604_00262
324.6222154,-0.712699372,0.120605029,-5.909366968,3.43E-09,6.18E-09,MIT0604_00263
349.1752805,-1.728216064,0.169937115,-10.16973874,2.71E-24,7.82E-24,MIT0604_00264
416791.001,-1.481429494,0.234147965,-6.326894595,2.50E-10,4.66E-10,MIT0604_00265
757.6811274,0.412373772,0.156007165,2.643300203,0.00821022,0.010550108,MIT0604_00266
342.0311591,-0.156834607,0.135799174,-1.154901039,0.248130954,0.276647093,MIT0604_00267
9329.49414,-0.803676058,0.160150979,-5.018240051,5.21E-07,8.51E-07,MIT0604_00268
2890.51721,-3.268679004,0.100215962,-32.61635121,2.41E-233,9.65E-232,MIT0604_00269
23931.89031,-3.880416881,0.106006068,-36.60561094,2.33E-293,1.36E-291,MIT0604_00270
1063.473384,-0.615366726,0.150284914,-4.094667328,4.23E-05,6.27E-05,MIT0604_00271
279.1635144,-1.286496202,0.238114488,-5.402847238,6.56E-08,1.12E-07,MIT0604_00272
356.5364434,-2.476398778,0.164511122,-15.05307818,3.30E-51,1.71E-50,MIT0604_00273
394.4904086,-1.208517186,0.150221653,-8.044893403,8.63E-16,1.93E-15,MIT0604_00274
994.5491786,-0.595030843,0.129705435,-4.587555194,4.48E-06,7.01E-06,MIT0604_00275
326.8802604,0.137805676,0.147899763,0.931750489,0.351465487,0.383502054,MIT0604_00276
718.8445167,-0.918740882,0.158149348,-5.809324508,6.27E-09,1.12E-08,MIT0604_00277
1850.329876,-0.887926561,0.127128897,-6.984458945,2.86E-12,5.71E-12,MIT0604_00278
127.6901925,1.137854543,0.23446863,4.852907375,1.22E-06,1.95E-06,MIT0604_00280
6917.595889,0.688090835,0.099681536,6.90289158,5.10E-12,9.99E-12,MIT0604_00281
356.6860673,-0.380090373,0.25470804,-1.492259032,0.135631252,0.155160644,MIT0604_00282
374.8829011,0.009003287,0.173271312,0.051960634,0.958560061,0.961849238,MIT0604_00283
143.6674237,1.61960582,0.312321002,5.185708973,2.15E-07,3.58E-07,MIT0604_00284
2218.743226,0.269415564,0.102915077,2.617843496,0.008848738,0.011356343,MIT0604_00285
195.6222475,-0.771130169,0.237325482,-3.24925146,0.001157091,0.001587511,MIT0604_00286
1753.033446,-1.891316825,0.148786953,-12.71157714,5.10E-37,1.98E-36,MIT0604_00287
2557.443407,-2.278775563,0.197471905,-11.53974568,8.32E-31,2.80E-30,MIT0604_00288
1191.820217,-2.442011605,0.125023172,-19.53247195,5.82E-85,4.92E-84,MIT0604_00289
1465.59093,0.366837392,0.232576642,1.5772753,0.114732193,0.13241093,MIT0604_00290
548.137167,0.228265491,0.144878937,1.575560231,0.115127187,0.132694455,MIT0604_00291
129.5571538,1.871431114,0.245538782,7.621733319,2.50E-14,5.35E-14,MIT0604_00292
93.82816686,0.401082725,0.240416669,1.668281681,0.095259823,0.111046046,MIT0604_00293
401.1624657,-3.471023181,0.254437663,-13.64193943,2.25E-42,9.78E-42,MIT0604_00294
2279.902156,-5.032467758,0.18160057,-27.71173988,5.04E-169,1.20E-167,MIT0604_00295
359.4378348,-0.705356696,0.203337951,-3.468888578,5.23E-04,7.32E-04,MIT0604_00296
1291.795811,-3.659942019,0.273682778,-13.37293509,8.70E-41,3.65E-40,MIT0604_00297
3538.831366,-1.669523663,0.193619238,-8.622715821,6.54E-18,1.60E-17,MIT0604_00298
