baseMean,log2FoldChange (positive means more highly expressed in mitomycin C treatment),lfcSE,stat,pvalue,padj,gene
4940.467999,-0.29041475,0.117185052,-2.478257632,0.013202578,0.016192736,MIT0604_00042
5408.550408,2.575848051,0.105846916,24.33559853,8.24E-131,1.15E-129,MIT0604_00043
1504.606719,3.522150125,0.148800568,23.67027331,7.30E-124,9.28E-123,MIT0604_00044
405.7582484,1.124936066,0.186582543,6.029160344,1.65E-09,2.99E-09,MIT0604_00045
703.5593498,1.045827691,0.120847332,8.654123147,4.97E-18,1.17E-17,MIT0604_00046
403.0211227,0.403037199,0.111916016,3.601246832,3.17E-04,4.35E-04,MIT0604_00047
105.8157121,1.959603058,0.225578149,8.687025186,3.72E-18,8.87E-18,MIT0604_00048
265.7956827,-0.707813664,0.156889454,-4.511543916,6.44E-06,9.85E-06,MIT0604_00049
17.53016679,-0.609009839,0.502847082,-1.211123341,0.225848137,0.249090052,MIT0604_00050
533.3259458,1.278896153,0.148141511,8.632935807,5.98E-18,1.40E-17,MIT0604_00051
597.7074047,0.73694345,0.137761882,5.349400296,8.82E-08,1.46E-07,MIT0604_00052
2059.263707,1.648906995,0.165309773,9.97464923,1.97E-23,5.37E-23,MIT0604_00053
1301.783435,4.217005785,0.113198716,37.25312375,9.43E-304,6.03E-302,MIT0604_00054
194.1345113,4.41430873,0.262794056,16.79759733,2.54E-63,1.48E-62,MIT0604_00055
5481.675767,1.212098166,0.19554493,6.198566068,5.70E-10,1.05E-09,MIT0604_00056
1453.829068,-0.193108115,0.09618634,-2.007645951,0.044680928,0.052807078,MIT0604_00057
831.048572,2.492658397,0.09823402,25.37469602,4.80E-142,7.80E-141,MIT0604_00058
630.8156196,-0.803328278,0.145316872,-5.528114289,3.24E-08,5.50E-08,MIT0604_00059
1359.51365,2.935934301,0.121671168,24.13007414,1.21E-128,1.63E-127,MIT0604_00060
4015.195559,-2.804533785,0.129084811,-21.72628797,1.16E-104,1.16E-103,MIT0604_00061
802.7715755,4.712637691,0.186327821,25.29218485,3.89E-141,6.28E-140,MIT0604_00062
959.1370616,-0.041179915,0.129415989,-0.318198049,0.750334713,0.769892309,MIT0604_00063
4097.208565,0.208957743,0.096898938,2.156450283,0.031048522,0.037145719,MIT0604_00064
4369.22167,0.059843352,0.124179937,0.481908379,0.629871034,0.654822756,MIT0604_00065
554.79691,-1.790089785,0.11451221,-15.63230498,4.39E-55,2.35E-54,MIT0604_00066
1230.406495,-3.96188758,0.147446755,-26.86995444,4.93E-159,9.43E-158,MIT0604_00067
452.8741151,3.729964622,0.162520906,22.95067584,1.45E-116,1.64E-115,MIT0604_00068
16.66971544,0.999115349,0.621709665,1.607044904,0.108044518,0.123419156,MIT0604_00069
502.6401099,1.335364534,0.131915471,10.12288039,4.37E-24,1.21E-23,MIT0604_00071
385.6008791,-0.674779259,0.173244001,-3.894964642,9.82E-05,1.40E-04,MIT0604_00072
785.6664535,-1.731092427,0.135044483,-12.81868308,1.29E-37,4.95E-37,MIT0604_00073
2018.74156,-5.927882163,0.213244823,-27.79848097,4.53E-170,9.85E-169,MIT0604_00074
2543.61923,-5.034152295,0.144207937,-34.90898206,5.43E-267,2.47E-265,MIT0604_00075
1937.693694,-1.317674055,0.137462183,-9.585720428,9.18E-22,2.39E-21,MIT0604_00076
671.5300785,-1.276619179,0.133275373,-9.578807761,9.82E-22,2.56E-21,MIT0604_00077
477.2617175,0.862003666,0.132290931,6.515969447,7.22E-11,1.38E-10,MIT0604_00078
1895.650535,-2.956354388,0.108826669,-27.16571603,1.65E-162,3.31E-161,MIT0604_00080
248.9756519,-0.972876952,0.143909704,-6.760329071,1.38E-11,2.72E-11,MIT0604_00081
1650.884261,-4.150854254,0.174530543,-23.78296759,5.01E-125,6.49E-124,MIT0604_00082
9710.099303,-1.215706989,0.109357087,-11.11685597,1.04E-28,3.21E-28,MIT0604_00083
419.4074036,0.714168324,0.15005128,4.759495035,1.94E-06,3.04E-06,MIT0604_00084
2887.621016,1.110357747,0.111931605,9.919966289,3.41E-23,9.23E-23,MIT0604_00085
232.3997245,0.669295009,0.235914484,2.837023818,0.004553621,0.00577168,MIT0604_00086
492.3781844,-0.334670882,0.117144631,-2.856903283,0.004277962,0.005449277,MIT0604_00087
1579.361728,-1.671990594,0.141576029,-11.80984245,3.47E-32,1.19E-31,MIT0604_00088
286.6305717,1.049652072,0.141620314,7.411733816,1.25E-13,2.61E-13,MIT0604_00089
692.7492711,0.544205412,0.100213832,5.430442099,5.62E-08,9.39E-08,MIT0604_00090
977.4286813,0.604292295,0.119234657,5.068092723,4.02E-07,6.49E-07,MIT0604_00091
1695.826624,-1.571953426,0.153845252,-10.21775718,1.65E-24,4.63E-24,MIT0604_00092
4007.899112,-2.013229627,0.141268821,-14.25105418,4.42E-46,2.01E-45,MIT0604_00093
39.58569391,0.146718133,0.507886304,0.288879876,0.772673304,0.790435909,MIT0604_00094
1646.696339,-2.51130749,0.224734652,-11.17454504,5.43E-29,1.70E-28,MIT0604_00095
146.6491609,-2.424818197,0.255897953,-9.47572331,2.65E-21,6.85E-21,MIT0604_00096
1330.846592,-1.916037246,0.162188308,-11.81365828,3.32E-32,1.14E-31,MIT0604_00097
537.547941,-1.079337993,0.159867965,-6.751433881,1.46E-11,2.89E-11,MIT0604_00098
196.345821,0.909617767,0.182524684,4.983532895,6.24E-07,1.00E-06,MIT0604_00099
589.6308294,-2.09940892,0.229286358,-9.156274884,5.37E-20,1.34E-19,MIT0604_00100
366.7742002,0.956862323,0.122255426,7.826747267,5.01E-15,1.09E-14,MIT0604_00101
824.9712701,-0.341383369,0.097973784,-3.484435882,4.93E-04,6.69E-04,MIT0604_00102
257.8740345,0.818993502,0.125526021,6.524491858,6.82E-11,1.31E-10,MIT0604_00103
1739.094433,0.092643931,0.108051793,0.857402999,0.391222202,0.417317274,MIT0604_00104
1172.364527,0.140427963,0.113090193,1.241734223,0.214334639,0.237158381,MIT0604_00105
1600.323443,-0.934006338,0.154119515,-6.060273037,1.36E-09,2.47E-09,MIT0604_00106
702.2548861,-0.405886794,0.169967506,-2.388025833,0.016939151,0.020615007,MIT0604_00107
757.0171989,-2.430369129,0.16710959,-14.54356468,6.42E-48,3.03E-47,MIT0604_00108
954.9792351,-2.291328858,0.108770306,-21.06575714,1.64E-98,1.51E-97,MIT0604_00109
133.7797338,-1.312491755,0.280484033,-4.679381349,2.88E-06,4.47E-06,MIT0604_00110
897.0023745,1.382007385,0.114964573,12.02115872,2.75E-33,9.61E-33,MIT0604_00111
409.2419508,-2.349510663,0.323804238,-7.255960189,3.99E-13,8.27E-13,MIT0604_00112
602.3310962,0.88047642,0.148283414,5.937794369,2.89E-09,5.16E-09,MIT0604_00113
2251.587335,-0.362262287,0.120769843,-2.999608834,0.002703265,0.003475869,MIT0604_00114
3707.191649,0.38986847,0.097909346,3.981933147,6.84E-05,9.85E-05,MIT0604_00115
1539.893835,0.569217433,0.132202214,4.305657348,1.66E-05,2.49E-05,MIT0604_00116
256.4773694,-0.427692679,0.128034759,-3.340441952,8.36E-04,0.001114724,MIT0604_00117
934.0684563,-0.237851625,0.137228093,-1.733257522,0.083049907,0.095938578,MIT0604_00118
611.1273836,0.214820147,0.128814143,1.667675168,0.095380228,0.109441326,MIT0604_00119
450.3644293,0.894539298,0.114007433,7.846324385,4.28E-15,9.38E-15,MIT0604_00120
719.8953247,0.379728538,0.096039354,3.953884755,7.69E-05,1.10E-04,MIT0604_00121
10.01692725,3.315015716,0.905081862,3.662669483,2.50E-04,3.46E-04,MIT0604_00122
215.018202,0.949523795,0.157908738,6.013117485,1.82E-09,3.29E-09,MIT0604_00123
372.0760581,1.564708271,0.138731088,11.27871402,1.67E-29,5.26E-29,MIT0604_00124
1525.515121,-1.244335842,0.112671824,-11.04389541,2.35E-28,7.19E-28,MIT0604_00125
1796.85693,-1.707790565,0.147800998,-11.55466192,6.99E-31,2.29E-30,MIT0604_00126
121.7391562,-2.542940079,0.411243026,-6.183545775,6.27E-10,1.15E-09,MIT0604_00127
154.3101314,0.01161802,0.174880669,0.066433989,0.947032311,0.951214495,MIT0604_00128
632.1234951,3.465678029,0.190188508,18.22233148,3.43E-74,2.30E-73,MIT0604_00129
1511.172802,-0.464817515,0.105304928,-4.414014823,1.01E-05,1.53E-05,MIT0604_00130
7045.598072,-1.658802322,0.136917073,-12.11537965,8.76E-34,3.11E-33,MIT0604_00131
201.5927318,0.185032407,0.141629203,1.3064566,0.191397329,0.213161225,MIT0604_00132
189.1493287,1.564305449,0.31452649,4.973525277,6.57E-07,1.05E-06,MIT0604_00133
179.8348026,0.334257084,0.21345433,1.565941923,0.117362214,0.133541107,MIT0604_00134
806.0269814,2.357144125,0.13631458,17.29194428,5.41E-67,3.31E-66,MIT0604_00135
513.7830203,-0.674881267,0.156389205,-4.315395481,1.59E-05,2.39E-05,MIT0604_00136
592.2179867,-0.304893762,0.134225578,-2.271502686,0.023116565,0.027917173,MIT0604_00137
617.1324887,1.518862406,0.1101275,13.7918541,2.85E-43,1.22E-42,MIT0604_00138
1306.224335,0.735920039,0.172646821,4.262575081,2.02E-05,3.00E-05,MIT0604_00139
4142.217717,0.458073097,0.181517429,2.52357639,0.011616782,0.014316407,MIT0604_00140
688.1173064,-2.488489434,0.147039336,-16.92397085,3.00E-64,1.77E-63,MIT0604_00141
983.4409793,-2.027889437,0.137759488,-14.72050652,4.76E-49,2.28E-48,MIT0604_00142
629.8149905,0.860233941,0.094160145,9.135860419,6.49E-20,1.62E-19,MIT0604_00143
79.45605107,2.855801417,0.35484235,8.048085067,8.41E-16,1.88E-15,MIT0604_00144
509.069499,1.097273849,0.184596276,5.944181928,2.78E-09,4.98E-09,MIT0604_00145
300.2629442,-1.803696204,0.251899182,-7.160389286,8.04E-13,1.65E-12,MIT0604_00146
303.8446976,1.798343811,0.130612028,13.76859269,3.94E-43,1.68E-42,MIT0604_00147
671.51549,0.894675647,0.103205692,8.668859528,4.36E-18,1.03E-17,MIT0604_00148
942.3507357,-2.962831003,0.121695406,-24.34628481,6.35E-131,8.96E-130,MIT0604_00149
1119.298787,-1.324209421,0.085403093,-15.50540359,3.19E-54,1.65E-53,MIT0604_00150
82.33206328,1.49482814,0.236963847,6.308254021,2.82E-10,5.25E-10,MIT0604_00152
124.826758,1.554736073,0.237956822,6.533689847,6.42E-11,1.23E-10,MIT0604_00153
125.018022,1.785166048,0.233582794,7.642540858,2.13E-14,4.58E-14,MIT0604_00154
353.3912566,2.250968538,0.203860671,11.0417008,2.40E-28,7.36E-28,MIT0604_00155
115.8751588,-0.75944091,0.22280015,-3.408619378,6.53E-04,8.79E-04,MIT0604_00156
358.1751317,-2.600187471,0.197929663,-13.13692668,2.02E-39,8.13E-39,MIT0604_00157
735.5387065,3.459577118,0.179734332,19.24828203,1.46E-82,1.08E-81,MIT0604_00158
1414.86026,1.454950826,0.15297752,9.51087996,1.89E-21,4.89E-21,MIT0604_00159
720.4022938,1.305106793,0.195541481,6.674321925,2.48E-11,4.85E-11,MIT0604_00160
806.7911823,7.158338478,0.281324758,25.44510668,8.00E-143,1.31E-141,MIT0604_00161
27.06817573,1.330838383,0.392086769,3.394244559,6.88E-04,9.23E-04,MIT0604_00162
14983.00249,8.48646125,0.191374023,44.34489649,0,0,MIT0604_00163
3257.381212,7.727613098,0.209802741,36.83275575,5.52E-297,3.14E-295,MIT0604_00164
73.86381871,-1.6465456,0.320341403,-5.139971241,2.75E-07,4.47E-07,MIT0604_00165
39.64598126,-0.041126707,0.321360492,-0.127976861,0.898167285,0.90801797,MIT0604_00166
173.9681532,-0.951050512,0.158944095,-5.983553595,2.18E-09,3.93E-09,MIT0604_00167
145.1665374,0.514040043,0.165362318,3.108568199,0.001879963,0.002449576,MIT0604_00168
1594.074679,-1.970352328,0.217175214,-9.072639063,1.16E-19,2.87E-19,MIT0604_00169
305.5799463,1.881715289,0.219523469,8.57181829,1.02E-17,2.37E-17,MIT0604_00170
939.3019058,0.615408453,0.096165548,6.39946909,1.56E-10,2.93E-10,MIT0604_00171
4199.668561,0.769637364,0.099781044,7.713262309,1.23E-14,2.66E-14,MIT0604_00172
1126.895359,-0.743488247,0.125411974,-5.928367304,3.06E-09,5.45E-09,MIT0604_00173
242.5179115,-1.071883023,0.167733535,-6.390391908,1.65E-10,3.11E-10,MIT0604_00174
4049.540257,-1.932987063,0.168658536,-11.46095007,2.07E-30,6.68E-30,MIT0604_00175
2221.261396,-0.808198239,0.106318907,-7.601641705,2.92E-14,6.26E-14,MIT0604_00176
1867.177855,0.031154784,0.084108416,0.370412206,0.71107538,0.732178724,MIT0604_00177
1478.975307,0.370530822,0.08318047,4.454541082,8.41E-06,1.28E-05,MIT0604_00178
780.598604,0.682620992,0.091409434,7.467730208,8.16E-14,1.73E-13,MIT0604_00179
722.1688827,-2.501477814,0.130063005,-19.23281585,1.97E-82,1.45E-81,MIT0604_00180
1050.966912,-3.833026289,0.165811699,-23.11674216,3.14E-118,3.65E-117,MIT0604_00181
358.1911984,1.136226522,0.197182598,5.762306263,8.30E-09,1.45E-08,MIT0604_00182
3446.328714,-2.447185759,0.19668762,-12.44199182,1.55E-35,5.74E-35,MIT0604_00183
1192.028068,-0.341203917,0.129387597,-2.637068202,0.008362602,0.010444323,MIT0604_00184
3326.738179,-1.415584713,0.201884208,-7.01186452,2.35E-12,4.75E-12,MIT0604_00185
1568.143969,-1.05240144,0.075034784,-14.0255144,1.09E-44,4.81E-44,MIT0604_00186
1884.699006,-0.629514666,0.089290572,-7.050180728,1.79E-12,3.63E-12,MIT0604_00187
1856.93111,1.104079202,0.143114871,7.714636473,1.21E-14,2.63E-14,MIT0604_00188
714.401101,1.228992884,0.100932503,12.17638374,4.15E-34,1.49E-33,MIT0604_00189
6409.696014,-0.557012666,0.133794425,-4.163197859,3.14E-05,4.62E-05,MIT0604_00190
4957.482423,-1.202503428,0.137866575,-8.722226003,2.73E-18,6.55E-18,MIT0604_00191
416.8114024,0.15594079,0.137767947,1.131909079,0.257672662,0.282061999,MIT0604_00192
1199.769678,-0.253815272,0.125143542,-2.028193126,0.042540541,0.050481442,MIT0604_00193
1332.859937,-0.149992488,0.151310941,-0.991286467,0.321545719,0.347275801,MIT0604_00194
3732.468047,-2.608009477,0.117839424,-22.13189254,1.56E-108,1.65E-107,MIT0604_00195
124.5987054,2.302004534,0.211336419,10.89260689,1.25E-27,3.76E-27,MIT0604_00196
278.4941822,2.814727589,0.180654364,15.58073396,9.84E-55,5.18E-54,MIT0604_00197
796.8734934,1.989693125,0.154171269,12.90573225,4.18E-38,1.62E-37,MIT0604_00198
822.8744518,1.210115796,0.139984086,8.644666916,5.40E-18,1.27E-17,MIT0604_00199
2049.193602,0.135739918,0.12793585,1.060999852,0.288689968,0.314334237,MIT0604_00200
2159.324864,-0.106631332,0.129449505,-0.823729166,0.410093463,0.436083802,MIT0604_00201
3627.020679,0.150255789,0.145777609,1.030719258,0.302672491,0.328684663,MIT0604_00202
1742.978607,0.260908022,0.179672445,1.452131526,0.146465038,0.165460227,MIT0604_00203
36.82026055,1.862936576,0.363290753,5.127949342,2.93E-07,4.76E-07,MIT0604_00204
173.8397933,-1.345204238,0.162051293,-8.301101526,1.03E-16,2.34E-16,MIT0604_00205
2993.866857,-1.218317737,0.177646793,-6.858090223,6.98E-12,1.39E-11,MIT0604_00206
83.80991494,0.358856106,0.239861674,1.496096065,0.134628623,0.152256791,MIT0604_00207
946.9709394,-1.035542588,0.110259664,-9.391853297,5.90E-21,1.50E-20,MIT0604_00208
144.4220179,-2.576624015,0.231375102,-11.13613346,8.37E-29,2.59E-28,MIT0604_00209
942.5614181,-1.750859015,0.113675525,-15.40225134,1.58E-53,8.09E-53,MIT0604_00210
763.9974153,-0.838657088,0.16853027,-4.976299435,6.48E-07,1.04E-06,MIT0604_00211
681.6235063,3.092319098,0.155137134,19.93281048,2.11E-88,1.72E-87,MIT0604_00212
263.2314717,-0.414576614,0.130861919,-3.168046267,0.001534671,0.002013764,MIT0604_00213
2862.785855,-1.981330958,0.158964112,-12.46401429,1.17E-35,4.37E-35,MIT0604_00214
636.3133551,-1.988841633,0.195833488,-10.15577905,3.12E-24,8.71E-24,MIT0604_00215
154.5606651,1.644658523,0.194722458,8.446167622,3.01E-17,6.88E-17,MIT0604_00216
154.6766167,0.300987271,0.213805232,1.407763828,0.159201015,0.178959076,MIT0604_00217
246.583878,-0.727781717,0.19305675,-3.769781257,1.63E-04,2.29E-04,MIT0604_00218
297.7736137,-0.838258772,0.217322677,-3.857208015,1.15E-04,1.63E-04,MIT0604_00219
534.2789051,-0.687303775,0.121154575,-5.672949401,1.40E-08,2.43E-08,MIT0604_00220
228.2328112,-2.193271229,0.176813077,-12.40446273,2.47E-35,9.08E-35,MIT0604_00221
1120.332682,-1.806378979,0.116720325,-15.47613047,5.03E-54,2.58E-53,MIT0604_00222
243.0286588,-1.112822271,0.199312518,-5.583303468,2.36E-08,4.04E-08,MIT0604_00223
112.8599,0.741698459,0.264781879,2.801167749,0.005091804,0.006422011,MIT0604_00224
26.10616212,1.15043404,0.456317813,2.521124548,0.011698044,0.01440788,MIT0604_00225
488.3910113,1.805069634,0.151908812,11.88258673,1.46E-32,5.02E-32,MIT0604_00226
664.2999614,1.356107897,0.105578938,12.84449273,9.24E-38,3.55E-37,MIT0604_00227
520.8221272,1.106432939,0.240575562,4.599107784,4.24E-06,6.55E-06,MIT0604_00228
655.875898,1.605717315,0.120898042,13.28158242,2.96E-40,1.20E-39,MIT0604_00229
272.8734568,2.144619018,0.160493913,13.36261905,1.00E-40,4.12E-40,MIT0604_00230
790.1802477,1.849495297,0.111774462,16.54667138,1.69E-61,9.67E-61,MIT0604_00231
130.6084509,-0.47988229,0.184431722,-2.601950921,0.009269512,0.011527758,MIT0604_00232
1318.533402,0.337632955,0.118150478,2.857652048,0.004267881,0.005439821,MIT0604_00233
169.5497456,0.178638855,0.157602822,1.133474972,0.257014846,0.28149245,MIT0604_00234
533.2620849,2.144705797,0.187410525,11.44389195,2.52E-30,8.12E-30,MIT0604_00235
338.3180889,1.263248134,0.170715913,7.399709316,1.36E-13,2.85E-13,MIT0604_00236
1802.193102,-2.450467117,0.194249605,-12.61504296,1.74E-36,6.59E-36,MIT0604_00237
348.074427,2.439227381,0.227037012,10.74374331,6.34E-27,1.88E-26,MIT0604_00238
323.9308174,0.267811685,0.139478574,1.920091931,0.054846288,0.064412136,MIT0604_00239
777.6312108,3.73850948,0.151256282,24.71639151,7.13E-135,1.05E-133,MIT0604_00240
1271.194849,2.962123052,0.108106983,27.3999234,2.75E-165,5.63E-164,MIT0604_00241
2876.603971,-0.620508212,0.116285598,-5.336071039,9.50E-08,1.57E-07,MIT0604_00242
7027.219431,-0.864391326,0.091407239,-9.456486565,3.18E-21,8.22E-21,MIT0604_00243
16437.76807,-0.793849694,0.121664063,-6.524931637,6.80E-11,1.30E-10,MIT0604_00244
6165.624732,-0.307470787,0.152732146,-2.013137345,0.044100182,0.052211147,MIT0604_00245
5820.793936,-0.286253461,0.118285042,-2.420030942,0.015519186,0.018931928,MIT0604_00246
4519.131339,-0.210468753,0.088623096,-2.374874745,0.017554906,0.021351689,MIT0604_00247
4279.079885,-0.066058624,0.137366017,-0.480894954,0.630591159,0.655238631,MIT0604_00248
3852.13093,-1.094927583,0.077870032,-14.06096227,6.60E-45,2.93E-44,MIT0604_00249
5213.402567,-3.47549511,0.085520643,-40.63925385,0,0,MIT0604_00250
1618.58992,0.839414453,0.123190983,6.813927696,9.50E-12,1.88E-11,MIT0604_00251
260.5239869,0.449198983,0.201560627,2.22860481,0.025840211,0.031078091,MIT0604_00252
1526.150016,-3.153316012,0.117214192,-26.90216908,2.07E-159,4.00E-158,MIT0604_00253
857.57191,-2.518766254,0.16156323,-15.58997212,8.52E-55,4.49E-54,MIT0604_00254
3782.816901,-2.428517104,0.111419902,-21.79608008,2.53E-105,2.56E-104,MIT0604_00255
12508.93524,-2.996724204,0.139242454,-21.52162736,9.77E-103,9.61E-102,MIT0604_00256
1980.076486,-2.758731906,0.107812569,-25.58822164,2.06E-144,3.41E-143,MIT0604_00257
585.2246866,-1.539941807,0.110636615,-13.91891653,4.86E-44,2.11E-43,MIT0604_00258
587.4440257,1.065890187,0.115952093,9.192504963,3.84E-20,9.62E-20,MIT0604_00259
384.7742326,0.921860301,0.134558367,6.85100692,7.33E-12,1.46E-11,MIT0604_00260
810.4838801,-2.186451942,0.187626255,-11.65323021,2.21E-31,7.34E-31,MIT0604_00261
8297.829528,-3.870897622,0.20086311,-19.27132177,9.35E-83,6.99E-82,MIT0604_00262
324.6222154,-0.157510092,0.123444345,-1.275960366,0.20196953,0.224082183,MIT0604_00263
349.1752805,-1.575387237,0.170226705,-9.254642116,2.15E-20,5.43E-20,MIT0604_00264
416791.001,-2.252744127,0.234146115,-9.621104011,6.51E-22,1.71E-21,MIT0604_00265
757.6811274,0.11483113,0.155111149,0.740315129,0.459108803,0.485682543,MIT0604_00266
342.0311591,-0.66260752,0.132603775,-4.996897867,5.83E-07,9.36E-07,MIT0604_00267
9329.49414,-1.217637177,0.160078572,-7.606496997,2.82E-14,6.04E-14,MIT0604_00268
2890.51721,-3.428588097,0.100071298,-34.2614532,2.95E-257,1.26E-255,MIT0604_00269
23931.89031,-3.787597427,0.106008919,-35.72904498,1.40E-279,6.66E-278,MIT0604_00270
1063.473384,-0.842696006,0.149856237,-5.623362917,1.87E-08,3.22E-08,MIT0604_00271
279.1635144,-1.430542545,0.237433452,-6.025025248,1.69E-09,3.06E-09,MIT0604_00272
356.5364434,-2.351831571,0.164686727,-14.28063826,2.89E-46,1.32E-45,MIT0604_00273
394.4904086,-0.827910378,0.151386156,-5.468864508,4.53E-08,7.61E-08,MIT0604_00274
994.5491786,-0.295571213,0.130156736,-2.270886792,0.023153832,0.027945692,MIT0604_00275
326.8802604,0.54974318,0.149871521,3.668096346,2.44E-04,3.39E-04,MIT0604_00276
718.8445167,-0.710649861,0.158445021,-4.485151117,7.29E-06,1.11E-05,MIT0604_00277
1850.329876,-0.531280204,0.127430241,-4.169184631,3.06E-05,4.50E-05,MIT0604_00278
127.6901925,1.53702405,0.238518766,6.444038254,1.16E-10,2.20E-10,MIT0604_00280
6917.595889,0.763655616,0.099690303,7.660279793,1.86E-14,4.00E-14,MIT0604_00281
356.6860673,-0.306294201,0.25474149,-1.202372652,0.22921918,0.252400033,MIT0604_00282
374.8829011,0.053847147,0.173160764,0.310966212,0.755826308,0.774362589,MIT0604_00283
143.6674237,1.798016749,0.313373425,5.737617181,9.60E-09,1.67E-08,MIT0604_00284
2218.743226,0.76777058,0.103511824,7.417225899,1.20E-13,2.51E-13,MIT0604_00285
195.6222475,-0.787219427,0.236898141,-3.323029146,8.90E-04,0.001183613,MIT0604_00286
1753.033446,-1.486891296,0.149068965,-9.974519501,1.97E-23,5.37E-23,MIT0604_00287
2557.443407,-1.814810976,0.197639703,-9.182421088,4.22E-20,1.05E-19,MIT0604_00288
1191.820217,-1.63247377,0.12608309,-12.94760281,2.42E-38,9.47E-38,MIT0604_00289
1465.59093,-0.447467967,0.231853662,-1.929958589,0.053611969,0.06299868,MIT0604_00290
548.137167,0.188507366,0.144481589,1.304715486,0.191989746,0.213588593,MIT0604_00291
129.5571538,2.215200409,0.249573441,8.875946104,6.93E-19,1.68E-18,MIT0604_00292
93.82816686,0.589463331,0.24165845,2.439241545,0.014718127,0.017986869,MIT0604_00293
401.1624657,-2.473349768,0.256329495,-9.649103275,4.96E-22,1.30E-21,MIT0604_00294
2279.902156,-5.097536928,0.181546369,-28.0784295,1.80E-173,3.96E-172,MIT0604_00295
359.4378348,-0.521959147,0.203724674,-2.562081152,0.0104047,0.012879984,MIT0604_00296
1291.795811,-3.200856534,0.273903726,-11.68606422,1.50E-31,5.02E-31,MIT0604_00297
