partner,treatment,product,logFC,logFC_rel_axenic,Pvalue
General_coculture,400ppm,two-component system chemotaxis response_8,1.31105973,1.31105973,4.35E-18
General_coculture,400ppm,methyl-accepting chemotaxis sensory transducer_4,0.388858221,0.388858221,0.044241671
General_coculture,400ppm,flagellin_1,-2.411164753,-2.411164753,6.53E-18
General_coculture,400ppm,CheR-type MCP methyltransferase_2,0.951688373,0.951688373,7.12E-12
General_coculture,400ppm,methyl-accepting chemotaxis sensory transducer_5,1.443206484,1.443206484,2.42E-10
General_coculture,400ppm,methyl-accepting chemotaxis sensory transducer_6,0.4179029,0.4179029,0.003043878
General_coculture,400ppm,response regulator receiver protein_2,0.346444039,0.346444039,0.001370947
General_coculture,400ppm,chemotaxis protein MotA,-0.210977469,-0.210977469,0.053725649
General_coculture,400ppm,flagellin_2,-1.999077748,-1.999077748,1.47E-29
General_coculture,400ppm,methyl-accepting chemotaxis sensory transducer_7,0.390226147,0.390226147,0.003843121
General_coculture,400ppm,response regulator receiver protein_3,0.830762835,0.830762835,1.90E-08
General_coculture,400ppm,purine-binding chemotaxis protein CheW_2,1.355869548,1.355869548,6.51E-20
General_coculture,400ppm,flagellar FliL protein_2,0.568909493,0.568909493,0.004744288
General_coculture,400ppm,methyl-accepting chemotaxis sensory transducer_8,-0.325770409,-0.325770409,0.094169904
General_coculture,400ppm,CheW protein_3,1.050621949,1.050621949,1.36E-11
General_coculture,400ppm,methyl-accepting chemotaxis sensory transducer_9,1.075404918,1.075404918,2.96E-10
General_coculture,400ppm,chemotaxis phosphatase CheZ,1.946015977,1.946015977,6.51E-37
General_coculture,400ppm,methyl-accepting chemotaxis protein_5,1.312662334,1.312662334,1.86E-09
General_coculture,400ppm,flagella synthesis protein FlgN,-1.203016318,-1.203016318,5.80E-15
General_coculture,400ppm,RNA polymerase sigma-28 (SigD/FliA/WhiG) subunit,0.92839904,0.92839904,6.55E-12
General_coculture,400ppm,methyl-accepting chemotaxis protein_6,0.691694269,0.691694269,0.000775199
General_coculture,400ppm,methyl-accepting chemotaxis protein_7,1.305325465,1.305325465,1.20E-09
General_coculture,400ppm,methyl-accepting chemotaxis sensory transducer_10,0.69552072,0.69552072,8.41E-08
General_coculture,400ppm,FlgM family anti-sigma-28 factor,-1.250756232,-1.250756232,8.00E-17
General_coculture,400ppm,two-component system chemotaxis sensor kinase_3,1.678902324,1.678902324,3.18E-24
General_coculture,400ppm,flagellin_3,1.367907893,1.367907893,1.28E-08
General_coculture,400ppm,flagellin_4,-2.597498045,-2.597498045,8.65E-34
Prochlorococcus_MIT9312,400ppm,two-component system chemotaxis response_1,0.678022175,1.817311635,0.023197703
Prochlorococcus_MIT9312,400ppm,two-component system chemotaxis response_2,0.609284143,1.346144063,0.000898385
Prochlorococcus_MIT9312,400ppm,two-component system chemotaxis response_3,-0.592805458,0.57895821,0.006111298
Prochlorococcus_MIT9312,400ppm,chemotaxis protein methyltransferase CheR_1,0.531253301,1.847091643,0.190783609
Prochlorococcus_MIT9312,400ppm,CheW protein_1,1.634846907,3.853736741,7.58E-10
Prochlorococcus_MIT9312,400ppm,CheW protein_2,-0.620147853,1.199798848,0.008155131
Prochlorococcus_MIT9312,400ppm,CheR-type MCP methyltransferase_1,0.610615123,1.694991739,0.000316869
Prochlorococcus_MIT9312,400ppm,CheD activator of MCP protein methylation,0.31873656,1.296520519,0.053843152
Prochlorococcus_MIT9312,400ppm,chemotaxis protein methyltransferase CheR_2,-0.740254386,0.34996662,0.000358491
Prochlorococcus_MIT9312,400ppm,two-component system chemotaxis response_4,-0.176321665,1.666071469,0.624388995
Prochlorococcus_MIT9312,400ppm,two-component system chemotaxis response_5,0.081535457,0.979298411,0.565344696
Prochlorococcus_MIT9312,400ppm,response regulator receiver protein_1,0.734328843,3.01474305,0.002728866
Prochlorococcus_MIT9312,400ppm,hypothetical protein,0.55932051,-0.53976612,2.34E-05
Prochlorococcus_MIT9312,400ppm,purine-binding chemotaxis protein CheW_1,-0.135655308,2.093229473,0.687205824
Prochlorococcus_MIT9312,400ppm,two-component system chemotaxis response_6,-0.277790024,0.828303322,0.125709048
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis protein_1,-0.393808531,0.159869368,0.000366474
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis protein_2,0.534332058,0.748571222,0.000129095
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis sensory transducer_1,0.045006649,-0.523425773,0.656868513
Prochlorococcus_MIT9312,400ppm,two-component system chemotaxis sensor kinase_1,0.052741068,0.633303963,0.793733695
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis sensory transducer_2,1.189496754,2.641923668,1.11E-09
Prochlorococcus_MIT9312,400ppm,two-component system chemotaxis sensor kinase_2,-0.83628048,0.89586592,9.85E-06
Prochlorococcus_MIT9312,400ppm,flagellar FliL protein_1,0.086130482,1.488588478,0.572827767
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis protein_3,-0.273650524,0.078664961,0.132030623
Prochlorococcus_MIT9312,400ppm,flagellar motor switch protein FliM,0.059846082,1.144542869,0.628849542
Prochlorococcus_MIT9312,400ppm,CheA signal transduction histidine kinase,1.091146511,3.394398888,4.01E-06
Prochlorococcus_MIT9312,400ppm,chemotaxis protein CheC,-0.024486835,1.445374596,0.903812432
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis sensory transducer_3,0.373009451,2.148862283,0.087567084
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis protein_4,-1.293056438,2.457490327,0.000333998
Prochlorococcus_MIT9312,400ppm,two-component system chemotaxis response_8,0.378994241,1.690053972,0.00280997
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis sensory transducer_4,0.065830404,0.454688624,0.700365765
Prochlorococcus_MIT9312,400ppm,flagellin_1,2.273606063,-0.13755869,1.61E-20
Prochlorococcus_MIT9312,400ppm,CheR-type MCP methyltransferase_2,-0.006158113,0.945530259,0.959407867
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis sensory transducer_5,-0.844595066,0.598611418,4.20E-05
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis sensory transducer_6,-0.280457965,0.137444935,0.028203776
Prochlorococcus_MIT9312,400ppm,response regulator receiver protein_2,-0.129193803,0.217250236,0.185603282
Prochlorococcus_MIT9312,400ppm,chemotaxis protein MotA,0.551005655,0.340028187,1.14E-08
Prochlorococcus_MIT9312,400ppm,flagellin_2,1.333591723,-0.665486026,5.10E-18
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis sensory transducer_7,-0.006646795,0.383579352,0.955864473
Prochlorococcus_MIT9312,400ppm,response regulator receiver protein_3,0.525036887,1.355799722,3.02E-05
Prochlorococcus_MIT9312,400ppm,purine-binding chemotaxis protein CheW_2,-0.31781141,1.038058139,0.014132233
Prochlorococcus_MIT9312,400ppm,flagellar FliL protein_2,-0.201932876,0.366976617,0.261656343
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis sensory transducer_8,0.228157388,-0.097613021,0.18879156
Prochlorococcus_MIT9312,400ppm,CheW protein_3,-0.055892026,0.994729923,0.678908527
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis sensory transducer_9,-0.016742623,1.058662295,0.909792958
Prochlorococcus_MIT9312,400ppm,chemotaxis phosphatase CheZ,-0.058666661,1.887349315,0.645998492
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis protein_5,-0.655511641,0.657150693,0.000803665
Prochlorococcus_MIT9312,400ppm,flagella synthesis protein FlgN,0.205387972,-0.997628346,0.138949913
Prochlorococcus_MIT9312,400ppm,RNA polymerase sigma-28 (SigD/FliA/WhiG) subunit,0.021358253,0.949757292,0.855768481
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis protein_6,-0.250473442,0.441220827,0.171930878
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis protein_7,-0.138067737,1.167257728,0.456255618
Prochlorococcus_MIT9312,400ppm,methyl-accepting chemotaxis sensory transducer_10,-0.290671025,0.404849696,0.012263652
Prochlorococcus_MIT9312,400ppm,FlgM family anti-sigma-28 factor,0.360958108,-0.889798124,0.007090083
Prochlorococcus_MIT9312,400ppm,two-component system chemotaxis sensor kinase_3,-0.022536528,1.656365796,0.871465211
Prochlorococcus_MIT9312,400ppm,flagellin_3,-1.501678424,-0.133770531,7.31E-11
Prochlorococcus_MIT9312,400ppm,flagellin_4,2.023929285,-0.573568761,9.20E-28
Synechococcus_CC9311,400ppm,two-component system chemotaxis response_1,-0.457703683,0.681585777,0.144007426
Synechococcus_CC9311,400ppm,two-component system chemotaxis response_2,-0.283048535,0.453811385,0.129311744
Synechococcus_CC9311,400ppm,two-component system chemotaxis response_3,0.665000899,1.836764566,0.000507592
Synechococcus_CC9311,400ppm,chemotaxis protein methyltransferase CheR_1,-0.481478784,0.834359558,0.258567816
Synechococcus_CC9311,400ppm,CheW protein_1,-1.027313281,1.191576553,0.0005509
Synechococcus_CC9311,400ppm,CheW protein_2,0.870589444,2.690536145,3.38E-05
Synechococcus_CC9311,400ppm,CheR-type MCP methyltransferase_1,-0.516992531,0.567384085,0.003596318
Synechococcus_CC9311,400ppm,CheD activator of MCP protein methylation,-0.121412136,0.856371823,0.464132404
Synechococcus_CC9311,400ppm,chemotaxis protein methyltransferase CheR_2,0.75063953,1.840860537,4.59E-05
Synechococcus_CC9311,400ppm,two-component system chemotaxis response_4,0.307553908,2.149947042,0.377342971
Synechococcus_CC9311,400ppm,two-component system chemotaxis response_5,0.001667728,0.899430682,0.990442352
Synechococcus_CC9311,400ppm,response regulator receiver protein_1,-0.300007627,1.980406581,0.242527756
Synechococcus_CC9311,400ppm,hypothetical protein,-0.681755908,-1.780842538,8.78E-07
Synechococcus_CC9311,400ppm,purine-binding chemotaxis protein CheW_1,0.476119889,2.70500467,0.142789495
Synechococcus_CC9311,400ppm,two-component system chemotaxis response_6,0.32321093,1.429304276,0.062139518
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis protein_1,0.340313172,0.893991071,0.000931158
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis protein_2,-0.475633153,-0.261393989,0.001131666
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis sensory transducer_1,-0.211977249,-0.780409671,0.032855692
Synechococcus_CC9311,400ppm,two-component system chemotaxis sensor kinase_1,-0.006809535,0.57375336,0.972961167
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis sensory transducer_2,-0.983620164,0.46880675,6.24E-06
Synechococcus_CC9311,400ppm,two-component system chemotaxis sensor kinase_2,0.760512401,2.492658801,8.40E-06
Synechococcus_CC9311,400ppm,flagellar FliL protein_1,0.079410518,1.481868514,0.600166836
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis protein_3,-0.378726772,-0.026411287,0.036879776
Synechococcus_CC9311,400ppm,flagellar motor switch protein FliM,0.262857491,1.347554278,0.029755498
Synechococcus_CC9311,400ppm,CheA signal transduction histidine kinase,-0.484137604,1.819114772,0.056262847
Synechococcus_CC9311,400ppm,chemotaxis protein CheC,-0.05912812,1.410733311,0.769905268
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis sensory transducer_3,-0.270683501,1.505169331,0.230484428
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis protein_4,1.245124381,4.995671146,7.08E-05
Synechococcus_CC9311,400ppm,two-component system chemotaxis response_8,0.02499024,1.33604997,0.84574383
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis sensory transducer_4,0.060093898,0.448952118,0.724307559
Synechococcus_CC9311,400ppm,flagellin_1,-1.575017198,-3.986181951,2.85E-08
Synechococcus_CC9311,400ppm,CheR-type MCP methyltransferase_2,-0.009248299,0.942440074,0.938649527
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis sensory transducer_5,0.769592103,2.212798587,3.93E-05
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis sensory transducer_6,-0.055652994,0.362249906,0.656144168
Synechococcus_CC9311,400ppm,response regulator receiver protein_2,0.133035519,0.479479557,0.161483983
Synechococcus_CC9311,400ppm,chemotaxis protein MotA,-0.335825301,-0.546802769,0.00082972
Synechococcus_CC9311,400ppm,flagellin_2,-1.137276197,-3.136353945,6.83E-11
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis sensory transducer_7,0.121560309,0.511786456,0.305211385
Synechococcus_CC9311,400ppm,response regulator receiver protein_3,0.099315174,0.930078009,0.437361155
Synechococcus_CC9311,400ppm,purine-binding chemotaxis protein CheW_2,0.258270319,1.614139867,0.038173852
Synechococcus_CC9311,400ppm,flagellar FliL protein_2,0.204941144,0.773850637,0.24223724
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis sensory transducer_8,-0.369101633,-0.694872042,0.039724412
Synechococcus_CC9311,400ppm,CheW protein_3,0.23842525,1.2890472,0.071657133
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis sensory transducer_9,0.289555506,1.364960424,0.045877637
Synechococcus_CC9311,400ppm,chemotaxis phosphatase CheZ,0.063223338,2.009239315,0.617130299
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis protein_5,0.958214622,2.270876956,1.01E-07
Synechococcus_CC9311,400ppm,flagella synthesis protein FlgN,-0.325845452,-1.528861771,0.02251933
Synechococcus_CC9311,400ppm,RNA polymerase sigma-28 (SigD/FliA/WhiG) subunit,0.122507658,1.050906698,0.292978731
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis protein_6,0.081064874,0.772759143,0.65149114
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis protein_7,0.248569815,1.55389528,0.170044588
Synechococcus_CC9311,400ppm,methyl-accepting chemotaxis sensory transducer_10,0.296728177,0.992248897,0.00802073
Synechococcus_CC9311,400ppm,FlgM family anti-sigma-28 factor,-0.280615924,-1.531372156,0.043028619
Synechococcus_CC9311,400ppm,two-component system chemotaxis sensor kinase_3,0.219903117,1.898805441,0.109300365
Synechococcus_CC9311,400ppm,flagellin_3,1.452466821,2.820374714,1.78E-13
Synechococcus_CC9311,400ppm,flagellin_4,-1.752363468,-4.349861514,1.40E-15
Synechococus_WH8102,400ppm,two-component system chemotaxis response_1,-0.220318492,0.918970967,0.473728707
Synechococus_WH8102,400ppm,two-component system chemotaxis response_2,-0.326235608,0.410624311,0.079941867
Synechococus_WH8102,400ppm,two-component system chemotaxis response_3,-0.072195441,1.099568226,0.716157787
Synechococus_WH8102,400ppm,chemotaxis protein methyltransferase CheR_1,-0.049774517,1.266063825,0.904465662
Synechococus_WH8102,400ppm,CheW protein_1,-0.607533626,1.611356208,0.034306594
Synechococus_WH8102,400ppm,CheW protein_2,-0.250441591,1.56950511,0.257607184
Synechococus_WH8102,400ppm,CheR-type MCP methyltransferase_1,-0.093622591,0.990754025,0.585840446
Synechococus_WH8102,400ppm,CheD activator of MCP protein methylation,-0.197324425,0.780459534,0.235029384
Synechococus_WH8102,400ppm,chemotaxis protein methyltransferase CheR_2,-0.010385144,1.079835862,0.957204504
Synechococus_WH8102,400ppm,two-component system chemotaxis response_4,-0.131232243,1.711160891,0.712919923
Synechococus_WH8102,400ppm,two-component system chemotaxis response_5,-0.083203185,0.814559768,0.550623078
Synechococus_WH8102,400ppm,response regulator receiver protein_1,-0.434321216,1.846092991,0.093386483
Synechococus_WH8102,400ppm,hypothetical protein,0.122435398,-0.976651232,0.348740757
Synechococus_WH8102,400ppm,purine-binding chemotaxis protein CheW_1,-0.340464581,1.888420199,0.316109117
Synechococus_WH8102,400ppm,two-component system chemotaxis response_6,-0.045420906,1.06067244,0.79699552
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis protein_1,0.053495359,0.607173257,0.607214639
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis protein_2,-0.058698905,0.155540259,0.679054772
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis sensory transducer_1,0.166970601,-0.401461821,0.084417843
Synechococus_WH8102,400ppm,two-component system chemotaxis sensor kinase_1,-0.045931532,0.534631363,0.819411844
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis sensory transducer_2,-0.20587659,1.246550324,0.315723795
Synechococus_WH8102,400ppm,two-component system chemotaxis sensor kinase_2,0.075768079,1.807914479,0.66583337
Synechococus_WH8102,400ppm,flagellar FliL protein_1,-0.165541,1.236916996,0.280967496
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis protein_3,0.652377296,1.004692782,0.000145699
Synechococus_WH8102,400ppm,flagellar motor switch protein FliM,-0.322703573,0.761993214,0.009850668
Synechococus_WH8102,400ppm,CheA signal transduction histidine kinase,-0.607008907,1.69624347,0.017670241
Synechococus_WH8102,400ppm,chemotaxis protein CheC,0.083614955,1.553476386,0.676514539
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis sensory transducer_3,-0.10232595,1.673526882,0.646679507
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis protein_4,0.047932058,3.798478823,0.882506491
Synechococus_WH8102,400ppm,two-component system chemotaxis response_8,-0.403984481,0.90707525,0.002206547
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis sensory transducer_4,-0.125924301,0.262933919,0.464583041
Synechococus_WH8102,400ppm,flagellin_1,-0.698588865,-3.109753618,0.007971657
Synechococus_WH8102,400ppm,CheR-type MCP methyltransferase_2,0.015406412,0.967094785,0.897747013
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis sensory transducer_5,0.075002962,1.518209446,0.696787221
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis sensory transducer_6,0.336110959,0.75401386,0.006005142
Synechococus_WH8102,400ppm,response regulator receiver protein_2,-0.003841716,0.342602323,0.9679672
Synechococus_WH8102,400ppm,chemotaxis protein MotA,-0.215180354,-0.426157823,0.030588717
Synechococus_WH8102,400ppm,flagellin_2,-0.196315526,-2.195393274,0.225717128
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis sensory transducer_7,-0.114913513,0.275312634,0.338738073
Synechococus_WH8102,400ppm,response regulator receiver protein_3,-0.624352061,0.206410774,3.23E-06
Synechococus_WH8102,400ppm,purine-binding chemotaxis protein CheW_2,0.059541091,1.415410639,0.636066744
Synechococus_WH8102,400ppm,flagellar FliL protein_2,-0.003008268,0.565901225,0.986458561
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis sensory transducer_8,0.140944245,-0.184826164,0.417548246
Synechococus_WH8102,400ppm,CheW protein_3,-0.182533224,0.868088725,0.1779859
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis sensory transducer_9,-0.272812883,0.802592036,0.068467536
Synechococus_WH8102,400ppm,chemotaxis phosphatase CheZ,-0.004556677,1.9414593,0.971360697
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis protein_5,-0.302702981,1.009959352,0.111569768
Synechococus_WH8102,400ppm,flagella synthesis protein FlgN,0.120457481,-1.082558838,0.38583125
Synechococus_WH8102,400ppm,RNA polymerase sigma-28 (SigD/FliA/WhiG) subunit,-0.143865911,0.784533129,0.223870992
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis protein_6,0.169408568,0.861102838,0.342877507
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis protein_7,-0.110502078,1.194823387,0.54979784
Synechococus_WH8102,400ppm,methyl-accepting chemotaxis sensory transducer_10,-0.006057153,0.689463568,0.957515076
Synechococus_WH8102,400ppm,FlgM family anti-sigma-28 factor,-0.080342184,-1.331098416,0.557214622
Synechococus_WH8102,400ppm,two-component system chemotaxis sensor kinase_3,-0.197366589,1.481535735,0.160479876
Synechococus_WH8102,400ppm,flagellin_3,0.049211603,1.417119495,0.809812029
Synechococus_WH8102,400ppm,flagellin_4,-0.271565816,-2.869063862,0.162288458
General_coculture,800ppm,two-component system chemotaxis response_1,-0.502768537,-0.502768537,0.534045341
General_coculture,800ppm,two-component system chemotaxis response_2,-0.936898955,-0.936898955,0.055533395
General_coculture,800ppm,two-component system chemotaxis response_3,1.553752833,1.553752833,0.004264605
General_coculture,800ppm,chemotaxis protein methyltransferase CheR_1,1.356149002,1.356149002,0.221732586
General_coculture,800ppm,CheW protein_1,-1.462890756,-1.462890756,0.052551497
General_coculture,800ppm,CheW protein_2,-0.113809171,-0.113809171,0.844975632
General_coculture,800ppm,CheR-type MCP methyltransferase_1,-0.216611136,-0.216611136,0.64115855
General_coculture,800ppm,CheD activator of MCP protein methylation,-0.838322204,-0.838322204,0.057735295
General_coculture,800ppm,chemotaxis protein methyltransferase CheR_2,0.498439519,0.498439519,0.330230755
General_coculture,800ppm,two-component system chemotaxis response_4,1.530987272,1.530987272,0.107849756
General_coculture,800ppm,two-component system chemotaxis response_5,-0.581474998,-0.581474998,0.118870574
General_coculture,800ppm,response regulator receiver protein_1,-1.143539838,-1.143539838,0.092934343
General_coculture,800ppm,hypothetical protein,1.976811117,1.976811117,9.11E-09
General_coculture,800ppm,purine-binding chemotaxis protein CheW_1,1.494619742,1.494619742,0.095008455
General_coculture,800ppm,two-component system chemotaxis response_6,-1.050804938,-1.050804938,0.025287314
General_coculture,800ppm,methyl-accepting chemotaxis protein_1,-0.208097525,-0.208097525,0.454574038
General_coculture,800ppm,methyl-accepting chemotaxis protein_2,0.088341506,0.088341506,0.813486686
General_coculture,800ppm,methyl-accepting chemotaxis sensory transducer_1,0.005047841,0.005047841,0.984142966
General_coculture,800ppm,two-component system chemotaxis sensor kinase_1,-0.199175318,-0.199175318,0.707898743
General_coculture,800ppm,methyl-accepting chemotaxis sensory transducer_2,-1.074353291,-1.074353291,0.047189487
General_coculture,800ppm,two-component system chemotaxis sensor kinase_2,-0.299910283,-0.299910283,0.524824058
General_coculture,800ppm,flagellar FliL protein_1,-0.586886412,-0.586886412,0.149676567
General_coculture,800ppm,methyl-accepting chemotaxis protein_3,-0.473366172,-0.473366172,0.312260078
General_coculture,800ppm,flagellar motor switch protein FliM,-0.519266907,-0.519266907,0.112844717
General_coculture,800ppm,CheA signal transduction histidine kinase,-1.035921025,-1.035921025,0.114409466
General_coculture,800ppm,chemotaxis protein CheC,-0.552515493,-0.552515493,0.302362695
General_coculture,800ppm,methyl-accepting chemotaxis sensory transducer_3,-0.036868312,-0.036868312,0.949980716
General_coculture,800ppm,methyl-accepting chemotaxis protein_4,0.260623152,0.260623152,0.769623976
General_coculture,800ppm,two-component system chemotaxis response_8,-1.130024055,-1.130024055,0.001003384
General_coculture,800ppm,methyl-accepting chemotaxis sensory transducer_4,-1.051504514,-1.051504514,0.020226105
General_coculture,800ppm,flagellin_1,3.915376432,3.915376432,7.19E-09
General_coculture,800ppm,CheR-type MCP methyltransferase_2,-0.608032201,-0.608032201,0.056661402
General_coculture,800ppm,methyl-accepting chemotaxis sensory transducer_5,0.654541567,0.654541567,0.202794824
General_coculture,800ppm,methyl-accepting chemotaxis sensory transducer_6,0.625191052,0.625191052,0.058184542
General_coculture,800ppm,response regulator receiver protein_2,-0.354552606,-0.354552606,0.161406742
General_coculture,800ppm,chemotaxis protein MotA,-1.128425599,-1.128425599,1.36E-05
General_coculture,800ppm,flagellin_2,2.232361591,2.232361591,1.47E-07
General_coculture,800ppm,methyl-accepting chemotaxis sensory transducer_7,-0.555642137,-0.555642137,0.078627043
General_coculture,800ppm,response regulator receiver protein_3,-0.677226629,-0.677226629,0.04721731
General_coculture,800ppm,purine-binding chemotaxis protein CheW_2,-0.483247498,-0.483247498,0.15013445
General_coculture,800ppm,flagellar FliL protein_2,-0.293853902,-0.293853902,0.530939282
General_coculture,800ppm,methyl-accepting chemotaxis sensory transducer_8,-0.311975633,-0.311975633,0.500569556
General_coculture,800ppm,CheW protein_3,-0.255937706,-0.255937706,0.471665401
General_coculture,800ppm,methyl-accepting chemotaxis sensory transducer_9,-0.703871586,-0.703871586,0.071471942
General_coculture,800ppm,chemotaxis phosphatase CheZ,-1.104599648,-1.104599648,0.001097489
General_coculture,800ppm,methyl-accepting chemotaxis protein_5,0.116112671,0.116112671,0.814456421
General_coculture,800ppm,flagella synthesis protein FlgN,0.986490756,0.986490756,0.007629037
General_coculture,800ppm,RNA polymerase sigma-28 (SigD/FliA/WhiG) subunit,-1.244108098,-1.244108098,6.50E-05
General_coculture,800ppm,methyl-accepting chemotaxis protein_6,0.1705782,0.1705782,0.720768691
General_coculture,800ppm,methyl-accepting chemotaxis protein_7,-0.589833716,-0.589833716,0.225271922
General_coculture,800ppm,methyl-accepting chemotaxis sensory transducer_10,-0.494940926,-0.494940926,0.100178358
General_coculture,800ppm,FlgM family anti-sigma-28 factor,0.669047547,0.669047547,0.063153096
General_coculture,800ppm,two-component system chemotaxis sensor kinase_3,-0.957096393,-0.957096393,0.009461927
General_coculture,800ppm,flagellin_3,-0.335538515,-0.335538515,0.536530552
General_coculture,800ppm,flagellin_4,1.278541558,1.278541558,0.01152606
Prochlorococcus_MIT9312,800ppm,two-component system chemotaxis response_1,-0.183059107,-0.685827644,0.670203372
Prochlorococcus_MIT9312,800ppm,two-component system chemotaxis response_2,-0.44595283,-1.382851786,0.095231902
Prochlorococcus_MIT9312,800ppm,two-component system chemotaxis response_3,1.194393042,2.748145875,3.49E-05
