locus_tag,island_id,product
P9303_17211,MIT9303_1_1484464_1508434,pyruvate:ferredoxin (flavodoxin) oxidoreductase
P9303_17221,MIT9303_1_1484464_1508434,sodium/glutamate symporter
P9303_19041,MIT9303_1_1664174_1681121,peptide deformylase
P9303_19051,MIT9303_1_1664174_1681121,hypothetical protein
P9303_19061,MIT9303_1_1664174_1681121,hypothetical protein
P9303_19071,MIT9303_1_1664174_1681121,conserved hypothetical protein
P9303_19081,MIT9303_1_1664174_1681121,hypothetical protein
P9303_19091,MIT9303_1_1664174_1681121,aspartyl/asparaginyl beta-hydroxylase
P9303_19101,MIT9303_1_1664174_1681121,hypothetical protein
P9303_19111,MIT9303_1_1664174_1681121,possible Carbohydrate phosphorylase
P9303_19131,MIT9303_1_1664174_1681121,TPR repeat-containing protein
P9303_20071,MIT9303_1_1765976_1874524,conserved hypothetical protein
P9303_20081,MIT9303_1_1765976_1874524,putative undecaprenyl-phosphate galactosephosphotransferase
P9303_20091,MIT9303_1_1765976_1874524,conserved hypothetical protein distantly related to alpha-glycosyltransferases family 4
P9303_20101,MIT9303_1_1765976_1874524,conserved hypothetical protein
P9303_20111,MIT9303_1_1765976_1874524,5-oxoprolinase (ATP-hydrolysing)
P9303_20121,MIT9303_1_1765976_1874524,conserved hypothetical protein
P9303_20131,MIT9303_1_1765976_1874524,conserved hypothetical protein
P9303_20141,MIT9303_1_1765976_1874524,N-acetyl sugar amidotransferase family protein
P9303_20151,MIT9303_1_1765976_1874524,imidazole glycerol phosphate synthase subunit hisH protein family
P9303_20161,MIT9303_1_1765976_1874524,"imidazole glycerol phosphate synthase, glutamineamidotransferase subunit"
P9303_20181,MIT9303_1_1765976_1874524,uncharacterized membrane protein
P9303_20201,MIT9303_1_1765976_1874524,prophage CP4-57 regulatory family protein
P9303_20211,MIT9303_1_1765976_1874524,Hypothetical protein
P9303_20231,MIT9303_1_1765976_1874524,prophage CP4-57 regulatory family protein
P9303_20241,MIT9303_1_1765976_1874524,Hypothetical protein
P9303_20251,MIT9303_1_1765976_1874524,hypothetical protein
P9303_20261,MIT9303_1_1765976_1874524,site-specific recombinase
P9303_20271,MIT9303_1_1765976_1874524,Conserved hypothetical protein
P9303_20281,MIT9303_1_1765976_1874524,conserved hypothetical protein
P9303_20311,MIT9303_1_1765976_1874524,hypothetical protein
P9303_20351,MIT9303_1_1765976_1874524,hypothetical protein
P9303_20371,MIT9303_1_1765976_1874524,tetratricopeptide repeat family protein
P9303_20381,MIT9303_1_1765976_1874524,tetratricopeptide repeat family protein
P9303_20401,MIT9303_1_1765976_1874524,hypothetical protein
P9303_20411,MIT9303_1_1765976_1874524,tyrosine-type recombinase/integrase
P9303_20431,MIT9303_1_1765976_1874524,competence protein ComEC
P9303_20451,MIT9303_1_1765976_1874524,iron deficiency-induced protein A
P9303_20461,MIT9303_1_1765976_1874524,possible D12 class N6 adenine-specific DNA met
P9303_20471,MIT9303_1_1765976_1874524,conserved hypothetical protein
P9303_20491,MIT9303_1_1765976_1874524,iron-uptake factor PiuC
P9303_20501,MIT9303_1_1765976_1874524,possible peptidase
P9303_20541,MIT9303_1_1765976_1874524,"glycine--tRNA ligase, alpha subunit"
P9303_20551,MIT9303_1_1765976_1874524,uncharacterized membrane protein
P9303_20561,MIT9303_1_1765976_1874524,Hypothetical protein
P9303_20571,MIT9303_1_1765976_1874524,methyltransferase domain protein
P9303_20591,MIT9303_1_1765976_1874524,Predicted protein family PM-8
P9303_20611,MIT9303_1_1765976_1874524,conserved hypothetical protein
P9303_20621,MIT9303_1_1765976_1874524,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase"
P9303_20631,MIT9303_1_1765976_1874524,Conserved hypothetical protein
P9303_20641,MIT9303_1_1765976_1874524,"imidazole glycerol phosphate synthase, cyclase subunit"
P9303_20651,MIT9303_1_1765976_1874524,cytochrome b6-f complex subunit PetP
P9303_20661,MIT9303_1_1765976_1874524,chlorophyll a synthase
P9303_20671,MIT9303_1_1765976_1874524,penicillin-binding-like protein 1A (PBP1A)(transpeptidase)
P9303_20681,MIT9303_1_1765976_1874524,ribosomal RNA small subunit methyltransferase B
P9303_20691,MIT9303_1_1765976_1874524,6-O-alkylguanine DNA alkyltransferase-like protein
P9303_20701,MIT9303_1_1765976_1874524,tRNA guanosine-2'-O-methyltransferase
P9303_20711,MIT9303_1_1765976_1874524,uncharacterized conserved membrane protein
P9303_20721,MIT9303_1_1765976_1874524,"ABC-type oligopeptide transporter, membrane component"
P9303_20731,MIT9303_1_1765976_1874524,two-component sensor histidine kinase
P9303_20741,MIT9303_1_1765976_1874524,possible xylose isomerase
P9303_20751,MIT9303_1_1765976_1874524,conserved hypothetical protein (DUF2063)
P9303_20761,MIT9303_1_1765976_1874524,umarylacetoacetate (FAA) hydrolase family
P9303_20771,MIT9303_1_1765976_1874524,Uncharacterized conserved membrane protein
P9303_20781,MIT9303_1_1765976_1874524,"plastoquinone biosynthesis coenzyme, Coq4 family protein"
P9303_20791,MIT9303_1_1765976_1874524,hypothetical protein
P9303_20801,MIT9303_1_1765976_1874524,cupredoxin-like protein
P9303_20811,MIT9303_1_1765976_1874524,two-component sensor histidine kinase
P9303_20821,MIT9303_1_1765976_1874524,conserved hypothetical protein
P9303_20831,MIT9303_1_1765976_1874524,prepilin-type N-terminal cleavage/methylation domain containing protein
P9303_20841,MIT9303_1_1765976_1874524,uncharacterized conserved secreted protein
P9303_20851,MIT9303_1_1765976_1874524,conserved hypothetical protein
P9303_20881,MIT9303_1_1765976_1874524,type IV pilin PilA
P9303_20891,MIT9303_1_1765976_1874524,pilin polypeptide PilA-like N-terminal methylation domain-containing protein
P9303_20901,MIT9303_1_1765976_1874524,uncharacterized conserved membrane protein
P9303_20921,MIT9303_1_1765976_1874524,conserved hypothetical protein
P9303_20931,MIT9303_1_1765976_1874524,von Willebrand factor A-like domain-containing protein
P9303_20941,MIT9303_1_1765976_1874524,GTP-binding protein LepA
P9303_20961,MIT9303_1_1765976_1874524,conserved hypothetical protein
P9303_20971,MIT9303_1_1765976_1874524,malate:quinone oxidoreductase
P9303_20981,MIT9303_1_1765976_1874524,NifU-like protein
P9303_20991,MIT9303_1_1765976_1874524,metallopeptidase
P9303_21011,MIT9303_1_1765976_1874524,possible Galanin
P9303_21021,MIT9303_1_1765976_1874524,putative lemA protein
P9303_21041,MIT9303_1_1765976_1874524,Conserved hypothetical protein
P9303_21061,MIT9303_1_1765976_1874524,possible Replication protein
P9303_21071,MIT9303_1_1765976_1874524,type II lanthionine synthetase
P9303_21081,MIT9303_1_1765976_1874524,delta-12 fatty acid desaturase DesA2
P9303_21101,MIT9303_1_1765976_1874524,pyridoxal phosphate-dependent monomeric L-cysteine/cystine C-S-lyase
P9303_21111,MIT9303_1_1765976_1874524,hydrogenase/urease accessory protein
P9303_21121,MIT9303_1_1765976_1874524,alpha/beta hydrolase fold family protein
P9303_RS08670,MIT9303_1_1765976_1874524,carbamoyltransferase C-terminal domain-containing protein
P9303_RS08735,MIT9303_1_1765976_1874524,tetratricopeptide repeat protein
P9303_RS08985,MIT9303_1_1765976_1874524,hypothetical protein
P9303_RS13190,MIT9303_1_1765976_1874524,hypothetical protein
P9303_RS13205,MIT9303_1_1765976_1874524,PulJ/GspJ family protein
P9303_RS14305,MIT9303_1_1765976_1874524,hypothetical protein
P9303_RS14320,MIT9303_1_1765976_1874524,hypothetical protein
P9303_RS14325,MIT9303_1_1765976_1874524,tyrosine-type recombinase/integrase
P9303_RS14335,MIT9303_1_1765976_1874524,Arm DNA-binding domain-containing protein
P9303_RS14340,MIT9303_1_1765976_1874524,hypothetical protein
P9303_RS14695,MIT9303_1_1765976_1874524,carbohydrate porin
P9303_RS14700,MIT9303_1_1765976_1874524,iron uptake porin
P9303_RS14785,MIT9303_1_1765976_1874524,carbamoyltransferase C-terminal domain-containing protein
P9303_pseudoVIMSS1362655,MIT9303_1_1765976_1874524,hypothetical protein
P9303_21221,MIT9303_1_1882656_1900283,conserved hypothetical protein
P9303_21231,MIT9303_1_1882656_1900283,Hypothetical protein
P9303_21241,MIT9303_1_1882656_1900283,amino acid permease family protein
P9303_21261,MIT9303_1_1882656_1900283,"six-bladed beta-propeller, TolB-like protein"
P9303_21271,MIT9303_1_1882656_1900283,hypothetical protein
P9303_21281,MIT9303_1_1882656_1900283,conserved hypothetical protein
P9303_21291,MIT9303_1_1882656_1900283,"pyruvate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component"
P9303_21311,MIT9303_1_1882656_1900283,conserved hypothetical protein
P9303_21331,MIT9303_1_1882656_1900283,putative membrane protein
P9303_21341,MIT9303_1_1882656_1900283,putative receptor for leucine transport system
P9303_RS09145,MIT9303_1_1882656_1900283,hypothetical protein
P9303_23951,MIT9303_1_2109989_2136997,nif11-like leader peptide domain protein
P9303_23981,MIT9303_1_2109989_2136997,TPR repeat-containing protein
P9303_24031,MIT9303_1_2109989_2136997,hypothetical protein
P9303_24041,MIT9303_1_2109989_2136997,hypothetical protein
P9303_24051,MIT9303_1_2109989_2136997,conserved hypothetical protein
P9303_24071,MIT9303_1_2109989_2136997,TPR repeat-containing protein
P9303_24081,MIT9303_1_2109989_2136997,TPR repeat-containing protein
P9303_24101,MIT9303_1_2109989_2136997,TPR repeat-containing protein
P9303_24151,MIT9303_1_2109989_2136997,conserved hypothetical protein
P9303_24161,MIT9303_1_2109989_2136997,TPR repeat-containing protein
P9303_24171,MIT9303_1_2109989_2136997,TPR repeat-containing protein
P9303_24181,MIT9303_1_2109989_2136997,DNA-3-methyladenine glycosylase
P9303_24191,MIT9303_1_2109989_2136997,TPR repeat-containing protein
P9303_24211,MIT9303_1_2109989_2136997,tetratricopeptide repeat protein
P9303_24271,MIT9303_1_2109989_2136997,conserved hypothetical protein
P9303_24301,MIT9303_1_2109989_2136997,creatinine amidohydrolase family protein
P9303_RS10465,MIT9303_1_2109989_2136997,tetratricopeptide repeat protein
P9303_RS14420,MIT9303_1_2109989_2136997,hypothetical protein
P9303_26931,MIT9303_1_2376432_2387207,histidine phosphatase super family protein
P9303_26941,MIT9303_1_2376432_2387207,conserved hypothetical protein
P9303_26961,MIT9303_1_2376432_2387207,heat-inducible transcription repressor HrcA
P9303_26971,MIT9303_1_2376432_2387207,transposase IS200 like family protein
P9303_26981,MIT9303_1_2376432_2387207,putative carbamoyl-phosphate synthase L chain
P9303_26991,MIT9303_1_2376432_2387207,Conserved hypothetical protein
P9303_27001,MIT9303_1_2376432_2387207,Sulfotransferase
P9303_27011,MIT9303_1_2376432_2387207,acyl-CoA N-acyltransferase
P9303_27021,MIT9303_1_2376432_2387207,coenzyme PQQ synthesis D family protein
P9303_27031,MIT9303_1_2376432_2387207,conserved hypothetical protein
P9303_27041,MIT9303_1_2376432_2387207,putative carbamoyl-phosphate synthase L chain
P9303_27481,MIT9303_1_2419775_2437214,transposase IS200 like family protein
P9303_27491,MIT9303_1_2419775_2437214,putative carbamoyl-phosphate synthase L chain
P9303_27511,MIT9303_1_2419775_2437214,putative carbamoyl-phosphate synthase L chain
P9303_27521,MIT9303_1_2419775_2437214,"lantipeptide precursor, Nif11-like leader peptide domain protein"
P9303_27531,MIT9303_1_2419775_2437214,nicotinate-nucleotide diphosphorylase
P9303_27541,MIT9303_1_2419775_2437214,tRNA modification GTPase
P9303_27551,MIT9303_1_2419775_2437214,conserved hypothetical protein
P9303_27571,MIT9303_1_2419775_2437214,Conserved hypothetical protein
P9303_27581,MIT9303_1_2419775_2437214,possible Paralytic/GBP/PSP peptide
P9303_27611,MIT9303_1_2419775_2437214,Conserved hypothetical protein
P9303_27631,MIT9303_1_2419775_2437214,hypothetical protein
P9303_27641,MIT9303_1_2419775_2437214,"small-conductance mechanosensitive ion channel, MscS family"
P9303_27651,MIT9303_1_2419775_2437214,rubredoxin
P9303_27671,MIT9303_1_2419775_2437214,conserved hypothetical protein
P9303_27691,MIT9303_1_2419775_2437214,uncharacterized conserved membrane protein
P9303_28011,MIT9303_1_2466752_2549120,type I phosphodiesterase / nucleotide pyrophosphatase family protein
P9303_28021,MIT9303_1_2466752_2549120,nif11-like leader peptide domain protein
P9303_28031,MIT9303_1_2466752_2549120,carbohydrate-binding module family 2-containing protein
P9303_28041,MIT9303_1_2466752_2549120,hypothetical protein
P9303_28051,MIT9303_1_2466752_2549120,"peptide/nickel ABC transport system, ATP-binding component"
P9303_28061,MIT9303_1_2466752_2549120,"bifunctional GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase"
P9303_28071,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28081,MIT9303_1_2466752_2549120,"conserved hypothetical protein, uncharacterized ACR/YdiU/UPF0061 family"
P9303_28101,MIT9303_1_2466752_2549120,putative membrane protein
P9303_28131,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28141,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28171,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28201,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28211,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28221,MIT9303_1_2466752_2549120,"lantipeptide precursor, Nif11-like leader peptide domain protein"
P9303_28231,MIT9303_1_2466752_2549120,glutamate N-acetyltransferase/amino-acid acetyltransferase
P9303_28241,MIT9303_1_2466752_2549120,dephospho-CoA kinase
P9303_28261,MIT9303_1_2466752_2549120,hypothetical protein
P9303_28271,MIT9303_1_2466752_2549120,"beta-glycosyltransferase, family 2"
P9303_28281,MIT9303_1_2466752_2549120,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B
P9303_28291,MIT9303_1_2466752_2549120,glycine oxidase
P9303_28301,MIT9303_1_2466752_2549120,nucleoside diphosphate kinase
P9303_28311,MIT9303_1_2466752_2549120,arginine decarboxylase
P9303_28321,MIT9303_1_2466752_2549120,cyclic AMP receptor protein/DNA-binding transcriptional dual regulator
P9303_28331,MIT9303_1_2466752_2549120,adenylate cyclase
P9303_28341,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28351,MIT9303_1_2466752_2549120,cyclic nucleotide-binding-like protein
P9303_28361,MIT9303_1_2466752_2549120,PAP2 superfamily protein
P9303_28371,MIT9303_1_2466752_2549120,alanyl-tRNA synthetase
P9303_28381,MIT9303_1_2466752_2549120,"superfamily II DNA/RNA helicases, SNF2 family"
P9303_28391,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28401,MIT9303_1_2466752_2549120,bacterial MEKHLA protein
P9303_28411,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28431,MIT9303_1_2466752_2549120,"possible Tripartite transporter component (TRAP-T family), substrate binding protein"
P9303_28441,MIT9303_1_2466752_2549120,possible Tripartite transporter component (TRAP-T family)
P9303_28451,MIT9303_1_2466752_2549120,possible Tripartite transporter component (TRAP-T family)
P9303_28461,MIT9303_1_2466752_2549120,flavoprotein involved in Mehler reaction
P9303_28471,MIT9303_1_2466752_2549120,hypothetical protein
P9303_28481,MIT9303_1_2466752_2549120,tetratricopeptide repeat family protein
P9303_28491,MIT9303_1_2466752_2549120,phage integrase family protein
P9303_28501,MIT9303_1_2466752_2549120,tetratricopeptide repeat family protein
P9303_28511,MIT9303_1_2466752_2549120,hypothetical protein
P9303_28521,MIT9303_1_2466752_2549120,hypothetical protein
P9303_28541,MIT9303_1_2466752_2549120,hypothetical protein
P9303_28561,MIT9303_1_2466752_2549120,phage integrase
P9303_28571,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28581,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28591,MIT9303_1_2466752_2549120,"ABC-type multidrug transport system, ATPase component"
P9303_28601,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28621,MIT9303_1_2466752_2549120,circadian oscillating COP23 family protein
P9303_28631,MIT9303_1_2466752_2549120,serine protease DO-like protein
P9303_28641,MIT9303_1_2466752_2549120,tetratricopeptide repeat family protein
P9303_28651,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28661,MIT9303_1_2466752_2549120,tellurium resistance protein
P9303_28671,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28681,MIT9303_1_2466752_2549120,tetratricopeptide repeat family protein
P9303_28691,MIT9303_1_2466752_2549120,TPR repeat-containing protein
P9303_28701,MIT9303_1_2466752_2549120,tetratricopeptide repeat family protein
P9303_28711,MIT9303_1_2466752_2549120,TPR repeat-containing protein
P9303_28721,MIT9303_1_2466752_2549120,tetratricopeptide repeat family protein
P9303_28731,MIT9303_1_2466752_2549120,site-specific recombinase
P9303_28741,MIT9303_1_2466752_2549120,Conserved hypothetical protein
P9303_28751,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28761,MIT9303_1_2466752_2549120,Hypothetical protein
P9303_28791,MIT9303_1_2466752_2549120,conserved hypothetical protein
P9303_28811,MIT9303_1_2466752_2549120,"possible Zinc finger, C3HC4 type (RING finger)"
P9303_RS12160,MIT9303_1_2466752_2549120,hypothetical protein
P9303_RS13730,MIT9303_1_2466752_2549120,hypothetical protein
P9303_RS14480,MIT9303_1_2466752_2549120,hypothetical protein
P9303_RS14490,MIT9303_1_2466752_2549120,hypothetical protein
P9303_RS14505,MIT9303_1_2466752_2549120,hypothetical protein
P9303_RS14640,MIT9303_1_2466752_2549120,hypothetical protein
P9303_RS14810,MIT9303_1_2466752_2549120,tyrosine-type recombinase/integrase
P9303_29401,MIT9303_1_2599508_2609162,RF-1 domain protein
P9303_29421,MIT9303_1_2599508_2609162,hypothetical protein
P9303_29431,MIT9303_1_2599508_2609162,hypothetical protein
P9303_29441,MIT9303_1_2599508_2609162,hypothetical protein
P9303_29451,MIT9303_1_2599508_2609162,hypothetical protein
P9303_29471,MIT9303_1_2599508_2609162,hypothetical protein
P9303_29481,MIT9303_1_2599508_2609162,hypothetical protein
P9303_RS12710,MIT9303_1_2599508_2609162,adenylyl-sulfate kinase
P9303_01981,MIT9303_1_216963_222553,"lantipeptide precursor, Nif11-like leader peptide domain protein"
P9303_01991,MIT9303_1_216963_222553,Hypothetical protein
P9303_02001,MIT9303_1_216963_222553,"protein of unknown function DUF1499, Prochlorococcus-specific"
P9303_02011,MIT9303_1_216963_222553,Conserved hypothetical protein
P9303_02021,MIT9303_1_216963_222553,conserved hypothetical protein
P9303_02671,MIT9303_1_279449_313583,"RND transporter, hydrophobe/amphiphile efflux-1 family protein"
P9303_02681,MIT9303_1_279449_313583,uncharacterized conserved membrane protein
P9303_02691,MIT9303_1_279449_313583,phosphoglucomutase
P9303_02701,MIT9303_1_279449_313583,uncharacterized conserved secreted protein
P9303_02711,MIT9303_1_279449_313583,conserved hypothetical protein
P9303_02721,MIT9303_1_279449_313583,putative membrane protein
P9303_02731,MIT9303_1_279449_313583,hypothetical protein
P9303_02741,MIT9303_1_279449_313583,membrane anchored protease
P9303_02751,MIT9303_1_279449_313583,NfeD-like family protein YbbJ
P9303_02761,MIT9303_1_279449_313583,hypothetical protein
P9303_02771,MIT9303_1_279449_313583,methyltransferase domain protein
P9303_02801,MIT9303_1_279449_313583,methyltransferase domain protein
P9303_02811,MIT9303_1_279449_313583,TPR repeat-containing protein
P9303_02831,MIT9303_1_279449_313583,hypothetical protein
P9303_02841,MIT9303_1_279449_313583,TPR repeat-containing protein
P9303_02901,MIT9303_1_279449_313583,conserved hypothetical protein
P9303_02931,MIT9303_1_279449_313583,conserved hypothetical protein
P9303_02941,MIT9303_1_279449_313583,TPR repeat-containing protein
P9303_02951,MIT9303_1_279449_313583,competence protein
P9303_02961,MIT9303_1_279449_313583,TPR repeat-containing protein
P9303_02971,MIT9303_1_279449_313583,competence protein
P9303_RS01390,MIT9303_1_279449_313583,tetratricopeptide repeat protein
P9303_RS13785,MIT9303_1_279449_313583,hypothetical protein
P9303_03371,MIT9303_1_345732_382457,conserved hypothetical protein
P9303_03401,MIT9303_1_345732_382457,adenylate cyclase
P9303_03411,MIT9303_1_345732_382457,uncharacterized conserved secreted protein
P9303_03421,MIT9303_1_345732_382457,CHAT domain-containing protein
P9303_03431,MIT9303_1_345732_382457,hypothetical protein
P9303_03441,MIT9303_1_345732_382457,conserved hypothetical protein
P9303_03451,MIT9303_1_345732_382457,hypothetical protein
P9303_03461,MIT9303_1_345732_382457,acid phosphatase
P9303_03471,MIT9303_1_345732_382457,uncharacterized conserved lipoprotein (DUF1254/DUF1214)
