locus_tag,island_id,product,resolved_locus_tag,resolution_method
Pro0589,SS120_1_552787_679270,"conserved hypothetical protein, Prochlorococcus-specific (PM-2)",Pro0589,locus_tag:locus_tag
Pro0590,SS120_1_552787_679270,30S ribosomal protein S21,Pro0590,locus_tag:locus_tag
Pro0591,SS120_1_552787_679270,uncharacterized conserved membrane protein,Pro0591,locus_tag:locus_tag
Pro0593,SS120_1_552787_679270,conserved hypothetical protein,Pro0593,locus_tag:locus_tag
Pro0594,SS120_1_552787_679270,uncharacterized conserved secreted protein,Pro0594,locus_tag:locus_tag
Pro0596,SS120_1_552787_679270,ABC-type phosphate transport system ATPase component,Pro0596,locus_tag:locus_tag
Pro0597,SS120_1_552787_679270,ABC-type phosphate transport system permease component,Pro0597,locus_tag:locus_tag
Pro0598,SS120_1_552787_679270,ABC-type phosphate transport system permease component,Pro0598,locus_tag:locus_tag
Pro0599,SS120_1_552787_679270,conserved hypothetical protein,Pro0599,locus_tag:locus_tag
Pro0601,SS120_1_552787_679270,conserved hypothetical protein,Pro0601,locus_tag:locus_tag
Pro0602,SS120_1_552787_679270,Predicted protein family PM-25,Pro0602,locus_tag:locus_tag
Pro0604,SS120_1_552787_679270,conserved hypothetical protein,Pro0604,locus_tag:locus_tag
Pro0606,SS120_1_552787_679270,putative domain protein,Pro0606,locus_tag:locus_tag
Pro0607,SS120_1_552787_679270,"ATP-dependent DNA/RNA helicase, superfamily II",Pro0607,locus_tag:locus_tag
Pro0608,SS120_1_552787_679270,conserved hypothetical protein,Pro0608,locus_tag:locus_tag
Pro0609,SS120_1_552787_679270,putative predicted protein,Pro0609,locus_tag:locus_tag
Pro0610,SS120_1_552787_679270,conserved hypothetical protein,Pro0610,locus_tag:locus_tag
Pro0612,SS120_1_552787_679270,retron-type reverse transcriptase,Pro0612,locus_tag:locus_tag
Pro0613,SS120_1_552787_679270,Uncharacterized conserved protein containing SWIM-like Zn-finger,Pro0613,locus_tag:locus_tag
Pro0614,SS120_1_552787_679270,conserved hypothetical protein,Pro0614,locus_tag:locus_tag
Pro0615,SS120_1_552787_679270,AbrB family trancriptional regulator fused to LRR containing domain,Pro0615,locus_tag:locus_tag
Pro0617,SS120_1_552787_679270,conserved hypothetical protein,Pro0617,locus_tag:locus_tag
Pro0618,SS120_1_552787_679270,conserved hypothetical protein,Pro0618,locus_tag:locus_tag
Pro0619,SS120_1_552787_679270,Predicted protein family PM-26,Pro0619,locus_tag:locus_tag
Pro0620,SS120_1_552787_679270,possible Legume lectins alpha domain,Pro0620,locus_tag:locus_tag
Pro0621,SS120_1_552787_679270,Predicted protein family PM-3,Pro0621,locus_tag:locus_tag
Pro0622,SS120_1_552787_679270,Predicted protein family PM-4,Pro0622,locus_tag:locus_tag
Pro0623,SS120_1_552787_679270,conserved hypothetical protein,Pro0623,locus_tag:locus_tag
Pro0624,SS120_1_552787_679270,Predicted protein family PM-22,Pro0624,locus_tag:locus_tag
Pro0625,SS120_1_552787_679270,conserved hypothetical protein,Pro0625,locus_tag:locus_tag
Pro0626,SS120_1_552787_679270,conserved hypothetical protein,Pro0626,locus_tag:locus_tag
Pro0627,SS120_1_552787_679270,conserved hypothetical protein,Pro0627,locus_tag:locus_tag
Pro0628,SS120_1_552787_679270,conserved hypothetical protein,Pro0628,locus_tag:locus_tag
Pro0629,SS120_1_552787_679270,DNA helicase,Pro0629,locus_tag:locus_tag
Pro0630,SS120_1_552787_679270,Putative Type IIC bifunctional restriction-modification protein with endonuclease and N6-adenine DNA methyltransferase activity,Pro0630,locus_tag:locus_tag
Pro0631,SS120_1_552787_679270,uncharacterized TonB box-containing membrane protein,Pro0631,locus_tag:locus_tag
Pro0632,SS120_1_552787_679270,conserved hypothetical protein,Pro0632,locus_tag:locus_tag
Pro0633,SS120_1_552787_679270,Zn-ribbon protein,Pro0633,locus_tag:locus_tag
Pro0634,SS120_1_552787_679270,conserved hypothetical protein,Pro0634,locus_tag:locus_tag
Pro0635,SS120_1_552787_679270,integrase,Pro0635,locus_tag:locus_tag
Pro0636,SS120_1_552787_679270,conserved hypothetical protein,Pro0636,locus_tag:locus_tag
Pro0639,SS120_1_552787_679270,conserved hypothetical protein,Pro0639,locus_tag:locus_tag
Pro0641,SS120_1_552787_679270,conserved hypothetical protein,Pro0641,locus_tag:locus_tag
Pro0642,SS120_1_552787_679270,conserved hypothetical protein,Pro0642,locus_tag:locus_tag
Pro0643,SS120_1_552787_679270,"uncharacterized secreted protein, Prochlorococcus-specific",Pro0643,locus_tag:locus_tag
Pro0644,SS120_1_552787_679270,HesB-like domain-containing protein,Pro0644,locus_tag:locus_tag
Pro0646,SS120_1_552787_679270,Predicted protein family PM-6,Pro0646,locus_tag:locus_tag
Pro0649,SS120_1_552787_679270,conserved hypothetical protein (DUF3764),Pro0649,locus_tag:locus_tag
Pro0650,SS120_1_552787_679270,"conserved hypothetical protein, Prochlorococcus-specific",Pro0650,locus_tag:locus_tag
Pro0652,SS120_1_552787_679270,hypothetical protein,Pro0652,locus_tag:locus_tag
Pro0653,SS120_1_552787_679270,conserved hypothetical protein,Pro0653,locus_tag:locus_tag
Pro0655,SS120_1_552787_679270,cupin domain-containing protein,Pro0655,locus_tag:locus_tag
Pro0656,SS120_1_552787_679270,hypothetical protein,Pro0656,locus_tag:locus_tag
Pro0657,SS120_1_552787_679270,putative SOS response associated peptidase,Pro0657,locus_tag:locus_tag
Pro0658,SS120_1_552787_679270,conserved hypothetical protein (DUF3303),Pro0658,locus_tag:locus_tag
Pro0659,SS120_1_552787_679270,Predicted protein family PM-7,Pro0659,locus_tag:locus_tag
Pro0661,SS120_1_552787_679270,Predicted protein family PM-8,Pro0661,locus_tag:locus_tag
Pro0662,SS120_1_552787_679270,NADPH-dependent reductase,Pro0662,locus_tag:locus_tag
Pro0663,SS120_1_552787_679270,conserved hypothetical protein,Pro0663,locus_tag:locus_tag
Pro0664,SS120_1_552787_679270,conserved hypothetical protein,Pro0664,locus_tag:locus_tag
Pro0665,SS120_1_552787_679270,conserved hypothetical protein,Pro0665,locus_tag:locus_tag
Pro0666,SS120_1_552787_679270,"uncharacterized conserved membrane protein, Prochlorococcus-specific",Pro0666,locus_tag:locus_tag
Pro0667,SS120_1_552787_679270,conserved hypothetical protein,Pro0667,locus_tag:locus_tag
Pro0668,SS120_1_552787_679270,Predicted protein family PM-6,Pro0668,locus_tag:locus_tag
Pro0669,SS120_1_552787_679270,conserved hypothetical protein,Pro0669,locus_tag:locus_tag
Pro0670,SS120_1_552787_679270,conserved hypothetical protein,Pro0670,locus_tag:locus_tag
Pro0671,SS120_1_552787_679270,conserved hypothetical protein,Pro0671,locus_tag:locus_tag
Pro0672,SS120_1_552787_679270,uncharacterized conserved membrane protein,Pro0672,locus_tag:locus_tag
Pro0673,SS120_1_552787_679270,"BgtA-like ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), ATPase subunit",Pro0673,locus_tag:locus_tag
Pro0674,SS120_1_552787_679270,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), membrane protein",Pro0674,locus_tag:locus_tag
Pro0675,SS120_1_552787_679270,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), membrane protein",Pro0675,locus_tag:locus_tag
Pro0676,SS120_1_552787_679270,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), substrate binding protein",Pro0676,locus_tag:locus_tag
Pro0677,SS120_1_552787_679270,conserved hypothetical protein,Pro0677,locus_tag:locus_tag
Pro0678,SS120_1_552787_679270,conserved hypothetical protein,Pro0678,locus_tag:locus_tag
Pro0679,SS120_1_552787_679270,polysaccharide biosynthesis family protein,Pro0679,locus_tag:locus_tag
Pro0680,SS120_1_552787_679270,glycosyl transferase 4 family protein,Pro0680,locus_tag:locus_tag
Pro0681,SS120_1_552787_679270,nucleoside-diphosphate-sugar epimerase,Pro0681,locus_tag:locus_tag
Pro0682,SS120_1_552787_679270,possible alpha-galactosyltransferase,Pro0682,locus_tag:locus_tag
Pro0683,SS120_1_552787_679270,Predicted protein family PM-3,Pro0683,locus_tag:locus_tag
Pro0684,SS120_1_552787_679270,Predicted protein family PM-4,Pro0684,locus_tag:locus_tag
Pro0686,SS120_1_552787_679270,Predicted protein family PM-22,Pro0686,locus_tag:locus_tag
Pro0687,SS120_1_552787_679270,conserved hypothetical protein,Pro0687,locus_tag:locus_tag
Pro0688,SS120_1_552787_679270,conserved hypothetical protein,Pro0688,locus_tag:locus_tag
Pro0689,SS120_1_552787_679270,conserved hypothetical protein,Pro0689,locus_tag:locus_tag
Pro0690,SS120_1_552787_679270,Predicted protein family PM-9,Pro0690,locus_tag:locus_tag
Pro0691,SS120_1_552787_679270,conserved hypothetical protein,Pro0691,locus_tag:locus_tag
Pro0692,SS120_1_552787_679270,uncharacterized conserved membrane protein,Pro0692,locus_tag:locus_tag
Pro0694,SS120_1_552787_679270,uncharacterized conserved membrane protein,Pro0694,locus_tag:locus_tag
Pro0695,SS120_1_552787_679270,conserved hypothetical protein,Pro0695,locus_tag:locus_tag
Pro0696,SS120_1_552787_679270,bacteriophage-like membrane-associated DNA-binding domain-containing protein,Pro0696,locus_tag:locus_tag
Pro0698,SS120_1_552787_679270,"succinate dehydrogenase/fumarate reductase, transmembrane subunit",Pro0698,locus_tag:locus_tag
Pro0699,SS120_1_552787_679270,"succinate dehydrogenase/fumarate reductase, flavoprotein subunit",Pro0699,locus_tag:locus_tag
Pro0700,SS120_1_552787_679270,"succinate dehydrogenase/fumarate reductase, Fe-S protein subunit",Pro0700,locus_tag:locus_tag
Pro0701,SS120_1_552787_679270,conserved hypothetical protein,Pro0701,locus_tag:locus_tag
Pro0702,SS120_1_552787_679270,AAA domain protein,Pro0702,locus_tag:locus_tag
Pro0703,SS120_1_552787_679270,calcineurin-like phosphoesterase family protein,Pro0703,locus_tag:locus_tag
Pro0704,SS120_1_552787_679270,conserved hypothetical protein (DUF3104),Pro0704,locus_tag:locus_tag
Pro0705,SS120_1_552787_679270,conserved hypothetical protein,Pro0705,locus_tag:locus_tag
Pro0706,SS120_1_552787_679270,"possible DNA gyrase/topoisomerase IV, subunit",Pro0706,locus_tag:locus_tag
Pro0707,SS120_1_552787_679270,Putative Type I restriction-modification system S subunit,Pro0707,locus_tag:locus_tag
Pro0708,SS120_1_552787_679270,Putative Type I restriction-modification system M subunit,Pro0708,locus_tag:locus_tag
Pro0709,SS120_1_552787_679270,conserved hypothetical protein,Pro0709,locus_tag:locus_tag
Pro0710,SS120_1_552787_679270,short-chain dehydrogenase/reductase (SDR) superfamily,Pro0710,locus_tag:locus_tag
Pro0711,SS120_1_552787_679270,Predicted protein family PM-5,Pro0711,locus_tag:locus_tag
Pro0712,SS120_1_552787_679270,conserved hypothetical protein,Pro0712,locus_tag:locus_tag
Pro0715,SS120_1_552787_679270,possible uncharacterized conserved secreted protein,Pro0715,locus_tag:locus_tag
Pro0716,SS120_1_552787_679270,conserved hypothetical protein,Pro0716,locus_tag:locus_tag
Pro0717,SS120_1_552787_679270,conserved hypothetical protein,Pro0717,locus_tag:locus_tag
Pro0718,SS120_1_552787_679270,conserved hypothetical protein,Pro0718,locus_tag:locus_tag
Pro0719,SS120_1_552787_679270,conserved hypothetical protein,Pro0719,locus_tag:locus_tag
Pro0720,SS120_1_552787_679270,sulfite exporter TauE/SafE family protein,Pro0720,locus_tag:locus_tag
Pro0721,SS120_1_552787_679270,conserved hypothetical protein,Pro0721,locus_tag:locus_tag
Pro0722,SS120_1_552787_679270,conserved hypothetical protein (DUF2862),Pro0722,locus_tag:locus_tag
Pro0723,SS120_1_552787_679270,conserved hypothetical protein,Pro0723,locus_tag:locus_tag
Pro0724,SS120_1_552787_679270,conserved hypothetical protein,Pro0724,locus_tag:locus_tag
Pro0725,SS120_1_552787_679270,conserved hypothetical protein,Pro0725,locus_tag:locus_tag
Pro0726,SS120_1_552787_679270,conserved hypothetical protein,Pro0726,locus_tag:locus_tag
Pro0727,SS120_1_552787_679270,glucosyl-3-phosphoglycerate synthase,Pro0727,locus_tag:locus_tag
Pro0728,SS120_1_552787_679270,possible glucosyl(mannosyl)glycerate-glucosidase,Pro0728,locus_tag:locus_tag
Pro0729,SS120_1_552787_679270,glucosyl-3-phosphoglycerate phosphatase,Pro0729,locus_tag:locus_tag
Pro0730,SS120_1_552787_679270,D-glycerate 3-kinase,Pro0730,locus_tag:locus_tag
Pro0731,SS120_1_552787_679270,conserved hypothetical protein (DUF1830),Pro0731,locus_tag:locus_tag
Pro0732,SS120_1_552787_679270,conserved hypothetical protein,Pro0732,locus_tag:locus_tag
Pro0734,SS120_1_552787_679270,putative gRAM domain,Pro0734,locus_tag:locus_tag
Pro0735,SS120_1_552787_679270,undecaprenyl-diphosphatase,Pro0735,locus_tag:locus_tag
Pro0737,SS120_1_552787_679270,outer membrane porin,Pro0737,locus_tag:locus_tag
Pro0738,SS120_1_552787_679270,"conserved hypothetical protein, Prochlorococcus-specific",Pro0738,locus_tag:locus_tag
Pro0740,SS120_1_552787_679270,peptide methionine sulfoxide reductase,Pro0740,locus_tag:locus_tag
Pro0741,SS120_1_552787_679270,regulator of phycobilisome association C,Pro0741,locus_tag:locus_tag
Pro0742,SS120_1_552787_679270,putative ABC multidrug efflux transporter,Pro0742,locus_tag:locus_tag
Pro0743,SS120_1_552787_679270,conserved hypothetical protein,Pro0743,locus_tag:locus_tag
Pro0744,SS120_1_552787_679270,anthranilate phosphoribosyltransferase,Pro0744,locus_tag:locus_tag
Pro0745,SS120_1_552787_679270,carbamoyl-phosphate synthase small subunit,Pro0745,locus_tag:locus_tag
Pro0746,SS120_1_552787_679270,anti-anti-sigma factor family protein,Pro0746,locus_tag:locus_tag
Pro0747,SS120_1_552787_679270,ribonuclease III domain protein,Pro0747,locus_tag:locus_tag
Pro0748,SS120_1_552787_679270,23S rRNA (guanosine2251-2'-O)-methyltransferase,Pro0748,locus_tag:locus_tag
Pro0749,SS120_1_552787_679270,uncharacterized conserved secreted protein (DUF1816),Pro0749,locus_tag:locus_tag
PRO_RS09600,SS120_1_829645_834384,hypothetical protein,PRO_RS09600,locus_tag:locus_tag
Pro0910,SS120_1_829645_834384,conserved hypothetical protein,Pro0910,locus_tag:locus_tag
Pro0911,SS120_1_829645_834384,conserved hypothetical protein,Pro0911,locus_tag:locus_tag
Pro0912,SS120_1_829645_834384,uncharacterized conserved lipoprotein,Pro0912,locus_tag:locus_tag
Pro0913,SS120_1_829645_834384,conserved hypothetical protein,Pro0913,locus_tag:locus_tag
Pro0914,SS120_1_829645_834384,conserved hypothetical protein,Pro0914,locus_tag:locus_tag
Pro0915,SS120_1_829645_834384,conserved hypothetical protein,Pro0915,locus_tag:locus_tag
Pro0916,SS120_1_829645_834384,LysM-repeat protein,Pro0916,locus_tag:locus_tag
Pro0917,SS120_1_829645_834384,uncharacterized conserved metal-binding protein (DUF2103),Pro0917,locus_tag:locus_tag
Pro0918,SS120_1_829645_834384,cytochrome b6/f complex subunit VIII,Pro0918,locus_tag:locus_tag
PRO_RS09380,SS120_1_882562_923668,hypothetical protein,PRO_RS09380,locus_tag:locus_tag
PRO_RS09530,SS120_1_882562_923668,photosystem II biogenesis protein Psb30,PRO_RS09530,locus_tag:locus_tag
Pro0961,SS120_1_882562_923668,ATP adenylyltransferase,Pro0961,locus_tag:locus_tag
Pro0962,SS120_1_882562_923668,conserved hypothetical protein,Pro0962,locus_tag:locus_tag
Pro0963,SS120_1_882562_923668,DnaJ type IV chaperone protein,Pro0963,locus_tag:locus_tag
Pro0964,SS120_1_882562_923668,hypothetical protein,Pro0964,locus_tag:locus_tag
Pro0965,SS120_1_882562_923668,23S rRNA (uracil-5-)-methyltransferase,Pro0965,locus_tag:locus_tag
Pro0966,SS120_1_882562_923668,"phenylalanine--tRNA ligase, beta subunit",Pro0966,locus_tag:locus_tag
Pro0967,SS120_1_882562_923668,50S ribosomal protein L33,Pro0967,locus_tag:locus_tag
Pro0968,SS120_1_882562_923668,30S ribosomal protein S18,Pro0968,locus_tag:locus_tag
Pro0969,SS120_1_882562_923668,exoribonuclease II,Pro0969,locus_tag:locus_tag
Pro0970,SS120_1_882562_923668,methionine--tRNA ligase,Pro0970,locus_tag:locus_tag
Pro0971,SS120_1_882562_923668,"LptC-related, lipopolysaccharide assembly protein",Pro0971,locus_tag:locus_tag
Pro0972,SS120_1_882562_923668,cofactor assembly of complex C subunit CCB2,Pro0972,locus_tag:locus_tag
Pro0973,SS120_1_882562_923668,uncharacterized conserved membrane protein,Pro0973,locus_tag:locus_tag
Pro0974,SS120_1_882562_923668,bifunctional adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase,Pro0974,locus_tag:locus_tag
Pro0975,SS120_1_882562_923668,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase,Pro0975,locus_tag:locus_tag
Pro0976,SS120_1_882562_923668,conserved hypothetical protein,Pro0976,locus_tag:locus_tag
Pro0978,SS120_1_882562_923668,2-Cys peroxiredoxin,Pro0978,locus_tag:locus_tag
Pro0980,SS120_1_882562_923668,possible photosystem II D1 repair protein FtsH3,Pro0980,locus_tag:locus_tag
Pro0981,SS120_1_882562_923668,50S ribosomal protein L32,Pro0981,locus_tag:locus_tag
Pro0982,SS120_1_882562_923668,conserved hypothetical protein,Pro0982,locus_tag:locus_tag
Pro0983,SS120_1_882562_923668,"HAD hydrolase, IA, variant 3 family protein",Pro0983,locus_tag:locus_tag
Pro0984,SS120_1_882562_923668,single-stranded DNA-specific exonuclease,Pro0984,locus_tag:locus_tag
Pro0985,SS120_1_882562_923668,zinc- or iron-chelating domain-containing protein,Pro0985,locus_tag:locus_tag
Pro0986,SS120_1_882562_923668,uncharacterized membrane protein,Pro0986,locus_tag:locus_tag
Pro0987,SS120_1_882562_923668,uncharacterized membrane protein (UPF0016),Pro0987,locus_tag:locus_tag
Pro0988,SS120_1_882562_923668,exoribonuclease R,Pro0988,locus_tag:locus_tag
Pro0989,SS120_1_882562_923668,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Pro0989,locus_tag:locus_tag
Pro0990,SS120_1_882562_923668,uncharacterized conserved membrane protein,Pro0990,locus_tag:locus_tag
Pro0991,SS120_1_882562_923668,NADH dehydrogenase subunit NdhV,Pro0991,locus_tag:locus_tag
Pro0992,SS120_1_882562_923668,magnesium-protoporphyrin IX monomethyl ester aerobic oxidative cyclase,Pro0992,locus_tag:locus_tag
Pro0993,SS120_1_882562_923668,2Fe-2S ferredoxin,Pro0993,locus_tag:locus_tag
Pro0994,SS120_1_882562_923668,conserved hypothetical protein,Pro0994,locus_tag:locus_tag
Pro0995,SS120_1_882562_923668,modulator of DNA gyrase,Pro0995,locus_tag:locus_tag
Pro0996,SS120_1_882562_923668,possible modulator of DNA gyrase,Pro0996,locus_tag:locus_tag
Pro0997,SS120_1_882562_923668,methionyl-tRNA formyltransferase,Pro0997,locus_tag:locus_tag
Pro0998,SS120_1_882562_923668,putative photosystem II assembly factor TerC,Pro0998,locus_tag:locus_tag
Pro0999,SS120_1_882562_923668,conserved hypothetical protein,Pro0999,locus_tag:locus_tag
Pro1000,SS120_1_882562_923668,transcription-repair coupling factor,Pro1000,locus_tag:locus_tag
Pro1001,SS120_1_882562_923668,conserved hypothetical protein,Pro1001,locus_tag:locus_tag
Pro1002,SS120_1_882562_923668,conserved hypothetical protein,Pro1002,locus_tag:locus_tag
Pro1004,SS120_1_882562_923668,conserved hypothetical protein,Pro1004,locus_tag:locus_tag
Pro1006,SS120_1_882562_923668,conserved hypothetical protein,Pro1006,locus_tag:locus_tag
Pro1007,SS120_1_882562_923668,tryptophan-rich conserved hypothetical protein CHP02450,Pro1007,locus_tag:locus_tag
PRO_RS05780,SS120_1_1086417_1132253,Hypothetical protein,PRO_RS05780,locus_tag:locus_tag
PRO_RS05800,SS120_1_1086417_1132253,hypothetical protein,PRO_RS05800,locus_tag:locus_tag
PRO_RS05850,SS120_1_1086417_1132253,Conserved hypothetical protein,PRO_RS05850,locus_tag:locus_tag
PRO_RS06015,SS120_1_1086417_1132253,hypothetical protein,PRO_RS06015,locus_tag:locus_tag
PRO_RS09605,SS120_1_1086417_1132253,hypothetical protein,PRO_RS09605,locus_tag:locus_tag
Pro1157,SS120_1_1086417_1132253,ribokinase,Pro1157,locus_tag:locus_tag
Pro1158,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1158,locus_tag:locus_tag
Pro1159,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1159,locus_tag:locus_tag
Pro1160,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1160,locus_tag:locus_tag
Pro1161,SS120_1_1086417_1132253,pentapeptide repeats family protein,Pro1161,locus_tag:locus_tag
Pro1162,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1162,locus_tag:locus_tag
Pro1163,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1163,locus_tag:locus_tag
Pro1164,SS120_1_1086417_1132253,flavodoxin,Pro1164,locus_tag:locus_tag
Pro1166,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1166,locus_tag:locus_tag
Pro1167,SS120_1_1086417_1132253,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated",Pro1167,locus_tag:locus_tag
Pro1168,SS120_1_1086417_1132253,Predicted protein family PM-20,Pro1168,locus_tag:locus_tag
Pro1169,SS120_1_1086417_1132253,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated",Pro1169,locus_tag:locus_tag
Pro1170,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1170,locus_tag:locus_tag
Pro1172,SS120_1_1086417_1132253,Predicted protein family PM-20,Pro1172,locus_tag:locus_tag
Pro1173,SS120_1_1086417_1132253,Predicted protein family PM-20,Pro1173,locus_tag:locus_tag
Pro1174,SS120_1_1086417_1132253,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated",Pro1174,locus_tag:locus_tag
Pro1175,SS120_1_1086417_1132253,high light inducible protein,Pro1175,locus_tag:locus_tag
Pro1176,SS120_1_1086417_1132253,high light inducible protein,Pro1176,locus_tag:locus_tag
Pro1177,SS120_1_1086417_1132253,uncharacterized conserved membrane protein,Pro1177,locus_tag:locus_tag
Pro1178,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1178,locus_tag:locus_tag
Pro1179,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1179,locus_tag:locus_tag
Pro1180,SS120_1_1086417_1132253,FMN-binding split barrel domain-containing protein,Pro1180,locus_tag:locus_tag
Pro1181,SS120_1_1086417_1132253,conserved hypothetical protein (DUF3386),Pro1181,locus_tag:locus_tag
Pro1183,SS120_1_1086417_1132253,nif11-like leader peptide domain protein,Pro1183,locus_tag:locus_tag
Pro1184,SS120_1_1086417_1132253,formate-dependent phosphoribosyl glycinamide formyl transferase,Pro1184,locus_tag:locus_tag
Pro1185,SS120_1_1086417_1132253,Predicted protein family PM-11,Pro1185,locus_tag:locus_tag
Pro1187,SS120_1_1086417_1132253,metallo-hydrolase/oxidoreductase,Pro1187,locus_tag:locus_tag
Pro1188,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1188,locus_tag:locus_tag
Pro1190,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1190,locus_tag:locus_tag
Pro1191,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1191,locus_tag:locus_tag
Pro1192,SS120_1_1086417_1132253,pyridoxine 4-dehydrogenase,Pro1192,locus_tag:locus_tag
Pro1193,SS120_1_1086417_1132253,putative membrane protein,Pro1193,locus_tag:locus_tag
Pro1194,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1194,locus_tag:locus_tag
Pro1195,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1195,locus_tag:locus_tag
Pro1196,SS120_1_1086417_1132253,ABC transport system ATP-binding/permease protein,Pro1196,locus_tag:locus_tag
Pro1197,SS120_1_1086417_1132253,nucleotide-binding alpha-beta plait domain-containing protein,Pro1197,locus_tag:locus_tag
