locus_tag,island_id,product,resolved_locus_tag,resolution_method
SOI86_RS02265,MIT1314_1_342965_389049,hypothetical protein,SOI86_RS02265,locus_tag:locus_tag
SOI86_RS03810,MIT1314_1_641706_653207,glycosyltransferase,SOI86_RS03810,locus_tag:locus_tag
SOI86_RS03815,MIT1314_1_641706_653207,hypothetical protein,SOI86_RS03815,locus_tag:locus_tag
SOI86_RS03820,MIT1314_1_641706_653207,glycosyltransferase,SOI86_RS03820,locus_tag:locus_tag
SOI86_RS03825,MIT1314_1_641706_653207,glycosyltransferase,SOI86_RS03825,locus_tag:locus_tag
SOI86_RS03830,MIT1314_1_641706_653207,hypothetical protein,SOI86_RS03830,locus_tag:locus_tag
SOI86_RS03835,MIT1314_1_641706_653207,nucleoside-diphosphate sugar epimerase/dehydratase,SOI86_RS03835,locus_tag:locus_tag
SOI86_RS03840,MIT1314_1_641706_653207,glycosyltransferase family 2 protein,SOI86_RS03840,locus_tag:locus_tag
SOI86_RS03845,MIT1314_1_641706_653207,DUF2142 domain-containing protein,SOI86_RS03845,locus_tag:locus_tag
SOI86_RS03850,MIT1314_1_641706_653207,hypothetical protein,SOI86_RS03850,locus_tag:locus_tag
SOI86_RS03980,MIT1314_1_678019_703751,hypothetical protein,SOI86_RS03980,locus_tag:locus_tag
SOI86_RS03985,MIT1314_1_678019_703751,hypothetical protein,SOI86_RS03985,locus_tag:locus_tag
SOI86_RS03990,MIT1314_1_678019_703751,sugar phosphate nucleotidyltransferase,SOI86_RS03990,locus_tag:locus_tag
SOI86_RS03995,MIT1314_1_678019_703751,SDR family oxidoreductase,SOI86_RS03995,locus_tag:locus_tag
SOI86_RS04000,MIT1314_1_678019_703751,acylneuraminate cytidylyltransferase family protein,SOI86_RS04000,locus_tag:locus_tag
SOI86_RS04005,MIT1314_1_678019_703751,hypothetical protein,SOI86_RS04005,locus_tag:locus_tag
SOI86_RS04010,MIT1314_1_678019_703751,UDP-N-acetylglucosamine 2-epimerase,SOI86_RS04010,locus_tag:locus_tag
SOI86_RS04015,MIT1314_1_678019_703751,N-acetylneuraminate synthase family protein,SOI86_RS04015,locus_tag:locus_tag
SOI86_RS04020,MIT1314_1_678019_703751,"GDP-mannose 4,6-dehydratase",SOI86_RS04020,locus_tag:locus_tag
SOI86_RS04025,MIT1314_1_678019_703751,glycosyltransferase,SOI86_RS04025,locus_tag:locus_tag
SOI86_RS04030,MIT1314_1_678019_703751,N-acetylneuraminate synthase family protein,SOI86_RS04030,locus_tag:locus_tag
SOI86_RS04035,MIT1314_1_678019_703751,class I SAM-dependent methyltransferase,SOI86_RS04035,locus_tag:locus_tag
SOI86_RS04040,MIT1314_1_678019_703751,glycosyltransferase,SOI86_RS04040,locus_tag:locus_tag
SOI86_RS04045,MIT1314_1_678019_703751,hypothetical protein,SOI86_RS04045,locus_tag:locus_tag
SOI86_RS04050,MIT1314_1_678019_703751,hypothetical protein,SOI86_RS04050,locus_tag:locus_tag
SOI86_RS04055,MIT1314_1_678019_703751,MraY family glycosyltransferase,SOI86_RS04055,locus_tag:locus_tag
SOI86_RS04060,MIT1314_1_678019_703751,SLBB domain-containing protein,SOI86_RS04060,locus_tag:locus_tag
SOI86_RS04065,MIT1314_1_678019_703751,polysaccharide biosynthesis tyrosine autokinase,SOI86_RS04065,locus_tag:locus_tag
SOI86_RS04070,MIT1314_1_678019_703751,dual specificity protein phosphatase,SOI86_RS04070,locus_tag:locus_tag
SOI86_RS04075,MIT1314_1_678019_703751,TylF/MycF/NovP-related O-methyltransferase,SOI86_RS04075,locus_tag:locus_tag
SOI86_RS04080,MIT1314_1_678019_703751,class I SAM-dependent methyltransferase,SOI86_RS04080,locus_tag:locus_tag
SOI86_RS04085,MIT1314_1_678019_703751,class I SAM-dependent methyltransferase,SOI86_RS04085,locus_tag:locus_tag
SOI86_RS04425,MIT1314_1_768199_777618,ATP-dependent Clp protease proteolytic subunit,SOI86_RS04425,locus_tag:locus_tag
SOI86_RS04430,MIT1314_1_768199_777618,ketol-acid reductoisomerase,SOI86_RS04430,locus_tag:locus_tag
SOI86_RS04435,MIT1314_1_768199_777618,adenosylcobinamide-phosphate synthase CbiB,SOI86_RS04435,locus_tag:locus_tag
SOI86_RS04440,MIT1314_1_768199_777618,chlorophyll a/b-binding protein,SOI86_RS04440,locus_tag:locus_tag
SOI86_RS04445,MIT1314_1_768199_777618,hypothetical protein,SOI86_RS04445,locus_tag:locus_tag
SOI86_RS04450,MIT1314_1_768199_777618,hypothetical protein,SOI86_RS04450,locus_tag:locus_tag
SOI86_RS04455,MIT1314_1_768199_777618,hypothetical protein,SOI86_RS04455,locus_tag:locus_tag
SOI86_RS04460,MIT1314_1_768199_777618,hypothetical protein,SOI86_RS04460,locus_tag:locus_tag
SOI86_RS04465,MIT1314_1_768199_777618,HU family DNA-binding protein,SOI86_RS04465,locus_tag:locus_tag
SOI86_RS04470,MIT1314_1_768199_777618,isoamylase,SOI86_RS04470,locus_tag:locus_tag
SOI86_RS04480,MIT1314_1_768199_777618,MFS transporter,SOI86_RS04480,locus_tag:locus_tag
SOI86_RS05410,MIT1314_1_925382_970057,YlxR family protein,SOI86_RS05410,locus_tag:locus_tag
SOI86_RS05415,MIT1314_1_925382_970057,translation initiation factor IF-2,SOI86_RS05415,locus_tag:locus_tag
SOI86_RS05420,MIT1314_1_925382_970057,DUF3493 domain-containing protein,SOI86_RS05420,locus_tag:locus_tag
SOI86_RS05430,MIT1314_1_925382_970057,ArnT family glycosyltransferase,SOI86_RS05430,locus_tag:locus_tag
SOI86_RS05435,MIT1314_1_925382_970057,glycosyltransferase family 2 protein,SOI86_RS05435,locus_tag:locus_tag
SOI86_RS05440,MIT1314_1_925382_970057,photosystem II high light acclimation radical SAM protein,SOI86_RS05440,locus_tag:locus_tag
SOI86_RS05445,MIT1314_1_925382_970057,ATP-dependent Clp protease adapter ClpS,SOI86_RS05445,locus_tag:locus_tag
SOI86_RS05450,MIT1314_1_925382_970057,LL-diaminopimelate aminotransferase,SOI86_RS05450,locus_tag:locus_tag
SOI86_RS05455,MIT1314_1_925382_970057,Rne/Rng family ribonuclease,SOI86_RS05455,locus_tag:locus_tag
SOI86_RS05460,MIT1314_1_925382_970057,ribonuclease HII,SOI86_RS05460,locus_tag:locus_tag
SOI86_RS05465,MIT1314_1_925382_970057,DUF1997 domain-containing protein,SOI86_RS05465,locus_tag:locus_tag
SOI86_RS05470,MIT1314_1_925382_970057,prephenate dehydratase,SOI86_RS05470,locus_tag:locus_tag
SOI86_RS05475,MIT1314_1_925382_970057,methyltransferase domain-containing protein,SOI86_RS05475,locus_tag:locus_tag
SOI86_RS05480,MIT1314_1_925382_970057,LON peptidase substrate-binding domain-containing protein,SOI86_RS05480,locus_tag:locus_tag
SOI86_RS05485,MIT1314_1_925382_970057,30S ribosomal protein S10,SOI86_RS05485,locus_tag:locus_tag
SOI86_RS05490,MIT1314_1_925382_970057,elongation factor Tu,SOI86_RS05490,locus_tag:locus_tag
SOI86_RS05495,MIT1314_1_925382_970057,elongation factor G,SOI86_RS05495,locus_tag:locus_tag
SOI86_RS05500,MIT1314_1_925382_970057,30S ribosomal protein S7,SOI86_RS05500,locus_tag:locus_tag
SOI86_RS05505,MIT1314_1_925382_970057,30S ribosomal protein S12,SOI86_RS05505,locus_tag:locus_tag
SOI86_RS05510,MIT1314_1_925382_970057,glutamate synthase large subunit,SOI86_RS05510,locus_tag:locus_tag
SOI86_RS05515,MIT1314_1_925382_970057,YciI family protein,SOI86_RS05515,locus_tag:locus_tag
SOI86_RS05520,MIT1314_1_925382_970057,lipoyl synthase,SOI86_RS05520,locus_tag:locus_tag
SOI86_RS05525,MIT1314_1_925382_970057,recombinase family protein,SOI86_RS05525,locus_tag:locus_tag
SOI86_RS05530,MIT1314_1_925382_970057,hypothetical protein,SOI86_RS05530,locus_tag:locus_tag
SOI86_RS05535,MIT1314_1_925382_970057,serine hydrolase,SOI86_RS05535,locus_tag:locus_tag
SOI86_RS05540,MIT1314_1_925382_970057,C40 family peptidase,SOI86_RS05540,locus_tag:locus_tag
SOI86_RS05545,MIT1314_1_925382_970057,photosystem I reaction center protein subunit XI,SOI86_RS05545,locus_tag:locus_tag
SOI86_RS05550,MIT1314_1_925382_970057,photosystem I reaction center subunit VIII,SOI86_RS05550,locus_tag:locus_tag
SOI86_RS05555,MIT1314_1_925382_970057,hypothetical protein,SOI86_RS05555,locus_tag:locus_tag
SOI86_RS05565,MIT1314_1_925382_970057,photosystem I core protein PsaB,SOI86_RS05565,locus_tag:locus_tag
SOI86_RS05570,MIT1314_1_925382_970057,photosystem I core protein PsaA,SOI86_RS05570,locus_tag:locus_tag
SOI86_RS05575,MIT1314_1_925382_970057,precorrin-3B C(17)-methyltransferase,SOI86_RS05575,locus_tag:locus_tag
SOI86_RS05580,MIT1314_1_925382_970057,TIGR01548 family HAD-type hydrolase,SOI86_RS05580,locus_tag:locus_tag
SOI86_RS05590,MIT1314_1_925382_970057,alanine racemase,SOI86_RS05590,locus_tag:locus_tag
SOI86_RS05595,MIT1314_1_925382_970057,HNH endonuclease,SOI86_RS05595,locus_tag:locus_tag
SOI86_RS05600,MIT1314_1_925382_970057,peptide chain release factor 1,SOI86_RS05600,locus_tag:locus_tag
SOI86_RS05605,MIT1314_1_925382_970057,50S ribosomal protein L31,SOI86_RS05605,locus_tag:locus_tag
SOI86_RS05610,MIT1314_1_925382_970057,30S ribosomal protein S9,SOI86_RS05610,locus_tag:locus_tag
SOI86_RS05615,MIT1314_1_925382_970057,50S ribosomal protein L13,SOI86_RS05615,locus_tag:locus_tag
SOI86_RS05675,MIT1314_1_976276_981181,50S ribosomal protein L6,SOI86_RS05675,locus_tag:locus_tag
SOI86_RS05680,MIT1314_1_976276_981181,30S ribosomal protein S8,SOI86_RS05680,locus_tag:locus_tag
SOI86_RS05685,MIT1314_1_976276_981181,50S ribosomal protein L5,SOI86_RS05685,locus_tag:locus_tag
SOI86_RS05690,MIT1314_1_976276_981181,50S ribosomal protein L24,SOI86_RS05690,locus_tag:locus_tag
SOI86_RS05695,MIT1314_1_976276_981181,50S ribosomal protein L14,SOI86_RS05695,locus_tag:locus_tag
SOI86_RS05700,MIT1314_1_976276_981181,30S ribosomal protein S17,SOI86_RS05700,locus_tag:locus_tag
SOI86_RS05705,MIT1314_1_976276_981181,50S ribosomal protein L29,SOI86_RS05705,locus_tag:locus_tag
SOI86_RS05710,MIT1314_1_976276_981181,50S ribosomal protein L16,SOI86_RS05710,locus_tag:locus_tag
SOI86_RS05715,MIT1314_1_976276_981181,30S ribosomal protein S3,SOI86_RS05715,locus_tag:locus_tag
SOI86_RS05720,MIT1314_1_976276_981181,50S ribosomal protein L22,SOI86_RS05720,locus_tag:locus_tag
SOI86_RS05725,MIT1314_1_976276_981181,30S ribosomal protein S19,SOI86_RS05725,locus_tag:locus_tag
SOI86_RS06170,MIT1314_1_1059772_1120036,translation initiation factor IF-3,SOI86_RS06170,locus_tag:locus_tag
SOI86_RS06175,MIT1314_1_1059772_1120036,GntR family transcriptional regulator,SOI86_RS06175,locus_tag:locus_tag
SOI86_RS06180,MIT1314_1_1059772_1120036,serine O-acetyltransferase,SOI86_RS06180,locus_tag:locus_tag
SOI86_RS06185,MIT1314_1_1059772_1120036,preprotein translocase subunit SecA,SOI86_RS06185,locus_tag:locus_tag
SOI86_RS06190,MIT1314_1_1059772_1120036,GNAT family N-acetyltransferase,SOI86_RS06190,locus_tag:locus_tag
SOI86_RS06195,MIT1314_1_1059772_1120036,nuclear transport factor 2 family protein,SOI86_RS06195,locus_tag:locus_tag
SOI86_RS06205,MIT1314_1_1059772_1120036,"6,7-dimethyl-8-ribityllumazine synthase",SOI86_RS06205,locus_tag:locus_tag
SOI86_RS06210,MIT1314_1_1059772_1120036,photosystem II reaction center protein PsbZ,SOI86_RS06210,locus_tag:locus_tag
SOI86_RS06215,MIT1314_1_1059772_1120036,DNA mismatch repair protein MutS,SOI86_RS06215,locus_tag:locus_tag
SOI86_RS06220,MIT1314_1_1059772_1120036,precorrin-8X methylmutase,SOI86_RS06220,locus_tag:locus_tag
SOI86_RS06225,MIT1314_1_1059772_1120036,DNA polymerase III subunit delta,SOI86_RS06225,locus_tag:locus_tag
SOI86_RS06230,MIT1314_1_1059772_1120036,aspartate kinase,SOI86_RS06230,locus_tag:locus_tag
SOI86_RS06235,MIT1314_1_1059772_1120036,excinuclease ABC subunit UvrB,SOI86_RS06235,locus_tag:locus_tag
SOI86_RS06240,MIT1314_1_1059772_1120036,DUF561 domain-containing protein,SOI86_RS06240,locus_tag:locus_tag
SOI86_RS06245,MIT1314_1_1059772_1120036,tRNA lysidine(34) synthetase TilS,SOI86_RS06245,locus_tag:locus_tag
SOI86_RS06250,MIT1314_1_1059772_1120036,ribonuclease J,SOI86_RS06250,locus_tag:locus_tag
SOI86_RS06255,MIT1314_1_1059772_1120036,4-hydroxy-tetrahydrodipicolinate synthase,SOI86_RS06255,locus_tag:locus_tag
SOI86_RS06260,MIT1314_1_1059772_1120036,aspartate-semialdehyde dehydrogenase,SOI86_RS06260,locus_tag:locus_tag
SOI86_RS06265,MIT1314_1_1059772_1120036,trigger factor,SOI86_RS06265,locus_tag:locus_tag
SOI86_RS06270,MIT1314_1_1059772_1120036,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,SOI86_RS06270,locus_tag:locus_tag
SOI86_RS06275,MIT1314_1_1059772_1120036,ATP-dependent protease ATP-binding subunit ClpX,SOI86_RS06275,locus_tag:locus_tag
SOI86_RS06280,MIT1314_1_1059772_1120036,DNA polymerase III subunit gamma/tau,SOI86_RS06280,locus_tag:locus_tag
SOI86_RS06285,MIT1314_1_1059772_1120036,glycosyltransferase,SOI86_RS06285,locus_tag:locus_tag
SOI86_RS06290,MIT1314_1_1059772_1120036,SpoIID/LytB domain-containing protein,SOI86_RS06290,locus_tag:locus_tag
SOI86_RS06295,MIT1314_1_1059772_1120036,50S ribosomal protein L35,SOI86_RS06295,locus_tag:locus_tag
SOI86_RS06300,MIT1314_1_1059772_1120036,50S ribosomal protein L20,SOI86_RS06300,locus_tag:locus_tag
SOI86_RS06305,MIT1314_1_1059772_1120036,tetratricopeptide repeat protein,SOI86_RS06305,locus_tag:locus_tag
SOI86_RS06310,MIT1314_1_1059772_1120036,thiazole synthase,SOI86_RS06310,locus_tag:locus_tag
SOI86_RS06315,MIT1314_1_1059772_1120036,NAD-dependent epimerase/dehydratase family protein,SOI86_RS06315,locus_tag:locus_tag
SOI86_RS06320,MIT1314_1_1059772_1120036,glycosyltransferase family 1 protein,SOI86_RS06320,locus_tag:locus_tag
SOI86_RS06325,MIT1314_1_1059772_1120036,hypothetical protein,SOI86_RS06325,locus_tag:locus_tag
SOI86_RS06330,MIT1314_1_1059772_1120036,aminomethyl-transferring glycine dehydrogenase,SOI86_RS06330,locus_tag:locus_tag
SOI86_RS06335,MIT1314_1_1059772_1120036,glycine cleavage system protein GcvH,SOI86_RS06335,locus_tag:locus_tag
SOI86_RS06340,MIT1314_1_1059772_1120036,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,SOI86_RS06340,locus_tag:locus_tag
SOI86_RS06345,MIT1314_1_1059772_1120036,hypothetical protein,SOI86_RS06345,locus_tag:locus_tag
SOI86_RS06350,MIT1314_1_1059772_1120036,acyl-CoA desaturase,SOI86_RS06350,locus_tag:locus_tag
SOI86_RS06355,MIT1314_1_1059772_1120036,50S ribosomal protein L9,SOI86_RS06355,locus_tag:locus_tag
SOI86_RS06360,MIT1314_1_1059772_1120036,replicative DNA helicase,SOI86_RS06360,locus_tag:locus_tag
SOI86_RS06365,MIT1314_1_1059772_1120036,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,SOI86_RS06365,locus_tag:locus_tag
SOI86_RS06370,MIT1314_1_1059772_1120036,chorismate lyase,SOI86_RS06370,locus_tag:locus_tag
SOI86_RS06375,MIT1314_1_1059772_1120036,RNA helicase,SOI86_RS06375,locus_tag:locus_tag
SOI86_RS06380,MIT1314_1_1059772_1120036,SprT family zinc-dependent metalloprotease,SOI86_RS06380,locus_tag:locus_tag
SOI86_RS06385,MIT1314_1_1059772_1120036,hypothetical protein,SOI86_RS06385,locus_tag:locus_tag
SOI86_RS06390,MIT1314_1_1059772_1120036,RNA ligase family protein,SOI86_RS06390,locus_tag:locus_tag
SOI86_RS06395,MIT1314_1_1059772_1120036,hypothetical protein,SOI86_RS06395,locus_tag:locus_tag
SOI86_RS06400,MIT1314_1_1059772_1120036,TVP38/TMEM64 family protein,SOI86_RS06400,locus_tag:locus_tag
SOI86_RS06405,MIT1314_1_1059772_1120036,valine--tRNA ligase,SOI86_RS06405,locus_tag:locus_tag
SOI86_RS06415,MIT1314_1_1059772_1120036,nucleoside triphosphate pyrophosphohydrolase,SOI86_RS06415,locus_tag:locus_tag
SOI86_RS06420,MIT1314_1_1059772_1120036,polyamine aminopropyltransferase,SOI86_RS06420,locus_tag:locus_tag
SOI86_RS06425,MIT1314_1_1059772_1120036,agmatinase,SOI86_RS06425,locus_tag:locus_tag
SOI86_RS06430,MIT1314_1_1059772_1120036,glycine cleavage system aminomethyltransferase GcvT,SOI86_RS06430,locus_tag:locus_tag
SOI86_RS06435,MIT1314_1_1059772_1120036,aspartate--tRNA ligase,SOI86_RS06435,locus_tag:locus_tag
SOI86_RS06555,MIT1314_1_1144736_1161973,excinuclease ABC subunit UvrA,SOI86_RS06555,locus_tag:locus_tag
SOI86_RS06560,MIT1314_1_1144736_1161973,AAA family ATPase,SOI86_RS06560,locus_tag:locus_tag
