locus_tag,island_id,product,resolved_locus_tag,resolution_method
PMT9312_1165,MIT9312_1_1042895_1147105,"BgtA-like ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), ATPase subunit",PMT9312_1165,locus_tag:locus_tag
PMT9312_1166,MIT9312_1_1042895_1147105,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), membrane protein",PMT9312_1166,locus_tag:locus_tag
PMT9312_1167,MIT9312_1_1042895_1147105,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), membrane protein",PMT9312_1167,locus_tag:locus_tag
PMT9312_1168,MIT9312_1_1042895_1147105,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), substrate binding protein",PMT9312_1168,locus_tag:locus_tag
PMT9312_1169,MIT9312_1_1042895_1147105,NADPH-dependent reductase,PMT9312_1169,locus_tag:locus_tag
PMT9312_1170,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1170,locus_tag:locus_tag
PMT9312_1171,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1171,locus_tag:locus_tag
PMT9312_1172,MIT9312_1_1042895_1147105,protein of unknown function (DUF1651),PMT9312_1172,locus_tag:locus_tag
PMT9312_1173,MIT9312_1_1042895_1147105,high light inducible protein,PMT9312_1173,locus_tag:locus_tag
PMT9312_1175,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1175,locus_tag:locus_tag
PMT9312_1176,MIT9312_1_1042895_1147105,"cytochrome b559, beta subunit-like protein",PMT9312_1176,locus_tag:locus_tag
PMT9312_1177,MIT9312_1_1042895_1147105,uncharacterized conserved membrane protein,PMT9312_1177,locus_tag:locus_tag
PMT9312_1178,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1178,locus_tag:locus_tag
PMT9312_1179,MIT9312_1_1042895_1147105,beta-barrel porin-like outer membrane protein,PMT9312_1179,locus_tag:locus_tag
PMT9312_1180,MIT9312_1_1042895_1147105,"uncharacterized conserved secreted protein, PM-13 family",PMT9312_1180,locus_tag:locus_tag
PMT9312_1181,MIT9312_1_1042895_1147105,"TolC-like outer membrane efflux protein, RND family",PMT9312_1181,locus_tag:locus_tag
PMT9312_1182,MIT9312_1_1042895_1147105,ABC multidrug efflux transporter,PMT9312_1182,locus_tag:locus_tag
PMT9312_1183,MIT9312_1_1042895_1147105,hlyD secretion family protein,PMT9312_1183,locus_tag:locus_tag
PMT9312_1184,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1184,locus_tag:locus_tag
PMT9312_1185,MIT9312_1_1042895_1147105,subtilisin DY domain protein,PMT9312_1185,locus_tag:locus_tag
PMT9312_1186,MIT9312_1_1042895_1147105,leader peptidase (prepilin peptidase) / N-methyltransferase,PMT9312_1186,locus_tag:locus_tag
PMT9312_1187,MIT9312_1_1042895_1147105,"type II secretory pathway, component PulF",PMT9312_1187,locus_tag:locus_tag
PMT9312_1188,MIT9312_1_1042895_1147105,twitching motility protein PilT,PMT9312_1188,locus_tag:locus_tag
PMT9312_1189,MIT9312_1_1042895_1147105,Type IV fimbrial assembly,PMT9312_1189,locus_tag:locus_tag
PMT9312_1190,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1190,locus_tag:locus_tag
PMT9312_1191,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1191,locus_tag:locus_tag
PMT9312_1192,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1192,locus_tag:locus_tag
PMT9312_1193,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1193,locus_tag:locus_tag
PMT9312_1194,MIT9312_1_1042895_1147105,type IV pilus assembly protein PilQ,PMT9312_1194,locus_tag:locus_tag
PMT9312_1195,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1195,locus_tag:locus_tag
PMT9312_1196,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1196,locus_tag:locus_tag
PMT9312_1197,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1197,locus_tag:locus_tag
PMT9312_1198,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1198,locus_tag:locus_tag
PMT9312_1199,MIT9312_1_1042895_1147105,pilin polypeptide PilA-like N-terminal methylation domain-containing protein,PMT9312_1199,locus_tag:locus_tag
PMT9312_1201,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1201,locus_tag:locus_tag
PMT9312_1202,MIT9312_1_1042895_1147105,TPR repeat-containing protein,PMT9312_1202,locus_tag:locus_tag
PMT9312_1203,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1203,locus_tag:locus_tag
PMT9312_1204,MIT9312_1_1042895_1147105,pseudouridine synthase,PMT9312_1204,locus_tag:locus_tag
PMT9312_1205,MIT9312_1_1042895_1147105,putative membrane protein,PMT9312_1205,locus_tag:locus_tag
PMT9312_1206,MIT9312_1_1042895_1147105,protein of unknown function (DUF1651),PMT9312_1206,locus_tag:locus_tag
PMT9312_1207,MIT9312_1_1042895_1147105,putative SOS response associated peptidase,PMT9312_1207,locus_tag:locus_tag
PMT9312_1208,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1208,locus_tag:locus_tag
PMT9312_1209,MIT9312_1_1042895_1147105,conserved hypothetical protein (DUF3303),PMT9312_1209,locus_tag:locus_tag
PMT9312_1210,MIT9312_1_1042895_1147105,possible Uncharacterized protein family UPF003,PMT9312_1210,locus_tag:locus_tag
PMT9312_1212,MIT9312_1_1042895_1147105,conserved hypothetical protein (DUF411),PMT9312_1212,locus_tag:locus_tag
PMT9312_1213,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1213,locus_tag:locus_tag
PMT9312_1214,MIT9312_1_1042895_1147105,pepSY-associated TM helix family protein,PMT9312_1214,locus_tag:locus_tag
PMT9312_1215,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1215,locus_tag:locus_tag
PMT9312_1216,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1216,locus_tag:locus_tag
PMT9312_1217,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1217,locus_tag:locus_tag
PMT9312_1218,MIT9312_1_1042895_1147105,uncharacterized conserved membrane protein (DUF2839),PMT9312_1218,locus_tag:locus_tag
PMT9312_1219,MIT9312_1_1042895_1147105,"Mn2+/Fe2+ transporter, NRAMP family",PMT9312_1219,locus_tag:locus_tag
PMT9312_1220,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1220,locus_tag:locus_tag
PMT9312_1221,MIT9312_1_1042895_1147105,Predicted protein family PM-11,PMT9312_1221,locus_tag:locus_tag
PMT9312_1222,MIT9312_1_1042895_1147105,conserved hypothetical protein (DUF3764),PMT9312_1222,locus_tag:locus_tag
PMT9312_1223,MIT9312_1_1042895_1147105,sodium-dependent transporter,PMT9312_1223,locus_tag:locus_tag
PMT9312_1224,MIT9312_1_1042895_1147105,ACR YdiU/UPF0061 family protein,PMT9312_1224,locus_tag:locus_tag
PMT9312_1225,MIT9312_1_1042895_1147105,cupin domain-containing protein,PMT9312_1225,locus_tag:locus_tag
PMT9312_1226,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1226,locus_tag:locus_tag
PMT9312_1227,MIT9312_1_1042895_1147105,conserved hypothetical protein (DUF1651),PMT9312_1227,locus_tag:locus_tag
PMT9312_1228,MIT9312_1_1042895_1147105,high light inducible protein,PMT9312_1228,locus_tag:locus_tag
PMT9312_1229,MIT9312_1_1042895_1147105,high light inducible protein,PMT9312_1229,locus_tag:locus_tag
PMT9312_1230,MIT9312_1_1042895_1147105,high light inducible protein,PMT9312_1230,locus_tag:locus_tag
PMT9312_1231,MIT9312_1_1042895_1147105,uncharacterized conserved secreted protein,PMT9312_1231,locus_tag:locus_tag
PMT9312_1233,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1233,locus_tag:locus_tag
PMT9312_1900,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1900,locus_tag:locus_tag
PMT9312_1903,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1903,locus_tag:locus_tag
PMT9312_1904,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1904,locus_tag:locus_tag
PMT9312_1909,MIT9312_1_1042895_1147105,uncharacterized conserved membrane protein,PMT9312_1909,locus_tag:locus_tag
PMT9312_1910,MIT9312_1_1042895_1147105,Hypothetical protein,PMT9312_1910,locus_tag:locus_tag
PMT9312_1912,MIT9312_1_1042895_1147105,uncharacterized conserved membrane protein,PMT9312_1912,locus_tag:locus_tag
PMT9312_1914,MIT9312_1_1042895_1147105,Conserved hypothetical protein,PMT9312_1914,locus_tag:locus_tag
PMT9312_1916,MIT9312_1_1042895_1147105,Conserved hypothetical protein,PMT9312_1916,locus_tag:locus_tag
PMT9312_1918,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1918,locus_tag:locus_tag
PMT9312_1921,MIT9312_1_1042895_1147105,uncharacterized conserved membrane protein,PMT9312_1921,locus_tag:locus_tag
PMT9312_1922,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1922,locus_tag:locus_tag
PMT9312_1924,MIT9312_1_1042895_1147105,conserved hypothetical protein,PMT9312_1924,locus_tag:locus_tag
PMT9312_1929,MIT9312_1_1042895_1147105,Conserved hypothetical protein,PMT9312_1929,locus_tag:locus_tag
PMT9312_1931,MIT9312_1_1042895_1147105,Conserved hypothetical protein,PMT9312_1931,locus_tag:locus_tag
PMT9312_RS09820,MIT9312_1_1042895_1147105,hypothetical protein,PMT9312_RS09820,locus_tag:locus_tag
PMT9312_RS10035,MIT9312_1_1042895_1147105,hypothetical protein,PMT9312_RS10035,locus_tag:locus_tag
PMT9312_RS10040,MIT9312_1_1042895_1147105,hypothetical protein,PMT9312_RS10040,locus_tag:locus_tag
PMT9312_RS10055,MIT9312_1_1042895_1147105,hypothetical protein,PMT9312_RS10055,locus_tag:locus_tag
PMT9312_pseudoVIMSS1362712,MIT9312_1_1042895_1147105,hypothetical protein,PMT9312_pseudoVIMSS1362712,locus_tag:locus_tag
PMT9312_1298,MIT9312_1_1205096_1273425,lipopolysaccharides biosynthesis acetyltransferase,PMT9312_1298,locus_tag:locus_tag
PMT9312_1299,MIT9312_1_1205096_1273425,nucleotide sugar dehydrogenase family protein,PMT9312_1299,locus_tag:locus_tag
PMT9312_1300,MIT9312_1_1205096_1273425,Predicted oxidoreductase,PMT9312_1300,locus_tag:locus_tag
PMT9312_1301,MIT9312_1_1205096_1273425,conserved hypothetical protein distantly related to alpha-glycosyltransferases family 4,PMT9312_1301,locus_tag:locus_tag
PMT9312_1302,MIT9312_1_1205096_1273425,"transketolase, thiamine diphosphate binding domain protein",PMT9312_1302,locus_tag:locus_tag
PMT9312_1303,MIT9312_1_1205096_1273425,transketolase-like protein,PMT9312_1303,locus_tag:locus_tag
PMT9312_1304,MIT9312_1_1205096_1273425,perosamine synthetase protein family,PMT9312_1304,locus_tag:locus_tag
PMT9312_1305,MIT9312_1_1205096_1273425,bacterial sugar transferase family protein,PMT9312_1305,locus_tag:locus_tag
PMT9312_1306,MIT9312_1_1205096_1273425,polysaccharide biosynthesis family protein,PMT9312_1306,locus_tag:locus_tag
PMT9312_1307,MIT9312_1_1205096_1273425,possible alpha-galactosyltransferase,PMT9312_1307,locus_tag:locus_tag
PMT9312_1309,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1309,locus_tag:locus_tag
PMT9312_1310,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1310,locus_tag:locus_tag
PMT9312_1311,MIT9312_1_1205096_1273425,dolichyl-phosphate-mannose-mannosyltransferase family protein,PMT9312_1311,locus_tag:locus_tag
PMT9312_1312,MIT9312_1_1205096_1273425,UDP-glucose 6-dehydrogenase,PMT9312_1312,locus_tag:locus_tag
PMT9312_1313,MIT9312_1_1205096_1273425,nucleotide sugar epimerase,PMT9312_1313,locus_tag:locus_tag
PMT9312_1314,MIT9312_1_1205096_1273425,mannose-1-phosphate guanylyltransferase,PMT9312_1314,locus_tag:locus_tag
PMT9312_1315,MIT9312_1_1205096_1273425,GDP-L-fucose synthase,PMT9312_1315,locus_tag:locus_tag
PMT9312_1316,MIT9312_1_1205096_1273425,"GDP-mannose 4,6-dehydratase",PMT9312_1316,locus_tag:locus_tag
PMT9312_1317,MIT9312_1_1205096_1273425,UDP-glucose 4-epimerase,PMT9312_1317,locus_tag:locus_tag
PMT9312_1318,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1318,locus_tag:locus_tag
PMT9312_1319,MIT9312_1_1205096_1273425,UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N- acetylglucosamine-1-phosphate transferase,PMT9312_1319,locus_tag:locus_tag
PMT9312_1320,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1320,locus_tag:locus_tag
PMT9312_1321,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1321,locus_tag:locus_tag
PMT9312_1322,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1322,locus_tag:locus_tag
PMT9312_1323,MIT9312_1_1205096_1273425,possible alpha-galactosyltransferase,PMT9312_1323,locus_tag:locus_tag
PMT9312_1324,MIT9312_1_1205096_1273425,asparagine synthase (glutamine-hydrolyzing),PMT9312_1324,locus_tag:locus_tag
PMT9312_1325,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1325,locus_tag:locus_tag
PMT9312_1326,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1326,locus_tag:locus_tag
PMT9312_1327,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1327,locus_tag:locus_tag
PMT9312_1328,MIT9312_1_1205096_1273425,phosphotransferase,PMT9312_1328,locus_tag:locus_tag
PMT9312_1329,MIT9312_1_1205096_1273425,mannose-6-phosphate isomerase,PMT9312_1329,locus_tag:locus_tag
PMT9312_1330,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1330,locus_tag:locus_tag
PMT9312_1331,MIT9312_1_1205096_1273425,HAD domain-containing protein,PMT9312_1331,locus_tag:locus_tag
PMT9312_1332,MIT9312_1_1205096_1273425,"ABC transporter type 1, ATPase component",PMT9312_1332,locus_tag:locus_tag
PMT9312_1333,MIT9312_1_1205096_1273425,glycosyl transferase 2 family protein,PMT9312_1333,locus_tag:locus_tag
PMT9312_1334,MIT9312_1_1205096_1273425,UDP-glucose 4-epimerase GalE,PMT9312_1334,locus_tag:locus_tag
PMT9312_1335,MIT9312_1_1205096_1273425,"HAD hydrolase, family IIIA",PMT9312_1335,locus_tag:locus_tag
PMT9312_1336,MIT9312_1_1205096_1273425,D-glycero-D-manno-heptose 1-phosphate kinase,PMT9312_1336,locus_tag:locus_tag
PMT9312_1337,MIT9312_1_1205096_1273425,D-sedoheptulose 7-phosphate isomerase,PMT9312_1337,locus_tag:locus_tag
PMT9312_1339,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1339,locus_tag:locus_tag
PMT9312_1340,MIT9312_1_1205096_1273425,N-acetylneuraminate synthase,PMT9312_1340,locus_tag:locus_tag
PMT9312_1341,MIT9312_1_1205096_1273425,N-acylneuraminate cytidylyltransferase/HAD-like domain-containing protein,PMT9312_1341,locus_tag:locus_tag
PMT9312_1342,MIT9312_1_1205096_1273425,prepilin-type N-terminal cleavage/methylation domain protein,PMT9312_1342,locus_tag:locus_tag
PMT9312_1343,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1343,locus_tag:locus_tag
PMT9312_1344,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1344,locus_tag:locus_tag
PMT9312_1345,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1345,locus_tag:locus_tag
PMT9312_1346,MIT9312_1_1205096_1273425,"N,N'-diacetyllegionaminate synthase",PMT9312_1346,locus_tag:locus_tag
PMT9312_1347,MIT9312_1_1205096_1273425,D-sedoheptulose 7-phosphate isomerase,PMT9312_1347,locus_tag:locus_tag
PMT9312_1348,MIT9312_1_1205096_1273425,xylose isomerase-like TIM barrel family protein,PMT9312_1348,locus_tag:locus_tag
PMT9312_1349,MIT9312_1_1205096_1273425,N-acylneuraminate cytidylyltransferase,PMT9312_1349,locus_tag:locus_tag
PMT9312_1350,MIT9312_1_1205096_1273425,2-deoxy-D-gluconate 3-dehydrogenase,PMT9312_1350,locus_tag:locus_tag
PMT9312_1351,MIT9312_1_1205096_1273425,blr5975 domain protein,PMT9312_1351,locus_tag:locus_tag
PMT9312_1352,MIT9312_1_1205096_1273425,short chain dehydrogenase family protein,PMT9312_1352,locus_tag:locus_tag
PMT9312_1353,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1353,locus_tag:locus_tag
PMT9312_1354,MIT9312_1_1205096_1273425,L-aspartate oxidase,PMT9312_1354,locus_tag:locus_tag
PMT9312_1355,MIT9312_1_1205096_1273425,capsular exopolysaccharide family domain protein,PMT9312_1355,locus_tag:locus_tag
PMT9312_1814,MIT9312_1_1205096_1273425,conserved hypothetical protein,PMT9312_1814,locus_tag:locus_tag
PMT9312_RS09860,MIT9312_1_1205096_1273425,hypothetical protein,PMT9312_RS09860,locus_tag:locus_tag
PMT9312_RS09865,MIT9312_1_1205096_1273425,hypothetical protein,PMT9312_RS09865,locus_tag:locus_tag
PMT9312_1455,MIT9312_1_1366521_1419587,3-oxo-5-alpha-steroid 4-dehydrogenase C-terminal domain-containing protein,PMT9312_1455,locus_tag:locus_tag
PMT9312_1456,MIT9312_1_1366521_1419587,pyridoxamine 5'-phosphate oxidase,PMT9312_1456,locus_tag:locus_tag
PMT9312_1457,MIT9312_1_1366521_1419587,"uncharacterized conserved membrane protein, DoxX family",PMT9312_1457,locus_tag:locus_tag
PMT9312_1458,MIT9312_1_1366521_1419587,FAD binding domain of DNA photolyase,PMT9312_1458,locus_tag:locus_tag
PMT9312_1459,MIT9312_1_1366521_1419587,short-chain dehydrogenase/reductase (SDR) superfamily,PMT9312_1459,locus_tag:locus_tag
PMT9312_1460,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1460,locus_tag:locus_tag
PMT9312_1461,MIT9312_1_1366521_1419587,UDP-N-acetylmuramoylalanine--D-glutamate ligase,PMT9312_1461,locus_tag:locus_tag
PMT9312_1462,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1462,locus_tag:locus_tag
PMT9312_1463,MIT9312_1_1366521_1419587,pirin-like protein,PMT9312_1463,locus_tag:locus_tag
PMT9312_1464,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1464,locus_tag:locus_tag
PMT9312_1465,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1465,locus_tag:locus_tag
PMT9312_1466,MIT9312_1_1366521_1419587,GAF domain-containing protein,PMT9312_1466,locus_tag:locus_tag
PMT9312_1467,MIT9312_1_1366521_1419587,"flavoprotein, HI0933 family",PMT9312_1467,locus_tag:locus_tag
PMT9312_1468,MIT9312_1_1366521_1419587,drug/metabolite transporter (DMT) superfamily efflux protein,PMT9312_1468,locus_tag:locus_tag
PMT9312_1469,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1469,locus_tag:locus_tag
PMT9312_1470,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1470,locus_tag:locus_tag
PMT9312_1471,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1471,locus_tag:locus_tag
PMT9312_1472,MIT9312_1_1366521_1419587,possible M protein repeat,PMT9312_1472,locus_tag:locus_tag
PMT9312_1473,MIT9312_1_1366521_1419587,delta-12 fatty acid desaturase DesA3,PMT9312_1473,locus_tag:locus_tag
PMT9312_1474,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1474,locus_tag:locus_tag
PMT9312_1475,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1475,locus_tag:locus_tag
PMT9312_1476,MIT9312_1_1366521_1419587,delta-12 fatty acid desaturase DesA2,PMT9312_1476,locus_tag:locus_tag
PMT9312_1477,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1477,locus_tag:locus_tag
PMT9312_1479,MIT9312_1_1366521_1419587,hypothetical protein,PMT9312_1479,locus_tag:locus_tag
PMT9312_1480,MIT9312_1_1366521_1419587,high light inducible protein,PMT9312_1480,locus_tag:locus_tag
PMT9312_1481,MIT9312_1_1366521_1419587,high light inducible protein,PMT9312_1481,locus_tag:locus_tag
PMT9312_1482,MIT9312_1_1366521_1419587,"lipopolysaccharide export system, permease component",PMT9312_1482,locus_tag:locus_tag
PMT9312_1483,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1483,locus_tag:locus_tag
PMT9312_1484,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1484,locus_tag:locus_tag
PMT9312_1485,MIT9312_1_1366521_1419587,"possible bacterial extracellular solute-binding protein, family 3",PMT9312_1485,locus_tag:locus_tag
PMT9312_1486,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1486,locus_tag:locus_tag
PMT9312_1487,MIT9312_1_1366521_1419587,"conserved hypothetical protein, Prochlorococcus-specific",PMT9312_1487,locus_tag:locus_tag
PMT9312_1488,MIT9312_1_1366521_1419587,NTF2-like domain-containing protein,PMT9312_1488,locus_tag:locus_tag
PMT9312_1489,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1489,locus_tag:locus_tag
PMT9312_1491,MIT9312_1_1366521_1419587,high light inducible protein,PMT9312_1491,locus_tag:locus_tag
PMT9312_1492,MIT9312_1_1366521_1419587,conserved hypothetical protein family PM-14,PMT9312_1492,locus_tag:locus_tag
PMT9312_1493,MIT9312_1_1366521_1419587,RmlC-like cupin domain-containing protein,PMT9312_1493,locus_tag:locus_tag
PMT9312_1494,MIT9312_1_1366521_1419587,PIN and PhoH domains-containing protein involved in restraining the phage infection process,PMT9312_1494,locus_tag:locus_tag
PMT9312_1495,MIT9312_1_1366521_1419587,putative lysine decarboxylase family protein,PMT9312_1495,locus_tag:locus_tag
PMT9312_1496,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1496,locus_tag:locus_tag
PMT9312_1497,MIT9312_1_1366521_1419587,dienelactone hydrolase family protein,PMT9312_1497,locus_tag:locus_tag
PMT9312_1498,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1498,locus_tag:locus_tag
PMT9312_1499,MIT9312_1_1366521_1419587,nucleotide-binding alpha-beta plait domain-containing protein,PMT9312_1499,locus_tag:locus_tag
PMT9312_1500,MIT9312_1_1366521_1419587,conserved hypothetical protein,PMT9312_1500,locus_tag:locus_tag
PMT9312_1501,MIT9312_1_1366521_1419587,pepSY-associated TM helix family protein,PMT9312_1501,locus_tag:locus_tag
