locus_tag,island_id,product,resolved_locus_tag,resolution_method
NATL1_16251,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16251,locus_tag:locus_tag
NATL1_16261,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16261,locus_tag:locus_tag
NATL1_16271,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16271,locus_tag:locus_tag
NATL1_16281,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16281,locus_tag:locus_tag
NATL1_16291,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16291,locus_tag:locus_tag
NATL1_16301,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16301,locus_tag:locus_tag
NATL1_16311,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16311,locus_tag:locus_tag
NATL1_16321,NATL1A_1_1319009_1349983,uncharacterized conserved membrane protein,NATL1_16321,locus_tag:locus_tag
NATL1_16331,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16331,locus_tag:locus_tag
NATL1_16341,NATL1A_1_1319009_1349983,"conserved hypothetical protein, DUF2358 superfamily",NATL1_16341,locus_tag:locus_tag
NATL1_16351,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16351,locus_tag:locus_tag
NATL1_16361,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16361,locus_tag:locus_tag
NATL1_16371,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16371,locus_tag:locus_tag
NATL1_16381,NATL1A_1_1319009_1349983,uncharacterized conserved secreted protein,NATL1_16381,locus_tag:locus_tag
NATL1_16391,NATL1A_1_1319009_1349983,2-Cys peroxiredoxin,NATL1_16391,locus_tag:locus_tag
NATL1_16401,NATL1A_1_1319009_1349983,methyltransferase domain protein,NATL1_16401,locus_tag:locus_tag
NATL1_16411,NATL1A_1_1319009_1349983,Conserved hypothetical protein,NATL1_16411,locus_tag:locus_tag
NATL1_16421,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16421,locus_tag:locus_tag
NATL1_16431,NATL1A_1_1319009_1349983,putative membrane protein,NATL1_16431,locus_tag:locus_tag
NATL1_16441,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16441,locus_tag:locus_tag
NATL1_16451,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16451,locus_tag:locus_tag
NATL1_16461,NATL1A_1_1319009_1349983,"cytochrome b559, beta subunit-like protein",NATL1_16461,locus_tag:locus_tag
NATL1_16471,NATL1A_1_1319009_1349983,uncharacterized conserved membrane protein,NATL1_16471,locus_tag:locus_tag
NATL1_16491,NATL1A_1_1319009_1349983,flavodoxin,NATL1_16491,locus_tag:locus_tag
NATL1_16501,NATL1A_1_1319009_1349983,conserved hypothetical protein,NATL1_16501,locus_tag:locus_tag
NATL1_16511,NATL1A_1_1319009_1349983,4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferase of PMT family,NATL1_16511,locus_tag:locus_tag
NATL1_16521,NATL1A_1_1319009_1349983,glycosyl transferase family GT1,NATL1_16521,locus_tag:locus_tag
NATL1_16531,NATL1A_1_1319009_1349983,eamA-like transporter family protein,NATL1_16531,locus_tag:locus_tag
NATL1_16541,NATL1A_1_1319009_1349983,signal peptide peptidase SppA (protease IV),NATL1_16541,locus_tag:locus_tag
NATL1_16551,NATL1A_1_1319009_1349983,chorismate mutase,NATL1_16551,locus_tag:locus_tag
NATL1_16561,NATL1A_1_1319009_1349983,uncharacterized conserved lipoprotein (DUF2808),NATL1_16561,locus_tag:locus_tag
NATL1_16571,NATL1A_1_1319009_1349983,50S ribosomal protein L34,NATL1_16571,locus_tag:locus_tag
NATL1_17851,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_17851,locus_tag:locus_tag
NATL1_17861,NATL1A_1_1464931_1491234,UDP-N-acetylmuramoylalanine--D-glutamate ligase,NATL1_17861,locus_tag:locus_tag
NATL1_17871,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_17871,locus_tag:locus_tag
NATL1_17881,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_17881,locus_tag:locus_tag
NATL1_17891,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_17891,locus_tag:locus_tag
NATL1_17901,NATL1A_1_1464931_1491234,drug/metabolite transporter (DMT) superfamily efflux protein,NATL1_17901,locus_tag:locus_tag
NATL1_17911,NATL1A_1_1464931_1491234,GAF domain-containing protein,NATL1_17911,locus_tag:locus_tag
NATL1_17921,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_17921,locus_tag:locus_tag
NATL1_17931,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_17931,locus_tag:locus_tag
NATL1_17941,NATL1A_1_1464931_1491234,OsmC/Ohr family domain-containing protein,NATL1_17941,locus_tag:locus_tag
NATL1_17961,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_17961,locus_tag:locus_tag
NATL1_17971,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_17971,locus_tag:locus_tag
NATL1_17981,NATL1A_1_1464931_1491234,high light inducible protein,NATL1_17981,locus_tag:locus_tag
NATL1_17991,NATL1A_1_1464931_1491234,possible high light inducible protein,NATL1_17991,locus_tag:locus_tag
NATL1_18001,NATL1A_1_1464931_1491234,high light inducible protein,NATL1_18001,locus_tag:locus_tag
NATL1_18021,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_18021,locus_tag:locus_tag
NATL1_18031,NATL1A_1_1464931_1491234,conserved hypothetical protein (DUF3386),NATL1_18031,locus_tag:locus_tag
NATL1_18041,NATL1A_1_1464931_1491234,RmlC-like cupin domain-containing protein,NATL1_18041,locus_tag:locus_tag
NATL1_18051,NATL1A_1_1464931_1491234,high light inducible protein,NATL1_18051,locus_tag:locus_tag
NATL1_18061,NATL1A_1_1464931_1491234,high light inducible protein,NATL1_18061,locus_tag:locus_tag
NATL1_18071,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_18071,locus_tag:locus_tag
NATL1_18091,NATL1A_1_1464931_1491234,"helper component proteinase, Prochlorococcus-specific",NATL1_18091,locus_tag:locus_tag
NATL1_18101,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_18101,locus_tag:locus_tag
NATL1_18111,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_18111,locus_tag:locus_tag
NATL1_18131,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_18131,locus_tag:locus_tag
NATL1_18141,NATL1A_1_1464931_1491234,ABC transport system ATP-binding/permease protein,NATL1_18141,locus_tag:locus_tag
NATL1_18151,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_18151,locus_tag:locus_tag
NATL1_18161,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_18161,locus_tag:locus_tag
NATL1_18171,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_18171,locus_tag:locus_tag
NATL1_18181,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_18181,locus_tag:locus_tag
NATL1_18191,NATL1A_1_1464931_1491234,TPR repeat-containing protein,NATL1_18191,locus_tag:locus_tag
NATL1_18201,NATL1A_1_1464931_1491234,methyltransferase FkbM domain protein,NATL1_18201,locus_tag:locus_tag
NATL1_18211,NATL1A_1_1464931_1491234,TPR repeat-containing protein,NATL1_18211,locus_tag:locus_tag
NATL1_18221,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_18221,locus_tag:locus_tag
NATL1_18231,NATL1A_1_1464931_1491234,phage integrase family protein,NATL1_18231,locus_tag:locus_tag
NATL1_18241,NATL1A_1_1464931_1491234,hypothetical protein,NATL1_18241,locus_tag:locus_tag
NATL1_18251,NATL1A_1_1464931_1491234,conserved hypothetical protein,NATL1_18251,locus_tag:locus_tag
NATL1_18261,NATL1A_1_1464931_1491234,hypothetical protein,NATL1_18261,locus_tag:locus_tag
NATL1_18271,NATL1A_1_1464931_1491234,conserved hypothetical protein (DUF1651),NATL1_18271,locus_tag:locus_tag
NATL1_RS08155,NATL1A_1_1464931_1491234,hypothetical protein,NATL1_RS08155,locus_tag:locus_tag
NATL1_RS10535,NATL1A_1_1464931_1491234,hypothetical protein,NATL1_RS10535,locus_tag:locus_tag
NATL1_19061,NATL1A_1_1568707_1588570,conserved hypothetical protein,NATL1_19061,locus_tag:locus_tag
NATL1_19071,NATL1A_1_1568707_1588570,CobW-like pseudocobalamin biosynthesis protein,NATL1_19071,locus_tag:locus_tag
NATL1_19081,NATL1A_1_1568707_1588570,WD40-repeat-containing protein,NATL1_19081,locus_tag:locus_tag
NATL1_19091,NATL1A_1_1568707_1588570,Conserved hypothetical protein,NATL1_19091,locus_tag:locus_tag
NATL1_19101,NATL1A_1_1568707_1588570,conserved hypothetical protein,NATL1_19101,locus_tag:locus_tag
NATL1_19111,NATL1A_1_1568707_1588570,2-oxoglutarate/iron-dependent dioxygenase,NATL1_19111,locus_tag:locus_tag
NATL1_19121,NATL1A_1_1568707_1588570,conserved hypothetical protein,NATL1_19121,locus_tag:locus_tag
NATL1_19131,NATL1A_1_1568707_1588570,RmlC-like cupin domain-containing protein,NATL1_19131,locus_tag:locus_tag
NATL1_19151,NATL1A_1_1568707_1588570,"ABC-type urea transporter, ATPase component UrtE",NATL1_19151,locus_tag:locus_tag
NATL1_19161,NATL1A_1_1568707_1588570,"ABC-type urea transporter, ATP-binding component UrtD",NATL1_19161,locus_tag:locus_tag
NATL1_19171,NATL1A_1_1568707_1588570,"ABC-type urea transporter, membrane component",NATL1_19171,locus_tag:locus_tag
NATL1_19181,NATL1A_1_1568707_1588570,"ABC-type urea transporter, permease component",NATL1_19181,locus_tag:locus_tag
NATL1_19191,NATL1A_1_1568707_1588570,"ABC-type urea transporter, substrate binding component",NATL1_19191,locus_tag:locus_tag
NATL1_19201,NATL1A_1_1568707_1588570,urease accessory protein UreG,NATL1_19201,locus_tag:locus_tag
NATL1_19211,NATL1A_1_1568707_1588570,urease accessory protein UreF,NATL1_19211,locus_tag:locus_tag
NATL1_19221,NATL1A_1_1568707_1588570,urease accessory protein UreE,NATL1_19221,locus_tag:locus_tag
NATL1_19231,NATL1A_1_1568707_1588570,urease accessory protein UreD,NATL1_19231,locus_tag:locus_tag
NATL1_19241,NATL1A_1_1568707_1588570,urease gamma subunit,NATL1_19241,locus_tag:locus_tag
NATL1_19251,NATL1A_1_1568707_1588570,urease beta subunit,NATL1_19251,locus_tag:locus_tag
NATL1_19261,NATL1A_1_1568707_1588570,urease alpha subunit,NATL1_19261,locus_tag:locus_tag
NATL1_19271,NATL1A_1_1568707_1588570,conserved hypothetical protein (DUF1830),NATL1_19271,locus_tag:locus_tag
NATL1_19301,NATL1A_1_1568707_1588570,outer membrane porin,NATL1_19301,locus_tag:locus_tag
NATL1_19311,NATL1A_1_1568707_1588570,conserved hypothetical protein,NATL1_19311,locus_tag:locus_tag
NATL1_19321,NATL1A_1_1568707_1588570,conserved hypothetical protein,NATL1_19321,locus_tag:locus_tag
NATL1_19331,NATL1A_1_1568707_1588570,conserved hypothetical protein,NATL1_19331,locus_tag:locus_tag
NATL1_RS08735,NATL1A_1_1568707_1588570,hypothetical protein,NATL1_RS08735,locus_tag:locus_tag
NATL1_RS10295,NATL1A_1_1568707_1588570,chlorophyll a/b-binding protein,NATL1_RS10295,locus_tag:locus_tag
NATL1_19651,NATL1A_1_1622797_1628793,Conserved hypothetical protein,NATL1_19651,locus_tag:locus_tag
NATL1_19661,NATL1A_1_1622797_1628793,uncharacterized membrane protein,NATL1_19661,locus_tag:locus_tag
NATL1_19671,NATL1A_1_1622797_1628793,Hypothetical protein,NATL1_19671,locus_tag:locus_tag
NATL1_19681,NATL1A_1_1622797_1628793,conserved hypothetical protein,NATL1_19681,locus_tag:locus_tag
NATL1_19691,NATL1A_1_1622797_1628793,conserved hypothetical protein,NATL1_19691,locus_tag:locus_tag
NATL1_19701,NATL1A_1_1622797_1628793,hypothetical protein,NATL1_19701,locus_tag:locus_tag
NATL1_19711,NATL1A_1_1622797_1628793,TPR repeat-containing protein,NATL1_19711,locus_tag:locus_tag
NATL1_19721,NATL1A_1_1622797_1628793,conserved hypothetical protein,NATL1_19721,locus_tag:locus_tag
NATL1_20931,NATL1A_1_1734806_1764434,"ABC-type lipopolysaccharide transport system, permease component",NATL1_20931,locus_tag:locus_tag
NATL1_20941,NATL1A_1_1734806_1764434,"ABC-type lipopolysaccharide transport system, ATPase component",NATL1_20941,locus_tag:locus_tag
NATL1_20951,NATL1A_1_1734806_1764434,preprotein translocase SecA subunit,NATL1_20951,locus_tag:locus_tag
NATL1_20961,NATL1A_1_1734806_1764434,"GDP-mannose 4,6-dehydratase",NATL1_20961,locus_tag:locus_tag
NATL1_20971,NATL1A_1_1734806_1764434,conserved hypothetical protein,NATL1_20971,locus_tag:locus_tag
NATL1_20981,NATL1A_1_1734806_1764434,conserved hypothetical protein,NATL1_20981,locus_tag:locus_tag
NATL1_20991,NATL1A_1_1734806_1764434,"peptidyl-prolyl cis-trans isomerase, PpiC-type",NATL1_20991,locus_tag:locus_tag
NATL1_21011,NATL1A_1_1734806_1764434,ABC multidrug efflux transporter,NATL1_21011,locus_tag:locus_tag
NATL1_21021,NATL1A_1_1734806_1764434,"type I secretion system ABC transporter, HlyD family",NATL1_21021,locus_tag:locus_tag
NATL1_21031,NATL1A_1_1734806_1764434,"glycosyl transferase, family 4",NATL1_21031,locus_tag:locus_tag
NATL1_21041,NATL1A_1_1734806_1764434,glycosyl transferases group 1 family protein,NATL1_21041,locus_tag:locus_tag
NATL1_21051,NATL1A_1_1734806_1764434,hemolysin-type calcium-binding repeat family protein,NATL1_21051,locus_tag:locus_tag
NATL1_21061,NATL1A_1_1734806_1764434,NAD dependent epimerase/dehydratase family protein,NATL1_21061,locus_tag:locus_tag
NATL1_21071,NATL1A_1_1734806_1764434,glycosyltransferase,NATL1_21071,locus_tag:locus_tag
NATL1_21081,NATL1A_1_1734806_1764434,methyltransferase domain protein,NATL1_21081,locus_tag:locus_tag
NATL1_21091,NATL1A_1_1734806_1764434,glucose-1-phosphate thymidylyltransferase,NATL1_21091,locus_tag:locus_tag
NATL1_00651,NATL1A_1_71859_111568,hypothetical protein,NATL1_00651,locus_tag:locus_tag
NATL1_00661,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00661,locus_tag:locus_tag
NATL1_00671,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00671,locus_tag:locus_tag
NATL1_00681,NATL1A_1_71859_111568,Hypothetical protein,NATL1_00681,locus_tag:locus_tag
NATL1_00691,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00691,locus_tag:locus_tag
NATL1_00701,NATL1A_1_71859_111568,cyanate hydratase,NATL1_00701,locus_tag:locus_tag
NATL1_00711,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00711,locus_tag:locus_tag
NATL1_00721,NATL1A_1_71859_111568,hypothetical protein,NATL1_00721,locus_tag:locus_tag
NATL1_00731,NATL1A_1_71859_111568,TPR repeat-containing protein,NATL1_00731,locus_tag:locus_tag
NATL1_00751,NATL1A_1_71859_111568,tetratricopeptide repeat family protein,NATL1_00751,locus_tag:locus_tag
NATL1_00761,NATL1A_1_71859_111568,nuclease (SNase-like),NATL1_00761,locus_tag:locus_tag
NATL1_00781,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00781,locus_tag:locus_tag
NATL1_00791,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00791,locus_tag:locus_tag
NATL1_00801,NATL1A_1_71859_111568,Conserved hypothetical protein,NATL1_00801,locus_tag:locus_tag
NATL1_00831,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00831,locus_tag:locus_tag
NATL1_00841,NATL1A_1_71859_111568,mu-like prophage FluMu gp41 family protein,NATL1_00841,locus_tag:locus_tag
NATL1_00851,NATL1A_1_71859_111568,hypothetical protein,NATL1_00851,locus_tag:locus_tag
NATL1_00871,NATL1A_1_71859_111568,uncharacterized conserved membrane protein,NATL1_00871,locus_tag:locus_tag
NATL1_00881,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00881,locus_tag:locus_tag
NATL1_00891,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00891,locus_tag:locus_tag
NATL1_00901,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00901,locus_tag:locus_tag
NATL1_00911,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00911,locus_tag:locus_tag
NATL1_00921,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00921,locus_tag:locus_tag
NATL1_00931,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00931,locus_tag:locus_tag
NATL1_00941,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00941,locus_tag:locus_tag
NATL1_00951,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00951,locus_tag:locus_tag
NATL1_00961,NATL1A_1_71859_111568,hypothetical protein,NATL1_00961,locus_tag:locus_tag
NATL1_00971,NATL1A_1_71859_111568,uncharacterized conserved secreted protein,NATL1_00971,locus_tag:locus_tag
NATL1_00981,NATL1A_1_71859_111568,FAD/NAD-binding domain-containing protein,NATL1_00981,locus_tag:locus_tag
NATL1_00991,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_00991,locus_tag:locus_tag
NATL1_01001,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_01001,locus_tag:locus_tag
NATL1_01011,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_01011,locus_tag:locus_tag
NATL1_01021,NATL1A_1_71859_111568,peptidylprolyl isomerase,NATL1_01021,locus_tag:locus_tag
NATL1_01031,NATL1A_1_71859_111568,high light inducible protein,NATL1_01031,locus_tag:locus_tag
NATL1_01041,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_01041,locus_tag:locus_tag
NATL1_01051,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_01051,locus_tag:locus_tag
NATL1_01061,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_01061,locus_tag:locus_tag
NATL1_01071,NATL1A_1_71859_111568,short-chain dehydrogenase/reductase (SDR) superfamily,NATL1_01071,locus_tag:locus_tag
NATL1_01081,NATL1A_1_71859_111568,helix-hairpin-helix DNA-binding motif class 1-containing protein,NATL1_01081,locus_tag:locus_tag
NATL1_01091,NATL1A_1_71859_111568,cobQ/CobB/MinD/ParA nucleotide binding domain protein,NATL1_01091,locus_tag:locus_tag
NATL1_01101,NATL1A_1_71859_111568,ABC transporter family protein,NATL1_01101,locus_tag:locus_tag
NATL1_01111,NATL1A_1_71859_111568,conserved hypothetical protein,NATL1_01111,locus_tag:locus_tag
NATL1_01121,NATL1A_1_71859_111568,"alpha-glycosyltransferase, family 4",NATL1_01121,locus_tag:locus_tag
NATL1_01141,NATL1A_1_71859_111568,conserved hypothetical protein (DUF3303),NATL1_01141,locus_tag:locus_tag
NATL1_RS10350,NATL1A_1_71859_111568,hypothetical protein,NATL1_RS10350,locus_tag:locus_tag
NATL1_RS11020,NATL1A_1_71859_111568,hypothetical protein,NATL1_RS11020,locus_tag:locus_tag
NATL1_04251,NATL1A_1_395892_401537,conserved hypothetical protein,NATL1_04251,locus_tag:locus_tag
NATL1_04261,NATL1A_1_395892_401537,uncharacterized membrane protein,NATL1_04261,locus_tag:locus_tag
NATL1_04281,NATL1A_1_395892_401537,conserved hypothetical protein,NATL1_04281,locus_tag:locus_tag
NATL1_04291,NATL1A_1_395892_401537,"possible 7S seed storage protein, N-terminal doma",NATL1_04291,locus_tag:locus_tag
NATL1_04301,NATL1A_1_395892_401537,NTF2-like domain-containing protein,NATL1_04301,locus_tag:locus_tag
NATL1_04311,NATL1A_1_395892_401537,conserved hypothetical protein,NATL1_04311,locus_tag:locus_tag
NATL1_04321,NATL1A_1_395892_401537,high light inducible protein,NATL1_04321,locus_tag:locus_tag
NATL1_04331,NATL1A_1_395892_401537,possible high light inducible protein,NATL1_04331,locus_tag:locus_tag
NATL1_04341,NATL1A_1_395892_401537,high light inducible protein,NATL1_04341,locus_tag:locus_tag
NATL1_04351,NATL1A_1_395892_401537,high light inducible protein,NATL1_04351,locus_tag:locus_tag
NATL1_04361,NATL1A_1_395892_401537,high light inducible protein,NATL1_04361,locus_tag:locus_tag
NATL1_RS02050,NATL1A_1_395892_401537,hypothetical protein,NATL1_RS02050,locus_tag:locus_tag
NATL1_RS10170,NATL1A_1_395892_401537,DUF4278 domain-containing protein,NATL1_RS10170,locus_tag:locus_tag
NATL1_RS10595,NATL1A_1_395892_401537,hypothetical protein,NATL1_RS10595,locus_tag:locus_tag
NATL1_07441,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07441,locus_tag:locus_tag
NATL1_07451,NATL1A_1_686109_699471,uncharacterized conserved membrane protein,NATL1_07451,locus_tag:locus_tag
NATL1_07471,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07471,locus_tag:locus_tag
NATL1_07481,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07481,locus_tag:locus_tag
NATL1_07491,NATL1A_1_686109_699471,Conserved hypothetical protein,NATL1_07491,locus_tag:locus_tag
NATL1_07501,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07501,locus_tag:locus_tag
NATL1_07511,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07511,locus_tag:locus_tag
NATL1_07521,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07521,locus_tag:locus_tag
NATL1_07531,NATL1A_1_686109_699471,conserved hypothetical protein (DUF1651),NATL1_07531,locus_tag:locus_tag
NATL1_07541,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07541,locus_tag:locus_tag
NATL1_07551,NATL1A_1_686109_699471,nucleoside 2-deoxyribosyltransferase family protein,NATL1_07551,locus_tag:locus_tag
NATL1_07561,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07561,locus_tag:locus_tag
NATL1_07571,NATL1A_1_686109_699471,"sensor kinase CpxA, putative",NATL1_07571,locus_tag:locus_tag
NATL1_07581,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07581,locus_tag:locus_tag
NATL1_07591,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07591,locus_tag:locus_tag
NATL1_07601,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07601,locus_tag:locus_tag
NATL1_07611,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07611,locus_tag:locus_tag
NATL1_07621,NATL1A_1_686109_699471,"flavoprotein, HI0933 family",NATL1_07621,locus_tag:locus_tag
NATL1_07631,NATL1A_1_686109_699471,"uncharacterized conserved membrane protein, DoxX family",NATL1_07631,locus_tag:locus_tag
NATL1_07641,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07641,locus_tag:locus_tag
NATL1_07651,NATL1A_1_686109_699471,conserved hypothetical protein,NATL1_07651,locus_tag:locus_tag
NATL1_pseudoVIMSS1362563,NATL1A_1_686109_699471,hypothetical protein,NATL1_pseudoVIMSS1362563,locus_tag:locus_tag
NATL1_08471,NATL1A_1_777552_859828,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem I-associated",NATL1_08471,locus_tag:locus_tag
NATL1_08481,NATL1A_1_777552_859828,AhpC/TSA antioxidant enzyme domain-containing protein,NATL1_08481,locus_tag:locus_tag
NATL1_08491,NATL1A_1_777552_859828,ABC transporter family protein,NATL1_08491,locus_tag:locus_tag
NATL1_08501,NATL1A_1_777552_859828,chlorophyll b synthase / chlorophyllide a oxygenase,NATL1_08501,locus_tag:locus_tag
NATL1_08511,NATL1A_1_777552_859828,conserved hypothetical protein,NATL1_08511,locus_tag:locus_tag
NATL1_08521,NATL1A_1_777552_859828,conserved hypothetical protein,NATL1_08521,locus_tag:locus_tag
NATL1_08531,NATL1A_1_777552_859828,UDP-glucose 4-epimerase,NATL1_08531,locus_tag:locus_tag
NATL1_08541,NATL1A_1_777552_859828,hypothetical protein,NATL1_08541,locus_tag:locus_tag
NATL1_08551,NATL1A_1_777552_859828,"dTDP-4-dehydrorhamnose 3,5-epimerase",NATL1_08551,locus_tag:locus_tag
NATL1_08561,NATL1A_1_777552_859828,dTDP-4-dehydrorhamnose reductase,NATL1_08561,locus_tag:locus_tag
NATL1_08571,NATL1A_1_777552_859828,"dTDP-glucose-4,6-dehydratase",NATL1_08571,locus_tag:locus_tag
NATL1_08581,NATL1A_1_777552_859828,UDP-N-acetylglucosamine 2-epimerase,NATL1_08581,locus_tag:locus_tag
NATL1_08591,NATL1A_1_777552_859828,polysaccharide biosynthesis family protein,NATL1_08591,locus_tag:locus_tag
NATL1_08601,NATL1A_1_777552_859828,glycosyl transferase 4 family protein,NATL1_08601,locus_tag:locus_tag
NATL1_08611,NATL1A_1_777552_859828,NAD dependent epimerase/dehydratase family protein,NATL1_08611,locus_tag:locus_tag
