locus_tag,island_id,product
P9301_15721,MIT9301_1_1308987_1353058,delta-12 fatty acid desaturase DesA3
P9301_15731,MIT9301_1_1308987_1353058,Conserved hypothetical protein
P9301_15741,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_15751,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_15761,MIT9301_1_1308987_1353058,delta-12 fatty acid desaturase DesA2
P9301_15771,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_15781,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_15791,MIT9301_1_1308987_1353058,high light inducible protein
P9301_15801,MIT9301_1_1308987_1353058,high light inducible protein
P9301_15821,MIT9301_1_1308987_1353058,high light inducible protein
P9301_15831,MIT9301_1_1308987_1353058,"lipopolysaccharide export system, permease component"
P9301_15841,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_15851,MIT9301_1_1308987_1353058,Conserved hypothetical protein
P9301_15861,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_15871,MIT9301_1_1308987_1353058,"possible bacterial extracellular solute-binding protein, family 3"
P9301_15881,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_15891,MIT9301_1_1308987_1353058,"conserved hypothetical protein, Prochlorococcus-specific"
P9301_15931,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_15941,MIT9301_1_1308987_1353058,Conserved hypothetical protein
P9301_15951,MIT9301_1_1308987_1353058,Conserved hypothetical protein
P9301_15991,MIT9301_1_1308987_1353058,RmlC-like cupin domain-containing protein
P9301_16011,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_16021,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_16031,MIT9301_1_1308987_1353058,dienelactone hydrolase family protein
P9301_16041,MIT9301_1_1308987_1353058,cupin domain-containing protein
P9301_16051,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_16061,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_16071,MIT9301_1_1308987_1353058,uncharacterized membrane protein
P9301_16081,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_16091,MIT9301_1_1308987_1353058,hypothetical protein
P9301_16101,MIT9301_1_1308987_1353058,hypothetical protein
P9301_16111,MIT9301_1_1308987_1353058,conserved hypothetical protein
P9301_16121,MIT9301_1_1308987_1353058,hypothetical protein
P9301_16131,MIT9301_1_1308987_1353058,hypothetical protein
P9301_16141,MIT9301_1_1308987_1353058,hypothetical protein
P9301_16151,MIT9301_1_1308987_1353058,hypothetical protein
P9301_16161,MIT9301_1_1308987_1353058,hypothetical protein
P9301_RS18755,MIT9301_1_1308987_1353058,hypothetical protein
P9301_RS18775,MIT9301_1_1308987_1353058,hypothetical protein
P9301_RS18810,MIT9301_1_1308987_1353058,hypothetical protein
P9301_RS18815,MIT9301_1_1308987_1353058,hypothetical protein
P9301_RS18890,MIT9301_1_1308987_1353058,hypothetical protein
P9301_RS18970,MIT9301_1_1308987_1353058,hypothetical protein
P9301_pseudoVIMSS1362557,MIT9301_1_1308987_1353058,hypothetical protein
P9301_06821,MIT9301_1_606847_633340,putative membrane protein
P9301_06831,MIT9301_1_606847_633340,Conserved hypothetical protein
P9301_06841,MIT9301_1_606847_633340,hypothetical protein
P9301_06851,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_06861,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_06871,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_06881,MIT9301_1_606847_633340,leader peptidase (prepilin peptidase) / N-methyltransferase
P9301_06891,MIT9301_1_606847_633340,"type II secretory pathway, component PulF"
P9301_06901,MIT9301_1_606847_633340,twitching motility protein PilT
P9301_06911,MIT9301_1_606847_633340,Type IV fimbrial assembly
P9301_06921,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_06931,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_06941,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_06951,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_06961,MIT9301_1_606847_633340,type IV pilus assembly protein PilQ
P9301_06971,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_06981,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_06991,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_07001,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_07011,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_07021,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_07031,MIT9301_1_606847_633340,hypothetical protein
P9301_07041,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_07051,MIT9301_1_606847_633340,hypothetical protein
P9301_07061,MIT9301_1_606847_633340,hypothetical protein
P9301_07071,MIT9301_1_606847_633340,hypothetical protein
P9301_07081,MIT9301_1_606847_633340,outer membrane beta-barrel domain protein
P9301_07091,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_07101,MIT9301_1_606847_633340,uncharacterized conserved membrane protein
P9301_07111,MIT9301_1_606847_633340,conserved hypothetical protein
P9301_07121,MIT9301_1_606847_633340,uncharacterized conserved membrane protein
P9301_07381,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07391,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07411,MIT9301_1_658159_689796,"NAD-dependent DNA ligase, N-terminal domain"
P9301_07421,MIT9301_1_658159_689796,Hypothetical protein
P9301_07431,MIT9301_1_658159_689796,uncharacterized conserved membrane protein
P9301_07441,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07451,MIT9301_1_658159_689796,conserved hypothetical protein (DUF1651)
P9301_07461,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07471,MIT9301_1_658159_689796,uncharacterized conserved membrane protein
P9301_07481,MIT9301_1_658159_689796,high light inducible protein
P9301_07501,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07511,MIT9301_1_658159_689796,tryptophan-rich conserved hypothetical protein CHP02450
P9301_07521,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07531,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07541,MIT9301_1_658159_689796,uncharacterized conserved membrane protein
P9301_07551,MIT9301_1_658159_689796,short-chain dehydrogenase/reductase (SDR) superfamily
P9301_07561,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07571,MIT9301_1_658159_689796,uncharacterized conserved membrane protein
P9301_07581,MIT9301_1_658159_689796,possible uncharacterized conserved secreted protein
P9301_07591,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07601,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07611,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07621,MIT9301_1_658159_689796,uncharacterized conserved membrane protein
P9301_07631,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07641,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07651,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07661,MIT9301_1_658159_689796,"uncharacterized conserved membrane protein, Prochlorococcus-specific"
P9301_07681,MIT9301_1_658159_689796,uncharacterized conserved membrane protein
P9301_07691,MIT9301_1_658159_689796,"protein of unknown function DUF1499, Prochlorococcus-specific"
P9301_07701,MIT9301_1_658159_689796,possible uncharacterized conserved secreted protein
P9301_07711,MIT9301_1_658159_689796,"potassium ion channel, VIC family"
P9301_07721,MIT9301_1_658159_689796,cytochrome c553 (cytochrome c6)
P9301_07731,MIT9301_1_658159_689796,Hypothetical protein
P9301_07741,MIT9301_1_658159_689796,"phosphate ABC transporter, phosphate-binding protein PstS"
P9301_07751,MIT9301_1_658159_689796,ABC-type phosphate transport system permease component
P9301_07761,MIT9301_1_658159_689796,ABC-type phosphate transport system permease component
P9301_07771,MIT9301_1_658159_689796,ABC-type phosphate transport system ATPase component
P9301_07791,MIT9301_1_658159_689796,Conserved hypothetical protein
P9301_07801,MIT9301_1_658159_689796,uncharacterized conserved secreted protein
P9301_07811,MIT9301_1_658159_689796,"metallophosphoesterase, DNA ligase-associated"
P9301_07821,MIT9301_1_658159_689796,ATP-dependent Lhr-N-terminus-like helicase
P9301_07831,MIT9301_1_658159_689796,ATP-dependent DNA ligase
P9301_07841,MIT9301_1_658159_689796,putative mRNA 3-end processing factor
P9301_07851,MIT9301_1_658159_689796,uncharacterized conserved membrane protein
P9301_07861,MIT9301_1_658159_689796,"translation initiation factor IF-2, N-terminal domain-containing protein"
P9301_07871,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07881,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07891,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07901,MIT9301_1_658159_689796,uncharacterized conserved membrane protein
P9301_07911,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07921,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07931,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07951,MIT9301_1_658159_689796,uncharacterized conserved lipoprotein
P9301_07961,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07971,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07981,MIT9301_1_658159_689796,conserved hypothetical protein
P9301_07991,MIT9301_1_658159_689796,uncharacterized conserved metal-binding protein (DUF2103)
P9301_08001,MIT9301_1_658159_689796,cytochrome b6/f complex subunit VIII
P9301_pseudoVIMSS1362551,MIT9301_1_658159_689796,hypothetical protein
P9301_08661,MIT9301_1_750720_775450,"iron stress-induced protein, Prochlorococcus-specific"
P9301_08671,MIT9301_1_750720_775450,"possible transcriptional regulator of iron metabolism, Crp/Fnr family protein"
P9301_08681,MIT9301_1_750720_775450,ABC transporter family protein
P9301_08691,MIT9301_1_750720_775450,chlorophyll b synthase / chlorophyllide a oxygenase
P9301_08711,MIT9301_1_750720_775450,conserved hypothetical protein
P9301_08721,MIT9301_1_750720_775450,uncharacterized conserved secreted protein
P9301_08731,MIT9301_1_750720_775450,Conserved hypothetical protein
P9301_08751,MIT9301_1_750720_775450,conserved hypothetical protein
P9301_08761,MIT9301_1_750720_775450,Conserved hypothetical protein
P9301_08771,MIT9301_1_750720_775450,conserved hypothetical protein
P9301_08781,MIT9301_1_750720_775450,conserved hypothetical protein
P9301_08791,MIT9301_1_750720_775450,conserved hypothetical protein
P9301_08811,MIT9301_1_750720_775450,conserved hypothetical protein
P9301_08821,MIT9301_1_750720_775450,"ABC-type urea transporter, ATPase component UrtE"
P9301_08831,MIT9301_1_750720_775450,"ABC-type urea transporter, ATP-binding component UrtD"
P9301_08841,MIT9301_1_750720_775450,"ABC-type urea transporter, membrane component"
P9301_08851,MIT9301_1_750720_775450,"ABC-type urea transporter, permease component"
P9301_08861,MIT9301_1_750720_775450,"ABC-type urea transporter, substrate binding component"
P9301_08871,MIT9301_1_750720_775450,urease accessory protein UreG
P9301_08881,MIT9301_1_750720_775450,urease accessory protein UreF
P9301_08891,MIT9301_1_750720_775450,urease accessory protein UreE
P9301_08901,MIT9301_1_750720_775450,urease accessory protein UreD
P9301_08911,MIT9301_1_750720_775450,urease gamma subunit
P9301_08921,MIT9301_1_750720_775450,urease beta subunit
P9301_08931,MIT9301_1_750720_775450,urease alpha subunit
P9301_08941,MIT9301_1_750720_775450,glucosyl-3-phosphoglycerate synthase
P9301_08951,MIT9301_1_750720_775450,possible glucosyl(mannosyl)glycerate-glucosidase
P9301_08961,MIT9301_1_750720_775450,glucosyl-3-phosphoglycerate phosphatase
P9301_08971,MIT9301_1_750720_775450,D-glycerate 3-kinase
P9301_08981,MIT9301_1_750720_775450,conserved hypothetical protein (DUF1830)
P9301_08991,MIT9301_1_750720_775450,uncharacterized conserved membrane protein
P9301_09001,MIT9301_1_750720_775450,NADH dehydrogenase subunit NdhP
P9301_09011,MIT9301_1_750720_775450,putative gRAM domain
P9301_09021,MIT9301_1_750720_775450,undecaprenyl-diphosphatase
P9301_RS13265,MIT9301_1_750720_775450,hypothetical protein
P9301_09901,MIT9301_1_863190_882885,50S ribosomal protein L33
P9301_09911,MIT9301_1_863190_882885,30S ribosomal protein S18
P9301_09921,MIT9301_1_863190_882885,exoribonuclease II
P9301_09931,MIT9301_1_863190_882885,methionine--tRNA ligase
P9301_09941,MIT9301_1_863190_882885,possible SMC domain N terminal domain
P9301_09951,MIT9301_1_863190_882885,cofactor assembly of complex C subunit CCB2
P9301_09961,MIT9301_1_863190_882885,uncharacterized conserved membrane protein
P9301_09971,MIT9301_1_863190_882885,bifunctional adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
P9301_09981,MIT9301_1_863190_882885,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase
P9301_09991,MIT9301_1_863190_882885,ATP-dependent Clp protease adaptor protein ClpS
P9301_10001,MIT9301_1_863190_882885,protein of unknown function (DUF1651)
P9301_10011,MIT9301_1_863190_882885,Hypothetical protein
P9301_10021,MIT9301_1_863190_882885,conserved hypothetical protein
P9301_10031,MIT9301_1_863190_882885,thioredoxin domain-containing protein
P9301_10041,MIT9301_1_863190_882885,conserved hypothetical protein
P9301_10051,MIT9301_1_863190_882885,conserved hypothetical protein
P9301_10071,MIT9301_1_863190_882885,conserved hypothetical protein
P9301_10091,MIT9301_1_863190_882885,Conserved hypothetical protein
P9301_10101,MIT9301_1_863190_882885,conserved hypothetical protein
P9301_10111,MIT9301_1_863190_882885,conserved hypothetical protein
P9301_10121,MIT9301_1_863190_882885,2-Cys peroxiredoxin
P9301_10141,MIT9301_1_863190_882885,possible photosystem II D1 repair protein FtsH3
P9301_10151,MIT9301_1_863190_882885,50S ribosomal protein L32
P9301_10161,MIT9301_1_863190_882885,conserved hypothetical protein
P9301_10171,MIT9301_1_863190_882885,"HAD hydrolase, IA, variant 3 family protein"
P9301_10181,MIT9301_1_863190_882885,zinc- or iron-chelating domain-containing protein
P9301_10191,MIT9301_1_863190_882885,uncharacterized membrane protein
P9301_10201,MIT9301_1_863190_882885,uncharacterized membrane protein (UPF0016)
P9301_10211,MIT9301_1_863190_882885,exoribonuclease R
P9301_10221,MIT9301_1_863190_882885,uncharacterized conserved membrane protein
P9301_10231,MIT9301_1_863190_882885,NADH dehydrogenase subunit NdhV
P9301_RS18980,MIT9301_1_863190_882885,photosystem II biogenesis protein Psb30
P9301_10501,MIT9301_1_911202_950410,conserved hypothetical protein (DUF2862)
P9301_10511,MIT9301_1_911202_950410,ATP-binding cassette-type viologen exporter
P9301_10531,MIT9301_1_911202_950410,"ATP-binding cassette-type viologen exporter, permease component"
P9301_10541,MIT9301_1_911202_950410,ATP-binding cassette-type viologen exporter
P9301_10551,MIT9301_1_911202_950410,uncharacterized conserved membrane protein
P9301_10561,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_10571,MIT9301_1_911202_950410,sulfite exporter TauE/SafE family protein
P9301_10581,MIT9301_1_911202_950410,HNH endonuclease
P9301_10601,MIT9301_1_911202_950410,"uncharacterized secreted protein, Prochlorococcus-specific"
P9301_10611,MIT9301_1_911202_950410,Conserved hypothetical protein
P9301_10621,MIT9301_1_911202_950410,uncharacterized conserved membrane protein
P9301_10641,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_10651,MIT9301_1_911202_950410,Conserved hypothetical protein
P9301_10661,MIT9301_1_911202_950410,phosphoribosyl transferase domain containing protein
P9301_10671,MIT9301_1_911202_950410,nucleoside 2-deoxyribosyltransferase family protein
P9301_10681,MIT9301_1_911202_950410,30S ribosomal protein S21
P9301_10691,MIT9301_1_911202_950410,helix-hairpin-helix DNA-binding motif class 1-containing protein
P9301_10701,MIT9301_1_911202_950410,possible uridine kinase
P9301_10711,MIT9301_1_911202_950410,FAD/NAD-binding domain-containing protein
P9301_10721,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_10731,MIT9301_1_911202_950410,possible uncharacterized conserved secreted protein
P9301_10741,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_10751,MIT9301_1_911202_950410,peptidase S51
P9301_10761,MIT9301_1_911202_950410,acetyltransferase family protein
P9301_10781,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_10791,MIT9301_1_911202_950410,conserved hypothetical protein (DUF3303)
P9301_10841,MIT9301_1_911202_950410,uncharacterized conserved membrane protein
P9301_10851,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_10861,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_10871,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_10891,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_10901,MIT9301_1_911202_950410,aminopeptidase N
P9301_10911,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_10921,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_10931,MIT9301_1_911202_950410,formate-dependent phosphoribosyl glycinamide formyl transferase
P9301_10941,MIT9301_1_911202_950410,possible Legume lectins alpha domain
P9301_10951,MIT9301_1_911202_950410,glutathione peroxidase
P9301_10961,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_10971,MIT9301_1_911202_950410,uncharacterized conserved secreted protein
P9301_10981,MIT9301_1_911202_950410,"TIM-barrel , nifR3 family protein"
P9301_10991,MIT9301_1_911202_950410,FMN-binding split barrel domain-containing protein
P9301_11001,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_11011,MIT9301_1_911202_950410,uncharacterized conserved secreted protein
P9301_11021,MIT9301_1_911202_950410,thioesterase superfamily protein
P9301_11031,MIT9301_1_911202_950410,uncharacterized conserved membrane protein
P9301_11041,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_11051,MIT9301_1_911202_950410,type II-like restriction endonuclease
P9301_11061,MIT9301_1_911202_950410,MAPEG family protein
P9301_11081,MIT9301_1_911202_950410,possible uncharacterized conserved secreted protein
P9301_11091,MIT9301_1_911202_950410,plastid lipid-associated protein (PAP)/fibrillin family
P9301_11101,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_11111,MIT9301_1_911202_950410,Conserved hypothetical protein
P9301_11121,MIT9301_1_911202_950410,possible high light inducible protein
P9301_11131,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_11141,MIT9301_1_911202_950410,possible Integrin alpha cytoplasmic region
P9301_11151,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_11161,MIT9301_1_911202_950410,uncharacterized conserved membrane protein (DUF2839)
P9301_11171,MIT9301_1_911202_950410,nif11-like leader peptide domain protein
P9301_11181,MIT9301_1_911202_950410,possible Gram-negative pili assembly chaperone
P9301_11201,MIT9301_1_911202_950410,uncharacterized conserved membrane protein
P9301_11211,MIT9301_1_911202_950410,uncharacterized conserved membrane protein
P9301_11221,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_11231,MIT9301_1_911202_950410,uncharacterized conserved secreted protein
P9301_11241,MIT9301_1_911202_950410,OsmC/Ohr family domain-containing protein
P9301_11261,MIT9301_1_911202_950410,conserved hypothetical protein
P9301_11271,MIT9301_1_911202_950410,Conserved hypothetical protein
P9301_11291,MIT9301_1_911202_950410,uncharacterized conserved secreted protein
P9301_11301,MIT9301_1_911202_950410,Conserved hypothetical protein
P9301_RS14260,MIT9301_1_911202_950410,hypothetical protein
P9301_RS14435,MIT9301_1_911202_950410,hypothetical protein
P9301_11371,MIT9301_1_956617_961517,conserved hypothetical protein
P9301_11391,MIT9301_1_956617_961517,"possible DNA gyrase/topoisomerase IV, subunit"
P9301_11401,MIT9301_1_956617_961517,possible uncharacterized conserved secreted protein
P9301_11411,MIT9301_1_956617_961517,conserved hypothetical protein
P9301_11431,MIT9301_1_956617_961517,A circularly permuted ATPgrasp family protein
