alt_id,locus_tag,source_col,source_csv,paper
NATL1_11091,NATL1_11091,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_11331,NATL1_11331,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_11331,NATL1_11331,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_11851,NATL1_11851,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_11851,NATL1_11851,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_11931,NATL1_11931,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_11931,NATL1_11931,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12121,NATL1_12121,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12121,NATL1_12121,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12231,NATL1_12231,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12231,NATL1_12231,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12321,NATL1_12321,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12321,NATL1_12321,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12331,NATL1_12331,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12331,NATL1_12331,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12621,NATL1_12621,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12621,NATL1_12621,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12791,NATL1_12791,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12791,NATL1_12791,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12981,NATL1_12981,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_12981,NATL1_12981,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_13731,NATL1_13731,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_13731,NATL1_13731,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_13741,NATL1_13741,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_13741,NATL1_13741,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_14171,NATL1_14171,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_14171,NATL1_14171,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_14411,NATL1_14411,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_14411,NATL1_14411,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_15471,NATL1_15471,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_15471,NATL1_15471,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_15531,NATL1_15531,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_15531,NATL1_15531,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
afuA,NATL1_16181,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_16211,NATL1_16211,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_16211,NATL1_16211,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_17971,NATL1_17971,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_17971,NATL1_17971,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_18181,NATL1_18181,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_18181,NATL1_18181,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_18211,NATL1_18211,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_18211,NATL1_18211,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_18261,NATL1_18261,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_18261,NATL1_18261,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_18471,NATL1_18471,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_18471,NATL1_18471,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_18481,NATL1_18481,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
atpC,NATL1_18481,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_18971,NATL1_18971,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
folE,NATL1_18971,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_19061,NATL1_19061,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_19061,NATL1_19061,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_19071,NATL1_19071,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_19071,NATL1_19071,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_19661,NATL1_19661,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_19661,NATL1_19661,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_20301,NATL1_20301,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_20301,NATL1_20301,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_20641,NATL1_20641,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_20641,NATL1_20641,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
dedA,NATL1_20761,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_21371,NATL1_21371,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_21371,NATL1_21371,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_21411,NATL1_21411,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_21411,NATL1_21411,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_21671,NATL1_21671,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
pabC,NATL1_21671,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_21781,NATL1_21781,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_21781,NATL1_21781,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_13941,NATL1_13941,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_13941,NATL1_13941,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_18081,NATL1_18081,locus_tag,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
NATL1_18081,NATL1_18081,Gene Name,table s1 Highly differentially expressed genes in low salinity acclimated cells of NATL1A _with_locus_tag.csv,He 2022
