seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,gene_synonym,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
NC_008817.1,P9515_RS00855,,P9515_RS00855,P9515_01751,Protein Homology,160293.0,161246.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819498.1,LysR family transcriptional regulator,WP_011819498.1,,,,,,P9515_01751,160293.0,161246.0,-,CK_Pro_MIT9515_01751,rbcR,"GO:0006355,GO:0003700,GO:0031470",CK_00000230,"J.2,N.1","CO2 fixation, DNA interactions","COG0583,bactNOG15128,bactNOG08407,bactNOG13005,bactNOG02750,bactNOG10744,bactNOG06714,bactNOG19719,bactNOG11168,cyaNOG00981","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,"regulation of transcription%2C DNA-templated,regulation of transcription%2C DNA-templated,DNA-binding transcription factor activity,regulation of transcription%2C DNA-templated,DNA-binding transcription factor activity,carboxysome",possible RuBisCO operon transcriptional regulator,"PF03466,PF00126,PS50931,IPR005119,IPR000847","LysR substrate binding domain,Bacterial regulatory helix-turn-helix protein%2C lysR family,LysR-type HTH domain profile.,LysR%2C substrate-binding,Transcription regulator HTH%2C LysR",261,Regulatory functions / DNA interactions,,
NC_008817.1,P9515_RS00860,,P9515_RS00860,P9515_01761,Protein Homology,161330.0,162058.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806750.1,NnrU family protein,WP_011819499.1,"GO:0016120,GO:0090471",,9%2C15%2C9'-tri-cis-zeta-carotene isomerase activity|0090471||IEA,carotene biosynthetic process|0016120||IEA,,P9515_01761,161330.0,162058.0,+,CK_Pro_MIT9515_01761,Z-ISO,GO:0016120,CK_00000231,B.5.1,Carotenoids,"COG4094,bactNOG01694,bactNOG29080,cyaNOG00465","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",5.2.1.12,zeta-carotene isomerase%3B Z-ISO%3B 15-cis-zeta-carotene isomerase,carotene biosynthetic process,15-cis-zeta-carotene isomerase protein family,"PF07298,IPR009915","NnrU protein,NnrU domain",76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other,,
NC_008817.1,P9515_RS00865,,P9515_RS00865,P9515_01771,Protein Homology,162092.0,164128.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819500.1,NAD(P)H-quinone oxidoreductase subunit 5,WP_011819500.1,,,,,,P9515_01771,162092.0,164128.0,+,CK_Pro_MIT9515_01771,ndhF1,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016021,GO:0042651",CK_00000113,"G.2,J.6","Electron transport,NADH dehydrogenase","COG1009,bactNOG00115,cyaNOG00626","COG: CP,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,integral component of membrane,thylakoid membrane",NADH dehydrogenase subunit NdhF (chain 5 or L),"TIGR01974,PF00662,PF00361,PF01010,IPR001516,IPR001750,IPR002128,IPR003945","proton-translocating NADH-quinone oxidoreductase%2C chain L,NADH-Ubiquinone oxidoreductase (complex I)%2C chain 5 N-terminus,Proton-conducting membrane transporter,NADH-dehyrogenase subunit F%2C TMs%2C (complex I) C-terminus,NADH-Ubiquinone oxidoreductase (complex I)%2C chain 5 N-terminal,NADH:quinone oxidoreductase/Mrp antiporter%2C membrane subunit,NADH:ubiquinone/plastoquinone oxidoreductase%2C chloroplast chain 5%2C C-terminal,NADH-plastoquinone oxidoreductase%2C chain 5","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis",,
NC_008817.1,P9515_RS00870,,P9515_RS00870,P9515_01781,Protein Homology,164213.0,165853.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131789.1,NAD(P)H-quinone oxidoreductase subunit 4,WP_011819501.1,,,,,,P9515_01781,164213.0,165853.0,+,CK_Pro_MIT9515_01781,ndhD1,"GO:0015977,GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016491,GO:0016021,GO:0042651",CK_00008091,"G.2,J.6","Electron transport,NADH dehydrogenase","COG1008,bactNOG00642,cyaNOG01956","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"carbon fixation,oxidation-reduction process,ATP synthesis coupled electron transport,carbon fixation,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,carbon fixation,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhD (chain 4 or M),"TIGR01972,PF00361,IPR010227,IPR001750","proton-translocating NADH-quinone oxidoreductase%2C chain M,Proton-conducting membrane transporter,NADH-quinone oxidoreductase%2C chain M/4,NADH:quinone oxidoreductase/Mrp antiporter%2C membrane subunit","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis",,
NC_008817.1,P9515_RS00875,,P9515_RS00875,P9515_01791,Protein Homology,165964.0,166797.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819502.1,segregation/condensation protein A,WP_011819502.1,,,,,,P9515_01791,165964.0,166797.0,+,CK_Pro_MIT9515_01791,,,CK_00000232,,,"COG1354,bactNOG29092,cyaNOG06221,cyaNOG02957,cyaNOG02784","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,scpA/B family protein,"PF02616,IPR003768","Segregation and condensation protein ScpA,Segregation and condensation protein A","93,170","Cellular processes / Cell division,DNA metabolism / Chromosome-associated proteins",,
NC_008817.1,P9515_RS00880,,P9515_RS00880,P9515_01801,Protein Homology,166846.0,168024.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805259.1,nucleotidyltransferase family protein,WP_011819503.1,"GO:0009058,GO:0016779",,nucleotidyltransferase activity|0016779||IEA,biosynthetic process|0009058||IEA,,P9515_01801,166846.0,168024.0,+,CK_Pro_MIT9515_01801,,GO:0016779,CK_00000088,E.1,Amino sugars,"COG1208,bactNOG01806,bactNOG08320,cyaNOG00666,cyaNOG05645","COG: MJ,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.7.7.13,mannose-1-phosphate guanylyltransferase%3B GTP-mannose-1-phosphate guanylyltransferase%3B PIM-GMP (phosphomannose isomerase-guanosine 5'-diphospho-D-mannose pyrophosphorylase)%3B GDP-mannose pyrophosphorylase%3B guanosine 5'-diphospho-D-mannose pyrophosphorylase%3B guanosine diphosphomannose pyrophosphorylase%3B guanosine triphosphate-mannose 1-phosphate guanylyltransferase%3B mannose 1-phosphate guanylyltransferase (guanosine triphosphate),nucleotidyltransferase activity,mannose-1-phosphate guanylyltransferase,"PF00132,PF00483,IPR001451,IPR005835,IPR011004,IPR029044","Bacterial transferase hexapeptide (six repeats),Nucleotidyl transferase,Hexapeptide repeat,Nucleotidyl transferase domain,Trimeric LpxA-like superfamily,Nucleotide-diphospho-sugar transferases",96,Cellular processes / Detoxification,,2.7.7.-
NC_008817.1,P9515_RS00885,,P9515_RS00885,P9515_01811,Protein Homology,168008.0,168898.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819504.1,methylenetetrahydrofolate reductase,WP_011819504.1,"GO:0006555,GO:0004489,GO:0050660",,"methylenetetrahydrofolate reductase [NAD(P)H] activity|0004489||IEA,flavin adenine dinucleotide binding|0050660||IEA",methionine metabolic process|0006555||IEA,,P9515_01811,168008.0,168898.0,-,CK_Pro_MIT9515_01811,metF,"GO:0006555,GO:0055114,GO:0004489",CK_00000233,E.2,One-carbon metabolism,"COG0685,bactNOG98180,bactNOG13233,bactNOG14123,bactNOG98031,bactNOG98019,bactNOG02550,cyaNOG00968","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",1.5.1.20,Transferred to 1.5.1.20,"methionine metabolic process,oxidation-reduction process,methionine metabolic process,oxidation-reduction process,methylenetetrahydrofolate reductase (NAD(P)H) activity",5%2C10-methylenetetrahydrofolate reductase,"PF02219,IPR003171","Methylenetetrahydrofolate reductase,Methylenetetrahydrofolate reductase",698,Central intermediary metabolism / One-carbon metabolism,,1.5.1.20
NC_008817.1,pedR,pedR,P9515_RS00890,P9515_01821,Protein Homology,168975.0,169253.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131793.1,photosynthetic electron transport-dependent transcriptional regulator PedR,WP_011819505.1,,,,,,P9515_01821,168975.0,169253.0,+,CK_Pro_MIT9515_01821,pedR,"GO:0006355,GO:0000160,GO:0006351,GO:0030528,GO:0003677,GO:0000156,GO:0043565,GO:0003700",CK_00000234,"N.1,P.3"," DNA interactions,Transcription factors","COG2771,COG2197,bactNOG40257,bactNOG53887,cyaNOG03697,cyaNOG07407","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,COG: TK,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,"regulation of transcription%2C DNA-templated,phosphorelay signal transduction system,transcription%2C DNA-templated,regulation of transcription%2C DNA-templated,phosphorelay signal transduction system,transcription%2C DNA-templated,obsolete transcription regulator activity,DNA binding,phosphorelay response regulator activity,sequence-specific DNA binding,DNA-binding transcription factor activity",redox-responsive LuxR-type transcriptional regulator PedR,"PF00196,PS00622,PS50043,IPR000792,IPR016032,IPR011991","Bacterial regulatory proteins%2C luxR family,LuxR-type HTH domain signature.,LuxR-type HTH domain profile.,Transcription regulator LuxR%2C C-terminal,Signal transduction response regulator%2C C-terminal effector,ArsR-like helix-turn-helix domain","165,261","Transcription / Transcription factors,Regulatory functions / DNA interactions",,
NC_008817.1,P9515_RS00895,,P9515_RS00895,P9515_01841,Protein Homology,169476.0,169952.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819507.1,CYTH domain-containing protein,WP_011819507.1,,,,,,P9515_01841,169476.0,169952.0,-,CK_Pro_MIT9515_01841,,,CK_00000235,,,"COG2954,bactNOG30533,cyaNOG03260","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,CYTH domain protein,"PF01928,PS51707,IPR023577","CYTH domain,CYTH domain profile.,CYTH domain",264,Regulatory functions / Small molecule interactions,,
NC_008817.1,P9515_RS00900,,P9515_RS00900,P9515_01851,Protein Homology,169953.0,170867.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375724.1,NAD(+) kinase,WP_041710540.1,,,,,,P9515_01851,169953.0,170852.0,-,CK_Pro_MIT9515_01851,nadK,"GO:0009435,GO:0003951",CK_00000236,B.6,Pyridine nucleotides (NAD%2C NADP),"COG0061,bactNOG42722,bactNOG06727,bactNOG01228,bactNOG13258,cyaNOG01213","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",2.7.1.23,NAD+ kinase%3B DPN kinase%3B nicotinamide adenine dinucleotide kinase (phosphorylating)%3B nicotinamide adenine dinucleotide kinase%3B NAD kinase%3B NADK,"NAD biosynthetic process,NAD biosynthetic process,NAD+ kinase activity",NAD kinase,"PF01513,IPR002504","ATP-NAD kinase,NAD kinase",163,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Pyridine nucleotides,,2.7.1.23
NC_008817.1,nuoK,nuoK,P9515_RS00905,P9515_01861,Protein Homology,170878.0,171198.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131796.1,NADH-quinone oxidoreductase subunit NuoK,WP_011819509.1,"GO:0042773,GO:0016651",,oxidoreductase activity%2C acting on NAD(P)H|0016651||IEA,ATP synthesis coupled electron transport|0042773||IEA,,P9515_01861,170878.0,171198.0,-,CK_Pro_MIT9515_01861,ndhE,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016491,GO:0016021,GO:0042651",CK_00000237,"G.2,J.6","Electron transport,NADH dehydrogenase","COG0713,bactNOG36673,cyaNOG07274,cyaNOG03501","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,integral component of membrane,thylakoid membrane",NADH dehydrogenase subunit NdhE (chain kappa or 4L),"PF00420,IPR001133","NADH-ubiquinone/plastoquinone oxidoreductase chain 4L,NADH-ubiquinone oxidoreductase chain 4L/K","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis",,1.6.5.9
NC_008817.1,P9515_RS00910,,P9515_RS00910,P9515_01871,Protein Homology,171200.0,171799.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805463.1,NADH-quinone oxidoreductase subunit J,WP_011819510.1,,,,,,P9515_01871,171200.0,171799.0,-,CK_Pro_MIT9515_01871,ndhG,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016021,GO:0042651",CK_00000238,"G.2,J.6","Electron transport,NADH dehydrogenase","COG0839,bactNOG37037,bactNOG98526,bactNOG99007,cyaNOG01519,cyaNOG00840","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhG (chain 6 or J),"PF00499,IPR001457","NADH-ubiquinone/plastoquinone oxidoreductase chain 6,NADH:ubiquinone/plastoquinone oxidoreductase%2C chain 6","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis",,1.6.5.9
NC_008817.1,ndhI,ndhI,P9515_RS00915,P9515_01881,Protein Homology,171812.0,172438.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819511.1,NAD(P)H-quinone oxidoreductase subunit I,WP_011819511.1,"GO:0008753,GO:0030964",NADH dehydrogenase complex|0030964||IEA,NADPH dehydrogenase (quinone) activity|0008753||IEA,,,P9515_01881,171812.0,172438.0,-,CK_Pro_MIT9515_01881,ndhI,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016021,GO:0042651",CK_00000239,"G.2,J.6","Electron transport,NADH dehydrogenase","COG1143,bactNOG18614,bactNOG00733,bactNOG11082,cyaNOG01407","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhI,"TIGR00403,TIGR01971,PF13237,PS00198,PS51379,IPR004497,IPR010226,IPR017896,IPR017900","NADH-plastoquinone oxidoreductase%2C I subunit,NADH-quinone oxidoreductase%2C chain I,4Fe-4S dicluster domain,4Fe-4S ferredoxin-type iron-sulfur binding region signature.,4Fe-4S ferredoxin-type iron-sulfur binding domain profile.,NADH-plastoquinone oxidoreductase%2C subunit I,NADH-quinone oxidoreductase%2C chain I,4Fe-4S ferredoxin-type%2C iron-sulphur binding domain,4Fe-4S ferredoxin%2C iron-sulphur binding%2C conserved site","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis",,
NC_008817.1,nuoH,nuoH,P9515_RS00920,P9515_01891,Protein Homology,172508.0,173626.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862205.1,NADH-quinone oxidoreductase subunit NuoH,WP_011819512.1,,,,,,P9515_01891,172508.0,173626.0,-,CK_Pro_MIT9515_01891,ndhA,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016491,GO:0016021,GO:0042651",CK_00000240,"G.2,J.6","Electron transport,NADH dehydrogenase","COG1005,bactNOG01830,cyaNOG01512","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhA (chain 1 or H),"PF00146,PS00667,PS00668,IPR018086,IPR001694","NADH dehydrogenase,Respiratory-chain NADH dehydrogenase subunit 1 signature 1.,Respiratory-chain NADH dehydrogenase subunit 1 signature 2.,NADH:ubiquinone oxidoreductase%2C subunit 1%2C conserved site,NADH:ubiquinone oxidoreductase%2C subunit 1/F420H2 oxidoreductase subunit H","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis",,1.6.5.9
NC_008817.1,P9515_RS00925,,P9515_RS00925,P9515_01901,Protein Homology,173702.0,174847.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806076.1,citrate synthase,WP_011819513.1,,,,,,P9515_01901,173702.0,174847.0,-,CK_Pro_MIT9515_01901,gltA,"GO:0006099,GO:0004108",CK_00000241,G.9,TCA cycle,"COG0372,bactNOG00499,cyaNOG00831","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",2.3.3.1,citrate (Si)-synthase%3B (R)-citric synthase%3B citrate oxaloacetate-lyase [(pro-3S)-CH2COO-->acetyl-CoA],"tricarboxylic acid cycle,tricarboxylic acid cycle,citrate (Si)-synthase activity",citrate synthase,"TIGR01800,PF00285,IPR002020,IPR011278","2-methylcitrate synthase/citrate synthase II,Citrate synthase%2C C-terminal domain,Citrate synthase,2-methylcitrate synthase/citrate synthase type I",120,Energy metabolism / TCA cycle,,
NC_008817.1,P9515_RS00930,,P9515_RS00930,P9515_01911,Protein Homology,174933.0,176390.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819514.1,hypothetical protein,WP_011819514.1,,,,,,P9515_01911,174933.0,176390.0,-,CK_Pro_MIT9515_01911,,,CK_00003354,R.2,Conserved hypothetical proteins,COG4886,COG: POORLY CHARACTERIZED [S] Function unknown,,,,possible uncharacterized conserved secreted protein,,,156,Hypothetical proteins / Conserved,,
NC_008817.1,P9515_RS00935,,P9515_RS00935,P9515_01921,Protein Homology,176473.0,176823.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819515.1,rhodanese-like domain-containing protein,WP_011819515.1,,,,,,P9515_01921,176473.0,176823.0,+,CK_Pro_MIT9515_01921,pspE,,CK_00000456,,,"COG0607,bactNOG36305,bactNOG67588,cyaNOG03354,cyaNOG07116","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,,rhodanese-like domain protein,"PF00581,PS50206,IPR001763","Rhodanese-like domain,Rhodanese domain profile.,Rhodanese-like domain",157,Unknown function / General,,
NC_008817.1,trpB,trpB,P9515_RS00940,P9515_01931,Protein Homology,176827.0,178071.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012006973.1,tryptophan synthase subunit beta,WP_011819516.1,"GO:0000162,GO:0004834",,tryptophan synthase activity|0004834||IEA,L-tryptophan biosynthetic process|0000162||IEA,,P9515_01931,176827.0,178071.0,-,CK_Pro_MIT9515_01931,trpB,"GO:0000162,GO:0006568,GO:0004834",CK_00000455,A.1,Aromatic amino acids family (Phe%2C Trp%2C Tyr),"COG0133,bactNOG01639,cyaNOG00487,cyaNOG06487","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.2.1.20,tryptophan synthase%3B L-tryptophan synthetase%3B indoleglycerol phosphate aldolase%3B tryptophan desmolase%3B tryptophan synthetase%3B L-serine hydro-lyase (adding indoleglycerol-phosphate)%3B L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate%2C L-tryptophan and glyceraldehyde-3-phosphate-forming],"tryptophan biosynthetic process,tryptophan metabolic process,tryptophan biosynthetic process,tryptophan metabolic process,tryptophan synthase activity",tryptophan synthase%2C beta subunit,"TIGR00263,PF00291,PS00168,IPR001926,IPR006654,IPR006653","tryptophan synthase%2C beta subunit,Pyridoxal-phosphate dependent enzyme,Tryptophan synthase beta chain pyridoxal-phosphate attachment site.,Pyridoxal-phosphate dependent enzyme,Tryptophan synthase%2C beta chain,Tryptophan synthase%2C beta chain%2C conserved site",70,Amino acid biosynthesis / Aromatic amino acid family,,4.2.1.20
NC_008817.1,P9515_RS00945,,P9515_RS00945,P9515_01941,Protein Homology,178119.0,178430.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806301.1,SUI1 family translation initiation factor,WP_011819517.1,,,,,,P9515_01941,178119.0,178430.0,+,CK_Pro_MIT9515_01941,sui1,"GO:0006413,GO:0003743",CK_00042927,,,,,,,"translational initiation,translational initiation,translation initiation factor activity",translation initiation factor SUI1 family protein,"PF01253,PS50296,IPR001950","Translation initiation factor SUI1,Translation initiation factor SUI1 family profile.,SUI1 domain",169,Protein synthesis / Translation factors,,
NC_008817.1,cysC,cysC,P9515_RS00950,P9515_01951,Protein Homology,178473.0,179099.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819518.1,adenylyl-sulfate kinase,WP_011819518.1,"GO:0000103,GO:0004020,GO:0005524",,"adenylylsulfate kinase activity|0004020||IEA,ATP binding|0005524||IEA",sulfate assimilation|0000103||IEA,,P9515_01951,178473.0,179099.0,+,CK_Pro_MIT9515_01951,cysC,"GO:0006790,GO:0000103,GO:0004020,GO:0004020,GO:0005524",CK_00000454,E.7,Sulfur metabolism,"COG0529,bactNOG01357,cyaNOG02504,cyaNOG02736","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",2.7.1.25,adenylyl-sulfate kinase%3B adenylylsulfate kinase (phosphorylating)%3B 5'-phosphoadenosine sulfate kinase%3B adenosine 5'-phosphosulfate kinase%3B adenosine phosphosulfate kinase%3B adenosine phosphosulfokinase%3B adenosine-5'-phosphosulfate-3'-phosphokinase%3B APS kinase,"sulfur compound metabolic process,sulfate assimilation,sulfur compound metabolic process,sulfate assimilation,adenylylsulfate kinase activity,adenylylsulfate kinase activity,ATP binding",adenylylsulfate kinase,"TIGR00455,PF01583,IPR002891","adenylyl-sulfate kinase,Adenylylsulphate kinase,Adenylyl-sulfate kinase",106,Central intermediary metabolism / Sulfur metabolism,,2.7.1.25
